t / s	&j / arb.u.
9,38	-45,87
9,43	-50,05
9,48	-52,77
9,53	-54,19
9,58	-54,29
9,63	-53,02
9,68	-50,29
9,73	-46,30
9,78	-41,14
9,83	-35,02
9,88	-27,98
9,93	-20,48
9,98	-12,53
10,03	-4,41
10,08	3,71
10,13	11,59
10,18	19,13
10,23	25,99
10,28	32,25
10,33	37,66
10,38	42,19
10,43	45,51
10,48	47,85
10,53	48,94
10,58	49,04
10,63	47,84
10,68	45,48
10,73	42,08
10,78	37,69
10,83	32,38
10,88	26,47
10,93	19,93
10,98	12,98
11,03	5,66
11,08	-1,67
11,13	-9,02
11,18	-16,12
11,23	-22,78
11,28	-28,87
11,33	-34,31
11,38	-38,68
11,43	-42,14
11,48	-44,41
11,53	-45,57
11,58	-45,66
11,63	-44,61
11,68	-42,30
11,73	-39,00
11,78	-34,71
11,83	-29,60
11,88	-23,77
11,93	-17,60
11,98	-10,98
12,03	-4,21
12,08	2,56
12,13	9,15
12,18	15,46
12,23	21,23
12,28	26,49
12,33	30,98
12,38	34,83
12,43	37,74
12,48	39,79
12,53	40,79
12,58	40,98
12,63	40,10
12,68	38,25
12,73	35,45
12,78	31,94
12,83	27,64
12,88	22,88
12,93	17,46
12,98	11,75
13,03	5,65
13,08	-0,42
13,13	-6,53
13,18	-12,47
13,23	-18,12
13,28	-23,15
13,33	-27,76
13,38	-31,60
13,43	-34,69
13,48	-36,76
13,53	-37,95
13,58	-38,20
13,63	-37,62
13,68	-35,97
13,73	-33,41
13,78	-30,01
13,83	-25,96
13,88	-21,32
13,93	-16,29
13,98	-10,88
14,03	-5,28
14,08	0,34
14,13	5,82
14,18	11,19
14,23	16,14
14,28	20,66
14,33	24,62
14,38	27,90
14,43	30,55
14,48	32,47
14,53	33,58
14,58	33,92
14,63	33,59
14,68	32,31
14,73	30,26
14,78	27,56
14,83	24,29
14,88	20,42
14,93	16,12
14,98	11,44
15,03	6,49
15,08	1,44
15,13	-3,60
15,18	-8,59
15,23	-13,37
15,28	-17,79
15,33	-21,67
15,38	-25,09
15,43	-27,88
15,48	-29,96
15,53	-31,26
15,58	-31,82
15,63	-31,68
15,68	-30,65
15,73	-28,81
15,78	-26,34
15,83	-23,21
15,88	-19,68
15,93	-15,61
15,98	-11,31
16,03	-6,66
16,08	-2,10
16,13	2,54
16,18	7,03
16,23	11,33
16,28	15,23
16,33	18,78
16,38	21,74
16,43	24,26
16,48	26,08
16,53	27,31
16,58	27,84
16,63	27,90
16,68	27,25
16,73	25,94
16,78	23,96
16,83	21,48
16,88	18,48
16,93	15,12
16,98	11,37
17,03	7,43
17,08	3,24
17,13	-0,91
17,18	-5,06
17,23	-9,07
17,28	-12,91
17,33	-16,33
17,38	-19,44
17,43	-21,90
17,48	-23,94
17,53	-25,35
17,58	-26,16
17,63	-26,35
17,68	-25,98
17,73	-24,81
17,78	-23,12
17,83	-20,87
17,88	-18,20
17,93	-15,03
17,98	-11,66
18,03	-7,92
18,08	-4,17
18,13	-0,34
18,18	3,39
18,23	7,09
18,28	10,47
18,33	13,60
18,38	16,33
18,43	18,68
18,48	20,47
18,53	21,86
18,58	22,66
18,63	22,96
18,68	22,80
18,73	22,02
18,78	20,63
18,83	18,90
18,88	16,63
18,93	14,04
18,98	11,09
19,03	7,97
19,08	4,51
19,13	1,15
19,18	-2,33
19,23	-5,64
19,28	-8,97
19,33	-11,99
19,38	-14,71
19,43	-17,04
19,48	-19,04
19,53	-20,43
19,58	-21,37
19,63	-21,76
19,68	-21,81
19,73	-21,25
19,78	-20,25
19,83	-18,62
19,88	-16,64
19,93	-14,23
19,98	-11,64
20,03	-8,64
20,08	-5,59
20,13	-2,48
20,18	0,64
20,23	3,73
20,28	6,65
20,33	9,46
20,38	11,85
20,43	14,03
20,48	15,80
20,53	17,22
20,58	18,15
20,63	18,70
20,68	18,77
20,73	18,57
20,78	17,70
20,83	16,49
20,88	14,82
20,93	12,89
20,98	10,65
21,03	8,18
21,08	5,42
21,13	2,68
21,18	-0,18
21,23	-2,98
21,28	-5,70
21,33	-8,31
21,38	-10,79
21,43	-12,87
21,48	-14,70
21,53	-16,14
21,58	-17,24
21,63	-17,84
21,68	-18,11
21,73	-18,00
21,78	-17,44
21,83	-16,36
21,88	-14,98
21,93	-13,22
21,98	-11,27
22,03	-8,94
22,08	-6,51
22,13	-4,00
22,18	-1,47
22,23	1,15
22,28	3,56
22,33	5,97
22,38	8,15
22,43	10,17
22,48	11,75
22,53	13,15
22,58	14,15
22,63	14,87
22,68	15,15
22,73	15,20
22,78	14,84
22,83	14,11
22,88	12,95
22,93	11,59
22,98	9,93
23,03	8,02
23,08	5,87
23,13	3,66
23,18	1,39
23,23	-0,92
23,28	-3,24
23,33	-5,36
23,38	-7,49
23,43	-9,38
23,48	-11,12
23,53	-12,46
23,58	-13,54
23,63	-14,30
23,68	-14,77
23,73	-14,85
23,78	-14,75
23,83	-14,13
23,88	-13,23
23,93	-12,03
23,98	-10,59
24,03	-8,81
24,08	-6,95
24,13	-4,92
24,18	-2,95
24,23	-0,79
24,28	1,25
24,33	3,26
24,38	5,11
24,43	6,90
24,48	8,45
24,53	9,79
24,58	10,82
24,63	11,56
24,68	12,01
24,73	12,20
24,78	12,17
24,83	11,86
24,88	11,18
24,93	10,27
24,98	9,02
25,03	7,60
25,08	5,97
25,13	4,21
25,18	2,46
25,23	0,60
25,28	-1,30
25,33	-3,15
25,38	-4,88
25,43	-6,52
25,48	-8,03
25,53	-9,35
25,58	-10,46
25,63	-11,30
25,68	-11,88
25,73	-12,18
25,78	-12,21
25,83	-12,07
25,88	-11,53
25,93	-10,72
25,98	-9,67
26,03	-8,42
26,08	-6,99
26,13	-5,44
26,18	-3,87
26,23	-2,21
26,28	-0,50
26,33	1,17
26,38	2,79
26,43	4,23
26,48	5,63
26,53	6,86
26,58	7,90
26,63	8,72
26,68	9,33
26,73	9,64
26,78	9,78
26,83	9,74
26,88	9,41
26,93	8,78
26,98	7,98
27,03	6,93
27,08	5,74
27,13	4,39
27,18	3,06
27,23	1,60
27,28	0,08
27,33	-1,46
27,38	-2,91
27,43	-4,32
27,48	-5,55
27,53	-6,75
27,58	-7,76
27,63	-8,62
27,68	-9,23
27,73	-9,66
27,78	-9,84
27,83	-9,88
27,88	-9,74
27,93	-9,28
27,98	-8,57
28,03	-7,74
28,08	-6,69
28,13	-5,57
28,18	-4,35
28,23	-3,11
28,28	-1,72
28,33	-0,40
28,38	0,98
28,43	2,23
28,48	3,41
28,53	4,45
28,58	5,44
28,63	6,23
28,68	6,89
28,73	7,30
28,78	7,58
28,83	7,60
28,88	7,63
28,93	7,30
28,98	6,82
29,03	6,10
29,08	5,30
29,13	4,29
29,18	3,31
29,23	2,18
29,28	1,02
29,33	-0,23
29,38	-1,39
29,43	-2,61
29,48	-3,67
29,53	-4,71
29,58	-5,54
29,63	-6,38
29,68	-6,98
29,73	-7,50
29,78	-7,76
29,83	-7,92
29,88	-7,89
29,93	-7,82
29,98	-7,41
30,03	-6,89
30,08	-6,16
30,13	-5,37
30,18	-4,48
30,23	-3,56
30,28	-2,48
30,33	-1,45
30,38	-0,32
30,43	0,68
30,48	1,74
30,53	2,65
30,58	3,48
30,63	4,16
30,68	4,82
30,73	5,27
30,78	5,65
30,83	5,78
30,88	5,85
30,93	5,80
30,98	5,63
31,03	5,15
31,08	4,63
31,13	3,90
31,18	3,24
31,23	2,39
31,28	1,52
31,33	0,56
31,38	-0,37
31,43	-1,36
31,48	-2,23
31,53	-3,14
31,58	-3,89
31,63	-4,60
31,68	-5,14
31,73	-5,66
31,78	-5,98
31,83	-6,25
31,88	-6,31
31,93	-6,35
31,98	-6,22
32,03	-5,94
32,08	-5,46
32,13	-4,94
32,18	-4,32
32,23	-3,65
32,28	-2,84
32,33	-2,06
32,38	-1,17
32,43	-0,37
32,48	0,49
32,53	1,25
32,58	2,01
32,63	2,62
32,68	3,21
32,73	3,59
32,78	3,99
32,83	4,20
32,88	4,37
32,93	4,38
32,98	4,40
33,03	4,16
33,08	3,86
33,13	3,41
33,18	2,97
33,23	2,35
33,28	1,71
33,33	0,98
33,38	0,27
33,43	-0,52
33,48	-1,20
33,53	-1,95
33,58	-2,58
33,63	-3,24
33,68	-3,74
33,73	-4,22
33,78	-4,53
33,83	-4,79
33,88	-4,93
33,93	-4,99
33,98	-4,95
34,03	-4,95
34,08	-4,71
34,13	-4,42
34,18	-3,96
34,23	-3,50
34,28	-2,90
34,33	-2,33
34,38	-1,66
34,43	-1,04
34,48	-0,36
34,53	0,23
34,58	0,88
34,63	1,40
34,68	1,94
34,73	2,33
34,78	2,72
34,83	2,95
34,88	3,14
34,93	3,20
34,98	3,23
35,03	3,20
35,08	3,11
35,13	2,83
35,18	2,53
35,23	2,08
35,28	1,65
35,33	1,11
35,38	0,59
35,43	-0,01
35,48	-0,54
35,53	-1,13
35,58	-1,64
35,63	-2,18
35,68	-2,61
35,73	-3,05
35,78	-3,34
35,83	-3,65
35,88	-3,81
35,93	-3,97
35,98	-3,94
36,03	-3,98
36,08	-3,93
36,13	-3,79
36,18	-3,50
36,23	-3,18
36,28	-2,76
36,33	-2,34
36,38	-1,87
36,43	-1,41
36,48	-0,89
36,53	-0,44
36,58	0,08
36,63	0,50
36,68	0,94
36,73	1,30
36,78	1,64
36,83	1,88
36,88	2,09
36,93	2,19
36,98	2,28
37,03	2,28
37,08	2,30
37,13	2,19
37,18	1,99
37,23	1,71
37,28	1,41
37,33	1,04
37,38	0,65
37,43	0,25
37,48	-0,18
37,53	-0,61
37,58	-1,01
37,63	-1,43
37,68	-1,80
37,73	-2,14
37,78	-2,43
37,83	-2,67
37,88	-2,87
37,93	-3,00
37,98	-3,08
38,03	-3,11
38,08	-3,12
38,13	-3,10
38,18	-2,96
38,23	-2,74
38,28	-2,49
38,33	-2,19
38,38	-1,88
38,43	-1,53
38,48	-1,19
38,53	-0,80
38,58	-0,46
38,63	-0,09
38,68	0,22
38,73	0,54
38,78	0,79
38,83	1,04
38,88	1,21
38,93	1,35
38,98	1,42
39,03	1,44
39,08	1,42
39,13	1,44
39,18	1,41
39,23	1,29
39,28	1,06
39,33	0,85
39,38	0,56
39,43	0,29
39,48	-0,04
39,53	-0,31
39,58	-0,64
39,63	-0,91
39,68	-1,23
39,73	-1,47
39,78	-1,73
39,83	-1,90
39,88	-2,11
39,93	-2,21
39,98	-2,33
40,03	-2,32
40,08	-2,40
40,13	-2,38
40,18	-2,41
40,23	-2,27
40,28	-2,15
40,33	-1,92
40,38	-1,75
40,43	-1,48
40,48	-1,26
40,53	-0,98
40,58	-0,76
40,63	-0,47
40,68	-0,26
40,73	0,01
40,78	0,18
40,83	0,40
40,88	0,51
40,93	0,66
40,98	0,70
41,03	0,78
41,08	0,75
41,13	0,78
41,18	0,75
41,23	0,80
41,28	0,65
41,33	0,55
41,38	0,34
41,43	0,20
41,48	-0,03
41,53	-0,20
41,58	-0,46
41,63	-0,61
41,68	-0,84
41,73	-1,00
41,78	-1,20
41,83	-1,34
41,88	-1,51
41,93	-1,58
41,98	-1,70
42,03	-1,71
42,08	-1,77
42,13	-1,78
42,18	-1,82
42,23	-1,77
42,28	-1,76
42,33	-1,61
42,38	-1,53
42,43	-1,34
42,48	-1,21
42,53	-1,02
42,58	-0,89
42,63	-0,67
42,68	-0,57
42,73	-0,37
42,78	-0,27
42,83	-0,09
42,88	-0,03
42,93	0,11
42,98	0,13
43,03	0,23
43,08	0,20
43,13	0,23
43,18	0,20
43,23	0,23
43,28	0,19
43,33	0,19
43,38	0,05
43,43	0,00
43,48	-0,16
43,53	-0,25
43,58	-0,41
43,63	-0,52
43,68	-0,66
43,73	-0,73
43,78	-0,89
43,83	-0,95
43,88	-1,07
43,93	-1,11
43,98	-1,20
44,03	-1,23
44,08	-1,26
44,13	-1,22
44,18	-1,26
44,23	-1,22
44,28	-1,26
44,33	-1,22
44,38	-1,24
44,43	-1,11
44,48	-1,06
44,53	-0,93
44,58	-0,86
44,63	-0,72
44,68	-0,68
44,73	-0,56
44,78	-0,51
44,83	-0,41
44,88	-0,36
44,93	-0,29
44,98	-0,28
45,03	-0,19
45,08	-0,23
45,13	-0,20
45,18	-0,23
45,23	-0,20
45,28	-0,24
45,33	-0,20
45,38	-0,23
45,43	-0,21
45,48	-0,31
45,53	-0,33
45,58	-0,43
45,63	-0,46
45,68	-0,54
45,73	-0,56
45,78	-0,65
45,83	-0,68
45,88	-0,77
45,93	-0,76
45,98	-0,83
46,03	-0,83
46,08	-0,90
46,13	-0,85
46,18	-0,89
46,23	-0,85
46,28	-0,88
46,33	-0,86
46,38	-0,89
46,43	-0,85
46,48	-0,89
46,53	-0,83
46,58	-0,83
46,63	-0,73
46,68	-0,73
46,73	-0,67
46,78	-0,65
46,83	-0,62
46,88	-0,59
46,93	-0,57
46,98	-0,60
47,03	-0,55
47,08	-0,53
47,13	-0,50
47,18	-0,52
47,23	-0,51
47,28	-0,53
47,33	-0,50
47,38	-0,54
47,43	-0,50
47,48	-0,52
47,53	-0,51
47,58	-0,53
47,63	-0,50
47,68	-0,53
47,73	-0,51
47,78	-0,57
47,83	-0,57
47,88	-0,58
47,93	-0,58
47,98	-0,59
48,03	-0,58
48,08	-0,58
48,13	-0,58
48,18	-0,63
48,23	-0,62
48,28	-0,64
48,33	-0,62
48,38	-0,63
48,43	-0,63
48,48	-0,64
48,53	-0,64
48,58	-0,63
48,63	-0,63
48,68	-0,63
48,73	-0,64
48,78	-0,63
48,83	-0,64
48,88	-0,63
48,93	-0,64
48,98	-0,63
49,03	-0,63
49,08	-0,63
49,13	-0,64
49,18	-0,62
49,23	-0,63
49,28	-0,62
49,33	-0,64
49,38	-0,63
49,43	-0,64
49,48	-0,62
49,53	-0,64
49,58	-0,62
49,63	-0,64
49,68	-0,63
49,73	-0,64
49,78	-0,62
49,83	-0,64
49,88	-0,62
49,93	-0,65
49,98	-0,62
50,03	-0,65
50,08	-0,63
50,13	-0,64
50,18	-0,61
50,23	-0,65
50,28	-0,62
50,33	-0,64
50,38	-0,61
50,43	-0,65
50,48	-0,61
50,53	-0,64
50,58	-0,62
50,63	-0,65
50,68	-0,63
50,73	-0,64
50,78	-0,61
50,83	-0,64
50,88	-0,61
50,93	-0,65
50,98	-0,62
51,03	-0,65
51,08	-0,61
51,13	-0,65
51,18	-0,62
51,23	-0,65
51,28	-0,61
51,33	-0,65
51,38	-0,61
51,43	-0,64
51,48	-0,61
51,53	-0,66
51,58	-0,62
51,63	-0,64
51,68	-0,61
51,73	-0,65
51,78	-0,61
51,83	-0,65
51,88	-0,61
51,93	-0,65
51,98	-0,62
52,03	-0,66
52,08	-0,62
52,13	-0,66
52,18	-0,62
52,23	-0,65
52,28	-0,61
52,33	-0,64
52,38	-0,61
52,43	-0,65
52,48	-0,62
52,53	-0,65
52,58	-0,61
52,63	-0,66
52,68	-0,61
52,73	-0,65
52,78	-0,61
52,83	-0,65
52,88	-0,61
52,93	-0,66
