t / s	&j / arb.u.
9,13	-23,85
9,18	-31,54
9,23	-38,27
9,28	-44,03
9,33	-48,52
9,38	-51,80
9,43	-53,56
9,48	-54,16
9,53	-53,32
9,58	-51,12
9,63	-47,50
9,68	-42,79
9,73	-36,97
9,78	-30,26
9,83	-22,88
9,88	-15,17
9,93	-7,07
9,98	0,97
10,03	8,96
10,08	16,54
10,13	23,67
10,18	30,04
10,23	35,78
10,28	40,57
10,33	44,32
10,38	46,96
10,43	48,50
10,48	48,87
10,53	48,19
10,58	46,16
10,63	43,15
10,68	39,07
10,73	34,12
10,78	28,39
10,83	22,14
10,88	15,34
10,93	8,21
10,98	0,85
11,03	-6,42
11,08	-13,64
11,13	-20,39
11,18	-26,67
11,23	-32,27
11,28	-37,03
11,33	-40,77
11,38	-43,47
11,43	-44,97
11,48	-45,40
11,53	-44,79
11,58	-42,94
11,63	-39,95
11,68	-36,03
11,73	-31,18
11,78	-25,64
11,83	-19,61
11,88	-13,18
11,93	-6,46
11,98	0,25
12,03	6,88
12,08	13,26
12,13	19,21
12,18	24,62
12,23	29,32
12,28	33,39
12,33	36,61
12,38	38,96
12,43	40,33
12,48	40,73
12,53	40,30
12,58	38,75
12,63	36,28
12,68	33,02
12,73	29,00
12,78	24,44
12,83	19,25
12,88	13,64
12,93	7,75
12,98	1,66
13,03	-4,40
13,08	-10,39
13,13	-16,09
13,18	-21,34
13,23	-26,08
13,28	-30,15
13,33	-33,48
13,38	-35,91
13,43	-37,38
13,48	-37,92
13,53	-37,69
13,58	-36,36
13,63	-34,13
13,68	-31,03
13,73	-27,21
13,78	-22,77
13,83	-17,95
13,88	-12,63
13,93	-7,12
13,98	-1,54
14,03	3,94
14,08	9,39
14,13	14,39
14,18	19,08
14,23	23,19
14,28	26,71
14,33	29,49
14,38	31,68
14,43	33,03
14,48	33,61
14,53	33,49
14,58	32,52
14,63	30,72
14,68	28,26
14,73	25,21
14,78	21,56
14,83	17,43
14,88	12,93
14,93	8,10
14,98	3,13
15,03	-1,91
15,08	-6,81
15,13	-11,70
15,18	-16,14
15,23	-20,23
15,28	-23,72
15,33	-26,73
15,38	-28,98
15,43	-30,57
15,48	-31,32
15,53	-31,46
15,58	-30,69
15,63	-29,18
15,68	-26,91
15,73	-24,06
15,78	-20,66
15,83	-16,85
15,88	-12,62
15,93	-8,16
15,98	-3,55
16,03	0,99
16,08	5,49
16,13	9,82
16,18	13,83
16,23	17,44
16,28	20,60
16,33	23,23
16,38	25,32
16,43	26,71
16,48	27,48
16,53	27,59
16,58	27,30
16,63	26,16
16,68	24,45
16,73	22,11
16,78	19,36
16,83	16,10
16,88	12,51
16,93	8,62
16,98	4,56
17,03	0,40
17,08	-3,69
17,13	-7,76
17,18	-11,61
17,23	-15,17
17,28	-18,32
17,33	-21,03
17,38	-23,13
17,43	-24,76
17,48	-25,72
17,53	-26,12
17,58	-25,93
17,63	-25,05
17,68	-23,48
17,73	-21,45
17,78	-18,91
17,83	-15,95
17,88	-12,63
17,93	-9,06
17,98	-5,26
18,03	-1,55
18,08	2,25
18,13	5,85
18,18	9,41
18,23	12,53
18,28	15,42
18,33	17,85
18,38	19,83
18,43	21,28
18,48	22,31
18,53	22,71
18,58	22,76
18,63	22,12
18,68	20,97
18,73	19,31
18,78	17,32
18,83	14,79
18,88	12,03
18,93	8,97
18,98	5,70
19,03	2,31
19,08	-1,08
19,13	-4,46
19,18	-7,66
19,23	-10,82
19,28	-13,55
19,33	-16,03
19,38	-18,07
19,43	-19,72
19,48	-20,76
19,53	-21,37
19,58	-21,50
19,63	-21,23
19,68	-20,32
19,73	-18,96
19,78	-17,08
19,83	-14,88
19,88	-12,35
19,93	-9,58
19,98	-6,53
20,03	-3,53
20,08	-0,40
20,13	2,62
20,18	5,58
20,23	8,38
20,28	10,95
20,33	13,10
20,38	15,04
20,43	16,54
20,48	17,66
20,53	18,30
20,58	18,57
20,63	18,46
20,68	17,84
20,73	16,73
20,78	15,28
20,83	13,42
20,88	11,36
20,93	8,97
20,98	6,37
21,03	3,60
21,08	0,89
21,13	-1,97
21,18	-4,64
21,23	-7,29
21,28	-9,74
21,33	-12,01
21,38	-13,84
21,43	-15,45
21,48	-16,62
21,53	-17,44
21,58	-17,78
21,63	-17,84
21,68	-17,42
21,73	-16,56
21,78	-15,27
21,83	-13,69
21,88	-11,82
21,93	-9,68
21,98	-7,27
22,03	-4,85
22,08	-2,33
22,13	0,20
22,18	2,71
22,23	5,01
22,28	7,32
22,33	9,34
22,38	11,11
22,43	12,52
22,48	13,70
22,53	14,47
22,58	14,95
22,63	15,01
22,68	14,92
22,73	14,25
22,78	13,30
22,83	11,98
22,88	10,51
22,93	8,66
22,98	6,66
23,03	4,45
23,08	2,28
23,13	-0,03
23,18	-2,30
23,23	-4,51
23,28	-6,56
23,33	-8,57
23,38	-10,31
23,43	-11,84
23,48	-12,96
23,53	-13,87
23,58	-14,41
23,63	-14,63
23,68	-14,59
23,73	-14,22
23,78	-13,40
23,83	-12,37
23,88	-10,99
23,93	-9,38
23,98	-7,55
24,03	-5,62
24,08	-3,66
24,13	-1,61
24,18	0,48
24,23	2,48
24,28	4,34
24,33	6,14
24,38	7,78
24,43	9,17
24,48	10,32
24,53	11,17
24,58	11,72
24,63	11,99
24,68	12,03
24,73	11,89
24,78	11,34
24,83	10,52
24,88	9,42
24,93	8,08
24,98	6,56
25,03	4,87
25,08	3,13
25,13	1,35
25,18	-0,54
25,23	-2,36
25,28	-4,14
25,33	-5,75
25,38	-7,30
25,43	-8,67
25,48	-9,86
25,53	-10,78
25,58	-11,47
25,63	-11,84
25,68	-11,96
25,73	-11,92
25,78	-11,55
25,83	-10,84
25,88	-9,91
25,93	-8,74
25,98	-7,42
26,03	-5,94
26,08	-4,43
26,13	-2,81
26,18	-1,16
26,23	0,51
26,28	2,11
26,33	3,61
26,38	4,98
26,43	6,29
26,48	7,36
26,53	8,29
26,58	8,93
26,63	9,38
26,68	9,55
26,73	9,61
26,78	9,41
26,83	8,93
26,88	8,17
26,93	7,26
26,98	6,13
27,03	4,91
27,08	3,54
27,13	2,20
27,18	0,70
27,23	-0,77
27,28	-2,27
27,33	-3,64
27,38	-4,94
27,43	-6,11
27,48	-7,20
27,53	-8,07
27,58	-8,81
27,63	-9,26
27,68	-9,58
27,73	-9,60
27,78	-9,61
27,83	-9,24
27,88	-8,69
27,93	-7,87
27,98	-6,97
28,03	-5,87
28,08	-4,76
28,13	-3,51
28,18	-2,24
28,23	-0,89
28,28	0,39
28,33	1,72
28,38	2,88
28,43	3,95
28,48	4,91
28,53	5,81
28,58	6,46
28,63	7,01
28,68	7,28
28,73	7,46
28,78	7,42
28,83	7,32
28,88	6,85
28,93	6,29
28,98	5,48
29,03	4,62
29,08	3,60
29,13	2,63
29,18	1,45
29,23	0,31
29,28	-0,90
29,33	-2,02
29,38	-3,17
29,43	-4,15
29,48	-5,06
29,53	-5,84
29,58	-6,56
29,63	-7,05
29,68	-7,47
29,73	-7,62
29,78	-7,72
29,83	-7,65
29,88	-7,39
29,93	-6,87
29,98	-6,30
30,03	-5,51
30,08	-4,73
30,13	-3,81
30,18	-2,85
30,23	-1,79
30,28	-0,78
30,33	0,28
30,38	1,26
30,43	2,25
30,48	3,03
30,53	3,77
30,58	4,39
30,63	4,96
30,68	5,30
30,73	5,58
30,78	5,63
30,83	5,67
30,88	5,53
30,93	5,21
30,98	4,68
31,03	4,11
31,08	3,40
31,13	2,71
31,18	1,83
31,23	0,97
31,28	0,00
31,33	-0,88
31,38	-1,81
31,43	-2,64
31,48	-3,48
31,53	-4,14
31,58	-4,76
31,63	-5,21
31,68	-5,66
31,73	-5,90
31,78	-6,05
31,83	-6,06
31,88	-6,07
31,93	-5,82
31,98	-5,47
32,03	-4,95
32,08	-4,44
32,13	-3,77
32,18	-3,09
32,23	-2,28
32,28	-1,52
32,33	-0,66
32,38	0,10
32,43	0,90
32,48	1,61
32,53	2,30
32,58	2,84
32,63	3,32
32,68	3,66
32,73	3,96
32,78	4,10
32,83	4,18
32,88	4,14
32,93	4,13
32,98	3,81
33,03	3,49
33,08	3,03
33,13	2,54
33,18	1,89
33,23	1,28
33,28	0,53
33,33	-0,14
33,38	-0,87
33,43	-1,53
33,48	-2,22
33,53	-2,80
33,58	-3,38
33,63	-3,83
33,68	-4,23
33,73	-4,48
33,78	-4,68
33,83	-4,71
33,88	-4,75
33,93	-4,72
33,98	-4,65
34,03	-4,34
34,08	-4,00
34,13	-3,52
34,18	-3,05
34,23	-2,46
34,28	-1,89
34,33	-1,25
34,38	-0,65
34,43	-0,02
34,48	0,55
34,53	1,14
34,58	1,59
34,63	2,07
34,68	2,42
34,73	2,72
34,78	2,90
34,83	3,05
34,88	3,07
34,93	3,09
34,98	3,02
35,03	2,84
35,08	2,53
35,13	2,19
35,18	1,74
35,23	1,31
35,28	0,77
35,33	0,27
35,38	-0,31
35,43	-0,80
35,48	-1,37
35,53	-1,81
35,58	-2,31
35,63	-2,68
35,68	-3,08
35,73	-3,32
35,78	-3,57
35,83	-3,67
35,88	-3,78
35,93	-3,75
35,98	-3,79
36,03	-3,66
36,08	-3,45
36,13	-3,12
36,18	-2,79
36,23	-2,38
36,28	-1,98
36,33	-1,51
36,38	-1,09
36,43	-0,60
36,48	-0,16
36,53	0,30
36,58	0,69
36,63	1,08
36,68	1,37
36,73	1,66
36,78	1,86
36,83	2,03
36,88	2,09
36,93	2,13
36,98	2,10
37,03	2,11
37,08	1,94
37,13	1,72
37,18	1,42
37,23	1,14
37,28	0,76
37,33	0,40
37,38	0,00
37,43	-0,40
37,48	-0,79
37,53	-1,17
37,58	-1,54
37,63	-1,86
37,68	-2,15
37,73	-2,40
37,78	-2,60
37,83	-2,75
37,88	-2,84
37,93	-2,86
37,98	-2,86
38,03	-2,86
38,08	-2,83
38,13	-2,66
38,18	-2,43
38,23	-2,20
38,28	-1,90
38,33	-1,59
38,38	-1,25
38,43	-0,91
38,48	-0,58
38,53	-0,27
38,58	0,06
38,63	0,33
38,68	0,60
38,73	0,84
38,78	1,04
38,83	1,16
38,88	1,27
38,93	1,31
38,98	1,34
39,03	1,32
39,08	1,33
39,13	1,21
39,18	1,06
39,23	0,84
39,28	0,61
39,33	0,34
39,38	0,09
39,43	-0,21
39,48	-0,47
39,53	-0,77
39,58	-1,00
39,63	-1,28
39,68	-1,50
39,73	-1,71
39,78	-1,85
39,83	-2,02
39,88	-2,10
39,93	-2,14
39,98	-2,17
40,03	-2,21
40,08	-2,18
40,13	-2,17
40,18	-2,04
40,23	-1,89
40,28	-1,68
40,33	-1,50
40,38	-1,25
40,43	-1,05
40,48	-0,79
40,53	-0,59
40,58	-0,33
40,63	-0,17
40,68	0,07
40,73	0,21
40,78	0,39
40,83	0,48
40,88	0,61
40,93	0,64
40,98	0,67
41,03	0,63
41,08	0,67
41,13	0,63
41,18	0,65
41,23	0,49
41,28	0,39
41,33	0,20
41,38	0,05
41,43	-0,17
41,48	-0,33
41,53	-0,56
41,58	-0,69
41,63	-0,91
41,68	-1,03
41,73	-1,21
41,78	-1,30
41,83	-1,45
41,88	-1,49
41,93	-1,59
41,98	-1,58
42,03	-1,61
42,08	-1,57
42,13	-1,62
42,18	-1,57
42,23	-1,56
42,28	-1,40
42,33	-1,33
42,38	-1,15
42,43	-1,03
42,48	-0,83
42,53	-0,72
42,58	-0,55
42,63	-0,44
42,68	-0,28
42,73	-0,19
42,78	-0,06
42,83	0,00
42,88	0,10
42,93	0,11
42,98	0,18
43,03	0,15
43,08	0,18
43,13	0,15
43,18	0,18
43,23	0,15
43,28	0,11
43,33	-0,03
43,38	-0,08
43,43	-0,23
43,48	-0,30
43,53	-0,45
43,58	-0,53
43,63	-0,68
43,68	-0,73
43,73	-0,86
43,78	-0,91
43,83	-1,03
43,88	-1,04
43,93	-1,13
43,98	-1,10
44,03	-1,18
44,08	-1,14
44,13	-1,18
44,18	-1,14
44,23	-1,19
44,28	-1,13
44,33	-1,11
44,38	-0,98
44,43	-0,95
44,48	-0,82
44,53	-0,78
44,58	-0,66
44,63	-0,62
44,68	-0,52
44,73	-0,49
44,78	-0,38
44,83	-0,37
44,88	-0,30
44,93	-0,28
44,98	-0,25
45,03	-0,29
45,08	-0,25
45,13	-0,28
45,18	-0,25
45,23	-0,27
45,28	-0,25
45,33	-0,28
45,38	-0,24
45,43	-0,32
45,48	-0,34
45,53	-0,43
45,58	-0,44
45,63	-0,53
45,68	-0,55
45,73	-0,63
45,78	-0,63
45,83	-0,70
45,88	-0,71
45,93	-0,75
45,98	-0,76
46,03	-0,82
46,08	-0,78
46,13	-0,82
46,18	-0,78
46,23	-0,81
46,28	-0,80
46,33	-0,83
46,38	-0,79
46,43	-0,82
46,48	-0,79
46,53	-0,76
46,58	-0,72
46,63	-0,69
46,68	-0,66
46,73	-0,65
46,78	-0,60
46,83	-0,61
46,88	-0,55
46,93	-0,59
46,98	-0,55
47,03	-0,58
47,08	-0,56
47,13	-0,59
47,18	-0,54
47,23	-0,58
47,28	-0,55
47,33	-0,59
47,38	-0,55
47,43	-0,59
47,48	-0,56
47,53	-0,58
47,58	-0,54
47,63	-0,58
47,68	-0,55
47,73	-0,58
47,78	-0,55
47,83	-0,59
47,88	-0,55
47,93	-0,58
47,98	-0,55
48,03	-0,59
48,08	-0,55
48,13	-0,59
48,18	-0,54
48,23	-0,58
48,28	-0,55
48,33	-0,58
48,38	-0,55
48,43	-0,59
48,48	-0,55
48,53	-0,58
48,58	-0,55
48,63	-0,58
48,68	-0,55
48,73	-0,58
48,78	-0,55
48,83	-0,57
48,88	-0,55
48,93	-0,57
48,98	-0,55
49,03	-0,58
49,08	-0,55
49,13	-0,59
49,18	-0,56
49,23	-0,59
49,28	-0,55
49,33	-0,58
49,38	-0,55
49,43	-0,58
49,48	-0,55
49,53	-0,58
49,58	-0,56
49,63	-0,58
49,68	-0,56
49,73	-0,57
49,78	-0,55
49,83	-0,57
49,88	-0,56
49,93	-0,58
49,98	-0,56
50,03	-0,58
50,08	-0,56
50,13	-0,58
50,18	-0,56
50,23	-0,58
50,28	-0,56
50,33	-0,57
50,38	-0,56
50,43	-0,57
50,48	-0,55
50,53	-0,57
50,58	-0,56
50,63	-0,58
50,68	-0,56
50,73	-0,57
50,78	-0,56
50,83	-0,57
50,88	-0,57
50,93	-0,57
50,98	-0,56
51,03	-0,57
51,08	-0,57
51,13	-0,57
51,18	-0,58
51,23	-0,56
51,28	-0,57
51,33	-0,56
51,38	-0,56
51,43	-0,57
51,48	-0,57
51,53	-0,56
51,58	-0,57
51,63	-0,57
51,68	-0,57
51,73	-0,56
51,78	-0,57
51,83	-0,56
51,88	-0,57
51,93	-0,56
51,98	-0,57
52,03	-0,55
52,08	-0,58
52,13	-0,56
52,18	-0,57
52,23	-0,56
52,28	-0,58
52,33	-0,55
52,38	-0,57
52,43	-0,56
52,48	-0,57
52,53	-0,55
52,58	-0,57
52,63	-0,55
52,68	-0,58
52,73	-0,56
52,78	-0,58
52,83	-0,56
52,88	-0,59
52,93	-0,55
52,98	-0,58
53,03	-0,55
53,08	-0,57
