t / s	&j / arb.u.
5,98	5,97
6,03	15,59
6,08	24,49
6,13	32,45
6,18	39,49
6,23	45,26
6,28	49,81
6,33	52,96
6,38	54,88
6,43	55,38
6,48	54,64
6,53	52,42
6,58	49,14
6,63	44,70
6,68	39,45
6,73	33,34
6,78	26,76
6,83	19,73
6,88	12,45
6,93	4,98
6,98	-2,31
7,03	-9,46
7,08	-16,11
7,13	-22,22
7,18	-27,62
7,23	-32,29
7,28	-35,93
7,33	-38,58
7,38	-40,15
7,43	-40,73
7,48	-40,36
7,53	-38,91
7,58	-36,50
7,63	-33,32
7,68	-29,32
7,73	-24,84
7,78	-19,90
7,83	-14,72
7,88	-9,28
7,93	-3,90
7,98	1,42
8,03	6,41
8,08	11,18
8,13	15,41
8,18	19,21
8,23	22,34
8,28	24,92
8,33	26,74
8,38	27,89
8,43	28,37
8,48	28,37
8,53	27,56
8,58	26,21
8,63	24,19
8,68	21,73
8,73	18,79
8,78	15,58
8,83	11,98
8,88	8,33
8,93	4,43
8,98	0,71
9,03	-3,04
9,08	-6,49
9,13	-9,85
9,18	-12,79
9,23	-15,40
9,28	-17,51
9,33	-19,22
9,38	-20,34
9,43	-20,96
9,48	-21,08
9,53	-20,89
9,58	-20,06
9,63	-18,78
9,68	-17,05
9,73	-15,04
9,78	-12,71
9,83	-10,23
9,88	-7,48
9,93	-4,79
9,98	-2,06
10,03	0,56
10,08	3,11
10,13	5,41
10,18	7,63
10,23	9,49
10,28	11,10
10,33	12,26
10,38	13,22
10,43	13,76
10,48	14,02
10,53	13,99
10,58	13,62
10,63	12,81
10,68	11,81
10,73	10,54
10,78	9,06
10,83	7,33
10,88	5,52
10,93	3,59
10,98	1,77
11,03	-0,18
11,08	-1,99
11,13	-3,77
11,18	-5,28
11,23	-6,78
11,28	-8,01
11,33	-9,10
11,38	-9,87
11,43	-10,47
11,48	-10,73
11,53	-10,87
11,58	-10,76
11,63	-10,36
11,68	-9,67
11,73	-8,84
11,78	-7,78
11,83	-6,69
11,88	-5,40
11,93	-4,20
11,98	-2,85
12,03	-1,55
12,08	-0,21
12,13	1,00
12,18	2,19
12,23	3,19
12,28	4,09
12,33	4,87
12,38	5,52
12,43	5,94
12,48	6,28
12,53	6,37
12,58	6,41
12,63	6,27
12,68	5,93
12,73	5,39
12,78	4,78
12,83	4,02
12,88	3,29
12,93	2,44
12,98	1,58
13,03	0,64
13,08	-0,25
13,13	-1,15
13,18	-1,95
13,23	-2,75
13,28	-3,41
13,33	-4,02
13,38	-4,47
13,43	-4,82
13,48	-5,06
13,53	-5,22
13,58	-5,27
13,63	-5,27
13,68	-5,15
13,73	-4,86
13,78	-4,53
13,83	-4,11
13,88	-3,58
13,93	-3,03
13,98	-2,43
14,03	-1,83
14,08	-1,22
14,13	-0,61
14,18	-0,03
14,23	0,52
14,28	1,00
14,33	1,45
14,38	1,80
14,43	2,12
14,48	2,32
14,53	2,47
14,58	2,53
14,63	2,55
14,68	2,54
14,73	2,44
14,78	2,21
14,83	1,95
14,88	1,62
14,93	1,29
14,98	0,89
15,03	0,50
15,08	0,07
15,13	-0,32
15,18	-0,73
15,23	-1,08
15,28	-1,45
15,33	-1,73
15,38	-2,04
15,43	-2,22
15,48	-2,43
15,53	-2,53
15,58	-2,61
15,63	-2,62
15,68	-2,64
15,73	-2,61
15,78	-2,58
15,83	-2,38
15,88	-2,23
15,93	-1,97
15,98	-1,76
16,03	-1,47
16,08	-1,26
16,13	-0,95
16,18	-0,72
16,23	-0,45
16,28	-0,24
16,33	0,01
16,38	0,14
16,43	0,35
16,48	0,43
16,53	0,56
16,58	0,58
16,63	0,67
16,68	0,63
16,73	0,67
16,78	0,63
16,83	0,63
16,88	0,49
16,93	0,39
16,98	0,21
17,03	0,10
17,08	-0,10
17,13	-0,23
17,18	-0,43
17,23	-0,56
17,28	-0,72
17,33	-0,84
17,38	-0,98
17,43	-1,05
17,48	-1,18
17,53	-1,22
17,58	-1,31
17,63	-1,27
17,68	-1,31
17,73	-1,27
17,78	-1,31
17,83	-1,28
17,88	-1,31
17,93	-1,24
17,98	-1,21
18,03	-1,07
18,08	-1,00
18,13	-0,86
18,18	-0,81
18,23	-0,69
18,28	-0,63
18,33	-0,53
18,38	-0,47
18,43	-0,39
18,48	-0,38
18,53	-0,31
18,58	-0,29
18,63	-0,25
18,68	-0,28
18,73	-0,25
18,78	-0,29
18,83	-0,25
18,88	-0,29
18,93	-0,24
18,98	-0,29
19,03	-0,27
19,08	-0,35
19,13	-0,36
19,18	-0,46
19,23	-0,46
19,28	-0,53
19,33	-0,55
19,38	-0,62
19,43	-0,60
19,48	-0,67
19,53	-0,66
19,58	-0,70
19,63	-0,67
19,68	-0,69
19,73	-0,66
19,78	-0,70
19,83	-0,66
19,88	-0,69
19,93	-0,66
19,98	-0,70
20,03	-0,66
20,08	-0,69
20,13	-0,65
20,18	-0,70
20,23	-0,66
20,28	-0,70
20,33	-0,66
20,38	-0,70
20,43	-0,67
20,48	-0,69
20,53	-0,61
20,58	-0,64
20,63	-0,61
20,68	-0,65
20,73	-0,61
20,78	-0,65
20,83	-0,61
20,88	-0,64
20,93	-0,61
20,98	-0,65
21,03	-0,61
21,08	-0,64
21,13	-0,60
21,18	-0,64
21,23	-0,61
21,28	-0,64
21,33	-0,61
21,38	-0,64
21,43	-0,60
21,48	-0,64
21,53	-0,60
21,58	-0,64
21,63	-0,60
21,68	-0,64
21,73	-0,61
21,78	-0,64
21,83	-0,61
21,88	-0,64
21,93	-0,60
21,98	-0,64
22,03	-0,61
22,08	-0,64
22,13	-0,61
22,18	-0,64
22,23	-0,61
22,28	-0,64
22,33	-0,61
22,38	-0,63
22,43	-0,62
22,48	-0,63
22,53	-0,61
22,58	-0,63
22,63	-0,62
22,68	-0,63
22,73	-0,61
