t / s	&j / arb.u.
21,43	24,45
21,48	27,71
21,53	30,34
21,58	32,26
21,63	33,40
21,68	33,75
21,73	33,45
21,78	32,19
21,83	30,17
21,88	27,50
21,93	24,22
21,98	20,35
22,03	16,03
22,08	11,31
22,13	6,30
22,18	1,17
22,23	-3,96
22,28	-9,05
22,33	-13,93
22,38	-18,47
22,43	-22,48
22,48	-26,01
22,53	-28,88
22,58	-31,04
22,63	-32,41
22,68	-32,97
22,73	-32,84
22,78	-31,78
22,83	-29,87
22,88	-27,28
22,93	-24,01
22,98	-20,27
23,03	-16,01
23,08	-11,44
23,13	-6,56
23,18	-1,71
23,23	3,22
23,28	8,02
23,33	12,56
23,38	16,76
23,43	20,51
23,48	23,76
23,53	26,40
23,58	28,32
23,63	29,68
23,68	30,27
23,73	30,31
23,78	29,53
23,83	28,05
23,88	25,95
23,93	23,23
23,98	19,94
24,03	16,25
24,08	12,12
24,13	7,76
24,18	3,13
24,23	-1,46
24,28	-6,06
24,33	-10,56
24,38	-14,79
24,43	-18,66
24,48	-22,01
24,53	-24,85
24,58	-27,13
24,63	-28,66
24,68	-29,54
24,73	-29,67
24,78	-29,21
24,83	-27,87
24,88	-25,87
24,93	-23,20
24,98	-20,13
25,03	-16,47
25,08	-12,54
25,13	-8,24
25,18	-3,89
25,23	0,56
25,28	4,86
25,33	9,16
25,38	13,04
25,43	16,69
25,48	19,80
25,53	22,49
25,58	24,58
25,63	26,09
25,68	26,93
25,73	27,23
25,78	26,94
25,83	25,94
25,88	24,30
25,93	22,13
25,98	19,42
26,03	16,33
26,08	12,78
26,13	9,05
26,18	4,95
26,23	0,90
26,28	-3,29
26,33	-7,29
26,38	-11,30
26,43	-14,86
26,48	-18,19
26,53	-20,94
26,58	-23,24
26,63	-24,96
26,68	-26,11
26,73	-26,55
26,78	-26,54
26,83	-25,70
26,88	-24,28
26,93	-22,20
26,98	-19,76
27,03	-16,72
27,08	-13,38
27,13	-9,69
27,18	-5,84
27,23	-1,92
27,28	2,00
27,33	5,86
27,38	9,53
27,43	12,94
27,48	15,99
27,53	18,69
27,58	20,80
27,63	22,54
27,68	23,65
27,73	24,23
27,78	24,27
27,83	23,82
27,88	22,64
27,93	21,00
27,98	18,84
28,03	16,30
28,08	13,28
28,13	10,11
28,18	6,53
28,23	2,92
28,28	-0,84
28,33	-4,48
28,38	-8,12
28,43	-11,53
28,48	-14,68
28,53	-17,44
28,58	-19,82
28,63	-21,58
28,68	-22,95
28,73	-23,66
28,78	-23,93
28,83	-23,65
28,88	-22,71
28,93	-21,19
28,98	-19,29
29,03	-16,79
29,08	-13,99
29,13	-10,88
29,18	-7,50
29,23	-4,00
29,28	-0,49
29,33	3,01
29,38	6,38
29,43	9,69
29,48	12,56
29,53	15,22
29,58	17,44
29,63	19,27
29,68	20,52
29,73	21,40
29,78	21,70
29,83	21,68
29,88	20,96
29,93	19,78
29,98	18,14
30,03	16,07
30,08	13,55
30,13	10,85
30,18	7,78
30,23	4,55
30,28	1,26
30,33	-2,07
30,38	-5,36
30,43	-8,52
30,48	-11,58
30,53	-14,19
30,58	-16,60
30,63	-18,52
30,68	-20,05
30,73	-20,96
30,78	-21,47
30,83	-21,53
30,88	-21,10
30,93	-20,09
30,98	-18,60
31,03	-16,61
31,08	-14,33
31,13	-11,69
31,18	-8,80
31,23	-5,69
31,28	-2,64
31,33	0,59
31,38	3,64
31,43	6,70
31,48	9,53
31,53	12,07
31,58	14,27
31,63	16,20
31,68	17,66
31,73	18,73
31,78	19,25
31,83	19,45
31,88	19,23
31,93	18,50
31,98	17,23
32,03	15,63
32,08	13,58
32,13	11,34
32,18	8,72
32,23	5,92
32,28	2,96
32,33	0,04
32,38	-3,02
32,43	-5,84
32,48	-8,71
32,53	-11,31
32,58	-13,62
32,63	-15,58
32,68	-17,22
32,73	-18,39
32,78	-19,17
32,83	-19,44
32,88	-19,43
32,93	-18,79
32,98	-17,74
33,03	-16,20
33,08	-14,38
33,13	-12,20
33,18	-9,78
33,23	-7,05
33,28	-4,35
33,33	-1,49
33,38	1,33
33,43	4,08
33,48	6,72
33,53	9,26
33,58	11,40
33,63	13,32
33,68	14,87
33,73	16,12
33,78	16,89
33,83	17,32
33,88	17,34
33,93	17,07
33,98	16,18
34,03	14,98
34,08	13,37
34,13	11,53
34,18	9,36
34,23	6,99
34,28	4,37
34,33	1,81
34,38	-0,94
34,43	-3,57
34,48	-6,14
34,53	-8,57
34,58	-10,91
34,63	-12,84
34,68	-14,54
34,73	-15,83
34,78	-16,82
34,83	-17,33
34,88	-17,54
34,93	-17,35
34,98	-16,70
35,03	-15,58
35,08	-14,18
35,13	-12,42
35,18	-10,44
35,23	-8,11
35,28	-5,72
35,33	-3,24
35,38	-0,74
35,43	1,85
35,48	4,20
35,53	6,61
35,58	8,76
35,63	10,69
35,68	12,23
35,73	13,59
35,78	14,54
35,83	15,20
35,88	15,42
35,93	15,44
35,98	14,98
36,03	14,16
36,08	12,93
36,13	11,49
36,18	9,73
36,23	7,75
36,28	5,49
36,33	3,24
36,38	0,84
36,43	-1,53
36,48	-3,93
36,53	-6,14
36,58	-8,33
36,63	-10,29
36,68	-12,04
36,73	-13,37
36,78	-14,51
36,83	-15,21
36,88	-15,64
36,93	-15,68
36,98	-15,49
37,03	-14,74
37,08	-13,72
37,13	-12,36
37,18	-10,79
37,23	-8,84
37,28	-6,80
37,33	-4,62
37,38	-2,46
37,43	-0,13
37,48	2,09
37,53	4,22
37,58	6,26
37,63	8,18
37,68	9,81
37,73	11,22
37,78	12,25
37,83	13,08
37,88	13,51
37,93	13,69
37,98	13,60
38,03	13,15
38,08	12,26
38,13	11,22
38,18	9,80
38,23	8,20
38,28	6,30
38,33	4,34
38,38	2,30
38,43	0,18
38,48	-1,99
38,53	-4,03
38,58	-6,03
38,63	-7,87
38,68	-9,62
38,73	-11,05
38,78	-12,30
38,83	-13,10
38,88	-13,72
38,93	-13,96
38,98	-14,03
39,03	-13,67
39,08	-13,01
39,13	-12,04
39,18	-10,79
39,23	-9,23
39,28	-7,54
39,33	-5,65
39,38	-3,81
39,43	-1,77
39,48	0,21
39,53	2,23
39,58	4,04
39,63	5,88
39,68	7,48
39,73	8,95
39,78	10,09
39,83	11,05
39,88	11,60
39,93	11,97
39,98	12,01
40,03	11,95
40,08	11,42
40,13	10,70
40,18	9,60
40,23	8,34
40,28	6,79
40,33	5,14
40,38	3,35
40,43	1,56
40,48	-0,36
40,53	-2,21
40,58	-4,08
40,63	-5,74
40,68	-7,40
40,73	-8,81
40,78	-10,11
40,83	-11,08
40,88	-11,87
40,93	-12,30
40,98	-12,49
41,03	-12,45
41,08	-12,17
41,13	-11,44
41,18	-10,52
41,23	-9,32
41,28	-7,96
41,33	-6,40
41,38	-4,80
41,43	-3,09
41,48	-1,34
41,53	0,48
41,58	2,19
41,63	3,82
41,68	5,34
41,73	6,79
41,78	7,98
41,83	9,02
41,88	9,75
41,93	10,30
41,98	10,53
42,03	10,60
42,08	10,44
42,13	9,95
42,18	9,17
42,23	8,20
42,28	6,97
42,33	5,63
42,38	4,11
42,43	2,63
42,48	0,95
42,53	-0,70
42,58	-2,37
42,63	-3,93
42,68	-5,42
42,73	-6,79
42,78	-8,07
42,83	-9,09
42,88	-9,97
42,93	-10,55
42,98	-10,94
43,03	-11,03
43,08	-11,03
43,13	-10,63
43,18	-10,02
43,23	-9,11
43,28	-8,07
43,33	-6,81
43,38	-5,47
43,43	-4,04
43,48	-2,55
43,53	-0,96
43,58	0,57
43,63	2,13
43,68	3,49
43,73	4,84
43,78	6,03
43,83	7,09
43,88	7,92
43,93	8,60
43,98	8,98
44,03	9,18
44,08	9,16
44,13	9,06
44,18	8,53
44,23	7,84
44,28	6,91
44,33	5,86
44,38	4,61
44,43	3,35
44,48	1,97
44,53	0,54
44,58	-0,95
44,63	-2,37
44,68	-3,79
44,73	-5,01
44,78	-6,21
44,83	-7,25
44,88	-8,17
44,93	-8,85
44,98	-9,36
45,03	-9,62
45,08	-9,68
45,13	-9,64
45,18	-9,31
45,23	-8,70
45,28	-7,92
45,33	-6,96
45,38	-5,88
45,43	-4,68
45,48	-3,45
45,53	-2,11
45,58	-0,74
45,63	0,62
45,68	1,93
45,73	3,16
45,78	4,25
45,83	5,30
45,88	6,19
45,93	6,91
45,98	7,43
46,03	7,78
46,08	7,91
46,13	7,94
46,18	7,74
46,23	7,27
46,28	6,62
46,33	5,81
46,38	4,84
46,43	3,78
46,48	2,69
46,53	1,47
46,58	0,20
46,63	-1,07
46,68	-2,33
46,73	-3,53
46,78	-4,61
46,83	-5,61
46,88	-6,49
46,93	-7,24
46,98	-7,82
47,03	-8,22
47,08	-8,43
47,13	-8,52
47,18	-8,44
47,23	-8,10
47,28	-7,54
47,33	-6,86
47,38	-6,00
47,43	-5,05
47,48	-4,06
47,53	-2,94
47,58	-1,78
47,63	-0,60
47,68	0,59
47,73	1,72
47,78	2,80
47,83	3,70
47,88	4,59
47,93	5,33
47,98	5,96
48,03	6,37
48,08	6,65
48,13	6,74
48,18	6,77
48,23	6,56
48,28	6,16
48,33	5,54
48,38	4,84
48,43	3,97
48,48	3,12
48,53	2,10
48,58	1,07
48,63	-0,07
48,68	-1,14
48,73	-2,24
48,78	-3,25
48,83	-4,21
48,88	-5,00
48,93	-5,77
48,98	-6,38
49,03	-6,88
49,08	-7,18
49,13	-7,36
49,18	-7,33
49,23	-7,34
49,28	-6,99
49,33	-6,55
49,38	-5,90
49,43	-5,18
49,48	-4,37
49,53	-3,51
49,58	-2,50
49,63	-1,52
49,68	-0,45
49,73	0,52
49,78	1,53
49,83	2,41
49,88	3,25
49,93	3,90
49,98	4,56
50,03	5,04
50,08	5,42
50,13	5,59
50,18	5,71
50,23	5,68
50,28	5,53
50,33	5,11
50,38	4,63
50,43	3,96
50,48	3,31
50,53	2,50
50,58	1,66
50,63	0,70
50,68	-0,21
50,73	-1,20
50,78	-2,07
50,83	-2,98
50,88	-3,77
50,93	-4,50
50,98	-5,06
51,03	-5,62
51,08	-5,97
51,13	-6,26
51,18	-6,34
51,23	-6,39
51,28	-6,31
51,33	-6,08
51,38	-5,61
51,43	-5,10
51,48	-4,47
51,53	-3,81
51,58	-2,98
51,63	-2,17
51,68	-1,27
51,73	-0,44
51,78	0,47
51,83	1,26
51,88	2,08
51,93	2,75
51,98	3,35
52,03	3,80
52,08	4,25
52,13	4,51
52,18	4,70
52,23	4,70
52,28	4,73
52,33	4,57
52,38	4,25
52,43	3,77
52,48	3,29
52,53	2,67
52,58	2,00
52,63	1,21
52,68	0,45
52,73	-0,40
52,78	-1,16
52,83	-1,98
52,88	-2,68
52,93	-3,40
52,98	-3,97
53,03	-4,51
53,08	-4,86
53,13	-5,21
53,18	-5,37
53,23	-5,47
53,28	-5,43
53,33	-5,44
53,38	-5,18
53,43	-4,83
53,48	-4,39
53,53	-3,89
53,58	-3,23
53,63	-2,59
53,68	-1,84
53,73	-1,12
53,78	-0,36
53,83	0,33
53,88	1,08
53,93	1,69
53,98	2,32
54,03	2,79
54,08	3,23
54,13	3,49
54,18	3,74
54,23	3,83
54,28	3,87
54,33	3,83
54,38	3,76
54,43	3,44
54,48	3,13
54,53	2,65
54,58	2,15
54,63	1,49
54,68	0,91
54,73	0,17
54,78	-0,47
54,83	-1,18
54,88	-1,80
54,93	-2,45
54,98	-2,98
55,03	-3,53
55,08	-3,93
55,13	-4,30
55,18	-4,50
55,23	-4,67
55,28	-4,67
55,33	-4,70
55,38	-4,64
55,43	-4,50
55,48	-4,15
55,53	-3,78
55,58	-3,27
55,63	-2,77
55,68	-2,16
55,73	-1,59
55,78	-0,94
55,83	-0,36
55,88	0,30
55,93	0,85
55,98	1,42
56,03	1,88
56,08	2,33
56,13	2,63
56,18	2,94
56,23	3,07
56,28	3,18
56,33	3,16
56,38	3,19
56,43	3,05
56,48	2,84
56,53	2,48
56,58	2,08
56,63	1,59
56,68	1,12
56,73	0,55
56,78	0,00
56,83	-0,59
56,88	-1,12
56,93	-1,70
56,98	-2,17
57,03	-2,68
57,08	-3,05
57,13	-3,44
57,18	-3,67
57,23	-3,90
57,28	-3,98
57,33	-4,07
57,38	-4,06
57,43	-4,04
57,48	-3,81
57,53	-3,55
57,58	-3,17
57,63	-2,81
57,68	-2,32
57,73	-1,87
57,78	-1,33
57,83	-0,84
57,88	-0,30
57,93	0,16
57,98	0,67
58,03	1,08
58,08	1,52
58,13	1,82
58,18	2,12
58,23	2,30
58,28	2,46
58,33	2,49
58,38	2,55
58,43	2,53
58,48	2,43
58,53	2,16
58,58	1,92
58,63	1,54
58,68	1,19
58,73	0,73
58,78	0,31
58,83	-0,18
58,88	-0,62
58,93	-1,10
58,98	-1,52
59,03	-1,97
59,08	-2,31
59,13	-2,67
59,18	-2,91
59,23	-3,16
59,28	-3,27
59,33	-3,40
59,38	-3,38
59,43	-3,42
59,48	-3,36
59,53	-3,22
59,58	-2,96
59,63	-2,69
59,68	-2,32
59,73	-1,99
59,78	-1,56
59,83	-1,17
59,88	-0,72
59,93	-0,34
59,98	0,09
60,03	0,45
60,08	0,83
60,13	1,11
60,18	1,41
60,23	1,60
60,28	1,77
60,33	1,83
60,38	1,89
60,43	1,86
60,48	1,89
60,53	1,81
60,58	1,63
60,63	1,36
60,68	1,11
60,73	0,76
60,78	0,44
60,83	0,05
60,88	-0,30
60,93	-0,69
60,98	-1,02
61,03	-1,42
61,08	-1,70
61,13	-2,03
61,18	-2,25
61,23	-2,49
61,28	-2,62
61,33	-2,76
61,38	-2,79
61,43	-2,82
61,48	-2,79
61,53	-2,81
61,58	-2,64
61,63	-2,48
61,68	-2,20
61,73	-1,96
61,78	-1,63
61,83	-1,34
61,88	-0,98
61,93	-0,67
61,98	-0,32
62,03	-0,03
62,08	0,29
62,13	0,53
62,18	0,80
62,23	0,98
62,28	1,17
62,33	1,26
62,38	1,35
62,43	1,32
62,48	1,34
62,53	1,33
62,58	1,31
62,63	1,12
62,68	0,95
62,73	0,69
62,78	0,45
62,83	0,16
62,88	-0,11
62,93	-0,43
62,98	-0,69
63,03	-0,98
63,08	-1,24
63,13	-1,51
63,18	-1,71
63,23	-1,92
63,28	-2,07
63,33	-2,19
63,38	-2,25
63,43	-2,32
63,48	-2,31
63,53	-2,33
63,58	-2,29
63,63	-2,19
63,68	-2,01
63,73	-1,82
63,78	-1,60
63,83	-1,38
63,88	-1,12
63,93	-0,87
63,98	-0,61
64,03	-0,37
64,08	-0,13
64,13	0,09
64,18	0,30
64,23	0,47
64,28	0,62
64,33	0,72
64,38	0,80
64,43	0,85
64,48	0,84
64,53	0,84
64,58	0,84
64,63	0,82
64,68	0,68
64,73	0,53
64,78	0,35
64,83	0,15
64,88	-0,06
64,93	-0,27
64,98	-0,49
65,03	-0,71
65,08	-0,92
65,13	-1,11
65,18	-1,29
65,23	-1,45
65,28	-1,59
65,33	-1,69
65,38	-1,78
65,43	-1,83
65,48	-1,84
65,53	-1,83
65,58	-1,84
65,63	-1,84
65,68	-1,77
65,73	-1,64
65,78	-1,48
65,83	-1,32
65,88	-1,15
65,93	-0,96
65,98	-0,78
66,03	-0,59
66,08	-0,42
66,13	-0,24
66,18	-0,10
66,23	0,06
66,28	0,18
66,33	0,29
66,38	0,35
66,43	0,40
66,48	0,40
66,53	0,41
66,58	0,41
66,63	0,41
66,68	0,39
66,73	0,33
66,78	0,18
66,83	0,06
66,88	-0,08
66,93	-0,22
66,98	-0,39
67,03	-0,53
67,08	-0,68
67,13	-0,81
67,18	-0,97
67,23	-1,08
67,28	-1,19
67,33	-1,27
67,38	-1,36
67,43	-1,39
67,48	-1,42
67,53	-1,40
67,58	-1,42
67,63	-1,40
67,68	-1,42
67,73	-1,38
67,78	-1,31
67,83	-1,18
67,88	-1,09
67,93	-0,95
67,98	-0,83
68,03	-0,69
68,08	-0,59
68,13	-0,45
68,18	-0,36
68,23	-0,23
68,28	-0,17
68,33	-0,08
68,38	-0,02
68,43	0,04
68,48	0,03
68,53	0,07
68,58	0,03
68,63	0,06
68,68	0,03
68,73	0,06
68,78	-0,02
68,83	-0,09
68,88	-0,19
68,93	-0,28
68,98	-0,41
69,03	-0,47
69,08	-0,59
69,13	-0,64
69,18	-0,75
69,23	-0,82
69,28	-0,90
69,33	-0,93
69,38	-1,02
69,43	-1,03
69,48	-1,07
69,53	-1,03
69,58	-1,06
69,63	-1,04
69,68	-1,06
69,73	-1,03
69,78	-1,06
69,83	-1,00
69,88	-0,96
69,93	-0,86
69,98	-0,81
70,03	-0,70
70,08	-0,66
70,13	-0,58
70,18	-0,54
70,23	-0,44
70,28	-0,42
70,33	-0,36
70,38	-0,35
70,43	-0,29
70,48	-0,29
70,53	-0,25
70,58	-0,27
70,63	-0,25
70,68	-0,28
70,73	-0,26
70,78	-0,29
70,83	-0,25
70,88	-0,31
70,93	-0,32
70,98	-0,41
71,03	-0,42
71,08	-0,51
71,13	-0,54
71,18	-0,62
71,23	-0,60
71,28	-0,69
71,33	-0,67
71,38	-0,75
71,43	-0,72
71,48	-0,75
71,53	-0,77
71,58	-0,82
71,63	-0,79
71,68	-0,82
71,73	-0,78
71,78	-0,83
71,83	-0,78
71,88	-0,81
71,93	-0,79
71,98	-0,81
72,03	-0,72
72,08	-0,71
72,13	-0,66
72,18	-0,67
72,23	-0,60
72,28	-0,64
72,33	-0,54
72,38	-0,59
72,43	-0,55
72,48	-0,59
72,53	-0,51
72,58	-0,52
72,63	-0,49
72,68	-0,52
72,73	-0,48
72,78	-0,53
72,83	-0,49
72,88	-0,52
72,93	-0,49
72,98	-0,52
73,03	-0,49
73,08	-0,53
73,13	-0,48
73,18	-0,53
73,23	-0,48
73,28	-0,53
73,33	-0,48
73,38	-0,52
73,43	-0,49
73,48	-0,53
73,53	-0,49
73,58	-0,53
73,63	-0,49
73,68	-0,53
73,73	-0,49
73,78	-0,53
73,83	-0,48
73,88	-0,53
73,93	-0,48
73,98	-0,53
74,03	-0,49
74,08	-0,53
74,13	-0,49
74,18	-0,53
74,23	-0,48
74,28	-0,53
74,33	-0,48
74,38	-0,53
74,43	-0,49
74,48	-0,52
74,53	-0,49
74,58	-0,53
74,63	-0,48
74,68	-0,53
74,73	-0,49
74,78	-0,53
74,83	-0,49
74,88	-0,53
74,93	-0,49
74,98	-0,52
75,03	-0,49
75,08	-0,52
75,13	-0,49
75,18	-0,53
75,23	-0,49
75,28	-0,53
75,33	-0,49
75,38	-0,53
75,43	-0,48
75,48	-0,52
75,53	-0,49
75,58	-0,53
75,63	-0,49
75,68	-0,53
75,73	-0,49
75,78	-0,52
75,83	-0,48
75,88	-0,52
75,93	-0,49
75,98	-0,52
76,03	-0,48
76,08	-0,53
76,13	-0,49
76,18	-0,53
76,23	-0,49
76,28	-0,52
76,33	-0,49
76,38	-0,52
76,43	-0,48
76,48	-0,52
76,53	-0,50
