t / s	&j / arb.u.
27,73	-0,18
27,78	-0,35
27,83	-0,47
27,88	-0,61
27,93	-0,73
27,98	-0,86
28,03	-0,94
28,08	-1,08
28,13	-1,11
28,18	-1,21
28,23	-1,21
28,28	-1,29
28,33	-1,27
28,38	-1,31
28,43	-1,28
28,48	-1,31
28,53	-1,25
28,58	-1,23
28,63	-1,12
28,68	-1,06
28,73	-0,93
28,78	-0,85
28,83	-0,75
28,88	-0,67
28,93	-0,57
28,98	-0,51
29,03	-0,40
29,08	-0,38
29,13	-0,29
29,18	-0,28
29,23	-0,21
29,28	-0,23
29,33	-0,19
29,38	-0,22
29,43	-0,19
29,48	-0,22
29,53	-0,18
29,58	-0,22
29,63	-0,19
29,68	-0,29
29,73	-0,31
29,78	-0,40
29,83	-0,42
29,88	-0,51
29,93	-0,55
29,98	-0,61
30,03	-0,64
30,08	-0,70
30,13	-0,71
30,18	-0,75
30,23	-0,72
30,28	-0,76
30,33	-0,76
30,38	-0,82
30,43	-0,78
30,48	-0,82
30,53	-0,79
30,58	-0,82
30,63	-0,78
30,68	-0,82
30,73	-0,79
30,78	-0,75
30,83	-0,71
30,88	-0,69
30,93	-0,65
30,98	-0,63
31,03	-0,60
31,08	-0,64
31,13	-0,57
31,18	-0,58
31,23	-0,56
31,28	-0,59
31,33	-0,54
31,38	-0,58
31,43	-0,55
31,48	-0,59
31,53	-0,54
31,58	-0,59
31,63	-0,55
31,68	-0,58
31,73	-0,55
31,78	-0,59
31,83	-0,55
31,88	-0,59
31,93	-0,55
31,98	-0,59
32,03	-0,55
32,08	-0,58
32,13	-0,55
32,18	-0,59
32,23	-0,55
32,28	-0,59
32,33	-0,55
32,38	-0,58
32,43	-0,54
32,48	-0,59
32,53	-0,55
32,58	-0,59
32,63	-0,54
32,68	-0,59
32,73	-0,55
32,78	-0,59
32,83	-0,54
32,88	-0,59
32,93	-0,55
32,98	-0,60
33,03	-0,55
33,08	-0,59
33,13	-0,54
33,18	-0,59
33,23	-0,55
33,28	-0,58
33,33	-0,55
33,38	-0,59
33,43	-0,55
33,48	-0,59
33,53	-0,55
33,58	-0,58
33,63	-0,55
33,68	-0,59
33,73	-0,55
33,78	-0,57
33,83	-0,55
33,88	-0,59
33,93	-0,54
33,98	-0,58
34,03	-0,55
34,08	-0,59
34,13	-0,55
34,18	-0,59
34,23	-0,55
34,28	-0,59
34,33	-0,55
34,38	-0,59
34,43	-0,55
34,48	-0,59
34,53	-0,55
34,58	-0,58
34,63	-0,55
34,68	-0,58
34,73	-0,55
34,78	-0,58
34,83	-0,55
34,88	-0,58
34,93	-0,55
34,98	-0,59
35,03	-0,55
35,08	-0,59
35,13	-0,55
35,18	-0,60
35,23	-0,55
35,28	-0,58
35,33	-0,55
35,38	-0,59
35,43	-0,55
35,48	-0,59
35,53	-0,54
35,58	-0,58
35,63	-0,55
35,68	-0,58
35,73	-0,55
35,78	-0,59
35,83	-0,54
35,88	-0,59
35,93	-0,55
35,98	-0,58
36,03	-0,55
36,08	-0,59
36,13	-0,54
36,18	-0,59
36,23	-0,55
36,28	-0,58
36,33	-0,54
36,38	-0,59
36,43	-0,55
36,48	-0,59
36,53	-0,55
36,58	-0,58
36,63	-0,54
36,68	-0,59
36,73	-0,56
36,78	-0,58
36,83	-0,55
36,88	-0,59
36,93	-0,55
36,98	-0,59
37,03	-0,55
37,08	-0,59
37,13	-0,54
37,18	-0,57
37,23	-0,55
37,28	-0,59
37,33	-0,54
37,38	-0,59
37,43	-0,55
37,48	-0,58
37,53	-0,55
37,58	-0,58
37,63	-0,55
37,68	-0,59
37,73	-0,55
37,78	-0,58
37,83	-0,56
37,88	-0,58
37,93	-0,55
37,98	-0,59
38,03	-0,55
38,08	-0,58
38,13	-0,55
38,18	-0,58
38,23	-0,56
38,28	-0,58
38,33	-0,55
38,38	-0,58
38,43	-0,55
38,48	-0,58
38,53	-0,55
38,58	-0,59
38,63	-0,55
38,68	-0,58
38,73	-0,56
38,78	-0,59
38,83	-0,55
38,88	-0,59
38,93	-0,55
38,98	-0,58
39,03	-0,55
39,08	-0,58
39,13	-0,55
39,18	-0,58
39,23	-0,55
39,28	-0,59
39,33	-0,55
39,38	-0,58
39,43	-0,55
39,48	-0,58
39,53	-0,55
39,58	-0,58
39,63	-0,55
39,68	-0,59
39,73	-0,55
39,78	-0,58
39,83	-0,55
39,88	-0,59
39,93	-0,56
39,98	-0,58
40,03	-0,55
40,08	-0,58
40,13	-0,55
40,18	-0,59
40,23	-0,55
40,28	-0,58
40,33	-0,55
40,38	-0,58
40,43	-0,55
40,48	-0,58
40,53	-0,55
40,58	-0,58
40,63	-0,55
40,68	-0,58
40,73	-0,55
40,78	-0,58
40,83	-0,55
40,88	-0,58
40,93	-0,55
40,98	-0,58
41,03	-0,55
41,08	-0,58
41,13	-0,55
41,18	-0,58
41,23	-0,55
41,28	-0,58
41,33	-0,55
41,38	-0,58
41,43	-0,56
41,48	-0,58
41,53	-0,56
41,58	-0,57
41,63	-0,55
41,68	-0,57
41,73	-0,55
41,78	-0,57
41,83	-0,54
41,88	-0,57
41,93	-0,56
41,98	-0,57
42,03	-0,55
42,08	-0,58
42,13	-0,56
42,18	-0,57
42,23	-0,56
42,28	-0,58
42,33	-0,56
42,38	-0,57
42,43	-0,56
42,48	-0,57
42,53	-0,56
42,58	-0,57
42,63	-0,56
42,68	-0,58
42,73	-0,55
42,78	-0,57
42,83	-0,56
42,88	-0,57
42,93	-0,56
42,98	-0,57
43,03	-0,57
43,08	-0,57
43,13	-0,56
43,18	-0,57
43,23	-0,56
43,28	-0,57
43,33	-0,56
43,38	-0,57
43,43	-0,57
43,48	-0,56
43,53	-0,57
43,58	-0,57
43,63	-0,55
43,68	-0,57
43,73	-0,56
43,78	-0,57
43,83	-0,57
43,88	-0,57
43,93	-0,56
43,98	-0,57
44,03	-0,56
44,08	-0,57
44,13	-0,56
44,18	-0,57
44,23	-0,57
44,28	-0,57
44,33	-0,57
44,38	-0,57
44,43	-0,57
44,48	-0,56
44,53	-0,57
44,58	-0,57
44,63	-0,57
44,68	-0,57
44,73	-0,57
44,78	-0,56
44,83	-0,57
44,88	-0,57
44,93	-0,57
44,98	-0,56
45,03	-0,57
45,08	-0,56
45,13	-0,57
45,18	-0,57
45,23	-0,57
45,28	-0,57
45,33	-0,57
45,38	-0,56
45,43	-0,57
45,48	-0,56
45,53	-0,58
45,58	-0,57
45,63	-0,58
45,68	-0,56
45,73	-0,56
45,78	-0,55
45,83	-0,57
45,88	-0,56
45,93	-0,57
45,98	-0,56
46,03	-0,57
46,08	-0,56
46,13	-0,57
46,18	-0,56
46,23	-0,57
46,28	-0,55
46,33	-0,57
46,38	-0,56
46,43	-0,57
46,48	-0,56
46,53	-0,58
46,58	-0,55
46,63	-0,58
46,68	-0,56
46,73	-0,57
46,78	-0,56
46,83	-0,57
46,88	-0,56
46,93	-0,58
46,98	-0,55
47,03	-0,57
47,08	-0,55
47,13	-0,58
47,18	-0,56
47,23	-0,58
47,28	-0,56
47,33	-0,58
47,38	-0,56
47,43	-0,58
47,48	-0,55
47,53	-0,58
47,58	-0,55
47,63	-0,58
47,68	-0,56
47,73	-0,58
47,78	-0,55
47,83	-0,59
47,88	-0,55
47,93	-0,58
47,98	-0,56
48,03	-0,59
48,08	-0,55
48,13	-0,58
48,18	-0,56
48,23	-0,58
48,28	-0,55
48,33	-0,57
48,38	-0,55
48,43	-0,58
48,48	-0,55
48,53	-0,58
48,58	-0,55
48,63	-0,58
48,68	-0,56
48,73	-0,58
48,78	-0,55
48,83	-0,58
48,88	-0,55
48,93	-0,59
48,98	-0,55
49,03	-0,58
49,08	-0,56
49,13	-0,58
49,18	-0,55
49,23	-0,58
49,28	-0,54
49,33	-0,59
49,38	-0,55
49,43	-0,58
49,48	-0,55
49,53	-0,59
49,58	-0,55
49,63	-0,58
49,68	-0,55
49,73	-0,59
49,78	-0,54
49,83	-0,58
49,88	-0,55
49,93	-0,59
49,98	-0,55
50,03	-0,59
50,08	-0,54
50,13	-0,58
50,18	-0,55
50,23	-0,59
50,28	-0,56
50,33	-0,58
50,38	-0,55
50,43	-0,58
50,48	-0,55
50,53	-0,58
50,58	-0,54
50,63	-0,58
50,68	-0,55
50,73	-0,59
50,78	-0,55
50,83	-0,59
50,88	-0,55
50,93	-0,58
50,98	-0,55
51,03	-0,57
51,08	-0,55
51,13	-0,58
51,18	-0,55
51,23	-0,58
51,28	-0,54
51,33	-0,59
51,38	-0,55
51,43	-0,58
51,48	-0,55
51,53	-0,59
51,58	-0,55
51,63	-0,59
51,68	-0,54
51,73	-0,58
51,78	-0,55
51,83	-0,58
51,88	-0,55
51,93	-0,59
51,98	-0,55
52,03	-0,59
52,08	-0,55
52,13	-0,59
52,18	-0,55
52,23	-0,59
52,28	-0,54
52,33	-0,59
52,38	-0,55
52,43	-0,59
52,48	-0,54
52,53	-0,59
52,58	-0,55
52,63	-0,59
52,68	-0,56
52,73	-0,58
52,78	-0,54
52,83	-0,59
52,88	-0,54
52,93	-0,58
52,98	-0,56
53,03	-0,59
53,08	-0,54
53,13	-0,59
53,18	-0,55
53,23	-0,58
53,28	-0,55
53,33	-0,59
53,38	-0,55
53,43	-0,59
53,48	-0,55
53,53	-0,59
53,58	-0,55
53,63	-0,58
53,68	-0,55
53,73	-0,59
53,78	-0,55
53,83	-0,59
53,88	-0,55
53,93	-0,59
53,98	-0,55
54,03	-0,59
54,08	-0,55
54,13	-0,59
54,18	-0,54
54,23	-0,58
54,28	-0,54
54,33	-0,59
54,38	-0,55
54,43	-0,58
54,48	-0,55
54,53	-0,59
54,58	-0,55
54,63	-0,60
54,68	-0,55
54,73	-0,59
54,78	-0,55
54,83	-0,59
54,88	-0,56
54,93	-0,59
54,98	-0,55
55,03	-0,58
55,08	-0,55
55,13	-0,59
55,18	-0,55
55,23	-0,58
55,28	-0,55
55,33	-0,59
55,38	-0,55
55,43	-0,58
55,48	-0,55
55,53	-0,58
55,58	-0,55
55,63	-0,58
55,68	-0,54
55,73	-0,59
55,78	-0,56
55,83	-0,59
55,88	-0,55
55,93	-0,59
55,98	-0,54
56,03	-0,58
56,08	-0,55
56,13	-0,58
56,18	-0,55
56,23	-0,58
56,28	-0,55
56,33	-0,59
56,38	-0,56
56,43	-0,58
56,48	-0,56
56,53	-0,59
56,58	-0,55
56,63	-0,58
56,68	-0,56
56,73	-0,59
56,78	-0,55
56,83	-0,59
56,88	-0,55
56,93	-0,58
56,98	-0,55
57,03	-0,58
57,08	-0,55
57,13	-0,58
57,18	-0,55
57,23	-0,58
57,28	-0,54
57,33	-0,59
57,38	-0,55
57,43	-0,58
57,48	-0,55
57,53	-0,58
57,58	-0,55
57,63	-0,59
57,68	-0,56
57,73	-0,59
57,78	-0,55
57,83	-0,58
57,88	-0,56
57,93	-0,59
57,98	-0,55
58,03	-0,58
58,08	-0,56
58,13	-0,58
58,18	-0,55
58,23	-0,59
58,28	-0,55
58,33	-0,59
58,38	-0,56
58,43	-0,58
58,48	-0,55
58,53	-0,58
58,58	-0,55
58,63	-0,59
58,68	-0,55
58,73	-0,59
58,78	-0,56
58,83	-0,58
58,88	-0,55
58,93	-0,58
58,98	-0,55
59,03	-0,58
59,08	-0,56
59,13	-0,59
59,18	-0,56
59,23	-0,59
59,28	-0,55
59,33	-0,58
59,38	-0,55
59,43	-0,59
59,48	-0,55
59,53	-0,58
59,58	-0,56
59,63	-0,58
59,68	-0,55
59,73	-0,58
59,78	-0,56
59,83	-0,58
59,88	-0,55
59,93	-0,58
59,98	-0,56
60,03	-0,58
60,08	-0,56
60,13	-0,58
60,18	-0,55
60,23	-0,58
60,28	-0,55
60,33	-0,59
60,38	-0,55
60,43	-0,57
60,48	-0,55
60,53	-0,58
60,58	-0,56
60,63	-0,58
60,68	-0,56
60,73	-0,58
60,78	-0,56
60,83	-0,57
60,88	-0,56
60,93	-0,57
60,98	-0,56
61,03	-0,57
61,08	-0,55
61,13	-0,57
61,18	-0,57
61,23	-0,57
61,28	-0,56
61,33	-0,58
