t / s	U_A1 / V	U_B1 / V
14,4	2,354	0,231
14,5	2,367	0,218
14,6	2,372	0,221
14,7	2,352	0,246
14,8	2,324	0,290
14,9	2,282	0,341
15,0	2,235	0,408
15,1	2,184	0,468
15,2	2,144	0,521
15,3	2,109	0,560
15,4	2,090	0,585
15,5	2,084	0,588
15,6	2,094	0,570
15,7	2,121	0,537
15,8	2,159	0,483
15,9	2,207	0,423
16,0	2,253	0,365
16,1	2,300	0,305
16,2	2,339	0,257
16,3	2,360	0,225
16,4	2,372	0,210
16,5	2,366	0,225
16,6	2,348	0,254
16,7	2,313	0,296
16,8	2,264	0,350
16,9	2,216	0,414
17,0	2,171	0,477
17,1	2,132	0,528
17,2	2,103	0,563
17,3	2,085	0,582
17,4	2,087	0,585
17,5	2,102	0,566
17,6	2,133	0,531
17,7	2,175	0,474
17,8	2,222	0,414
17,9	2,273	0,356
18,0	2,315	0,297
18,1	2,351	0,255
18,2	2,367	0,227
18,3	2,373	0,218
18,4	2,363	0,227
18,5	2,337	0,260
18,6	2,297	0,309
18,7	2,252	0,360
18,8	2,202	0,423
18,9	2,157	0,483
19,0	2,118	0,530
19,1	2,090	0,570
19,2	2,078	0,584
19,3	2,088	0,581
19,4	2,105	0,560
19,5	2,141	0,519
19,6	2,186	0,467
19,7	2,238	0,404
19,8	2,283	0,345
19,9	2,325	0,294
20,0	2,358	0,249
20,1	2,373	0,225
20,2	2,376	0,219
20,3	2,357	0,231
20,4	2,327	0,266
20,5	2,286	0,315
20,6	2,237	0,369
20,7	2,186	0,431
20,8	2,144	0,485
20,9	2,108	0,537
21,0	2,084	0,570
21,1	2,075	0,581
21,2	2,090	0,576
21,3	2,112	0,552
21,4	2,154	0,509
21,5	2,199	0,456
21,6	2,252	0,396
21,7	2,304	0,336
21,8	2,343	0,287
21,9	2,372	0,249
22,0	2,384	0,228
22,1	2,376	0,222
22,2	2,352	0,239
22,3	2,316	0,278
22,4	2,270	0,327
22,5	2,220	0,381
22,6	2,172	0,438
22,7	2,126	0,497
22,8	2,094	0,539
22,9	2,076	0,567
23,0	2,075	0,576
23,1	2,090	0,569
23,2	2,121	0,543
23,3	2,163	0,498
23,4	2,213	0,444
23,5	2,265	0,386
23,6	2,312	0,332
23,7	2,355	0,281
23,8	2,376	0,246
23,9	2,388	0,230
24,0	2,376	0,231
24,1	2,351	0,249
24,2	2,307	0,287
24,3	2,259	0,335
24,4	2,208	0,392
24,5	2,157	0,447
24,6	2,112	0,497
24,7	2,082	0,539
24,8	2,067	0,563
24,9	2,070	0,575
25,0	2,088	0,561
25,1	2,124	0,530
25,2	2,171	0,483
25,3	2,223	0,429
25,4	2,279	0,375
25,5	2,328	0,324
25,6	2,364	0,278
25,7	2,391	0,245
25,8	2,394	0,228
25,9	2,379	0,234
26,0	2,348	0,260
26,1	2,304	0,299
26,2	2,250	0,348
26,3	2,193	0,404
26,4	2,144	0,459
26,5	2,100	0,507
26,6	2,075	0,543
26,7	2,063	0,566
26,8	2,069	0,567
26,9	2,094	0,551
27,0	2,133	0,518
27,1	2,189	0,471
27,2	2,243	0,420
27,3	2,295	0,365
27,4	2,345	0,315
27,5	2,378	0,276
27,6	2,394	0,246
27,7	2,394	0,239
27,8	2,375	0,246
27,9	2,342	0,272
28,0	2,292	0,311
28,1	2,237	0,360
28,2	2,181	0,416
28,3	2,129	0,470
28,4	2,090	0,512
28,5	2,064	0,543
28,6	2,055	0,563
28,7	2,069	0,560
28,8	2,094	0,537
28,9	2,139	0,506
29,0	2,195	0,458
29,1	2,250	0,407
29,2	2,307	0,353
29,3	2,354	0,306
29,4	2,387	0,270
29,5	2,402	0,249
29,6	2,397	0,240
29,7	2,376	0,255
29,8	2,337	0,282
29,9	2,294	0,323
30,0	2,231	0,374
30,1	2,171	0,431
30,2	2,118	0,480
30,3	2,079	0,519
30,4	2,058	0,546
30,5	2,055	0,557
30,6	2,066	0,552
30,7	2,097	0,531
30,8	2,144	0,492
30,9	2,201	0,441
31,0	2,262	0,395
31,1	2,316	0,344
31,2	2,360	0,302
31,3	2,393	0,267
31,4	2,409	0,249
31,5	2,397	0,252
31,6	2,373	0,264
31,7	2,330	0,297
31,8	2,277	0,342
31,9	2,217	0,393
32,0	2,160	0,441
32,1	2,108	0,491
32,2	2,069	0,527
32,3	2,051	0,545
32,4	2,052	0,551
32,5	2,070	0,545
32,6	2,100	0,516
32,7	2,151	0,479
32,8	2,210	0,428
32,9	2,270	0,378
33,0	2,322	0,333
33,1	2,369	0,294
33,2	2,399	0,264
33,3	2,411	0,251
33,4	2,400	0,255
33,5	2,366	0,276
33,6	2,324	0,312
33,7	2,270	0,354
33,8	2,208	0,404
33,9	2,148	0,453
34,0	2,099	0,494
34,1	2,063	0,528
34,2	2,045	0,548
34,3	2,048	0,548
34,4	2,069	0,530
34,5	2,109	0,503
34,6	2,163	0,461
34,7	2,222	0,413
34,8	2,283	0,366
34,9	2,337	0,320
35,0	2,376	0,284
35,1	2,402	0,260
35,2	2,412	0,252
35,3	2,397	0,263
35,4	2,364	0,285
35,5	2,315	0,327
35,6	2,255	0,374
35,7	2,193	0,420
35,8	2,142	0,465
35,9	2,096	0,504
36,0	2,063	0,531
36,1	2,040	0,546
36,2	2,046	0,542
36,3	2,073	0,522
36,4	2,115	0,491
36,5	2,168	0,449
36,6	2,228	0,398
36,7	2,286	0,348
36,8	2,342	0,308
36,9	2,387	0,276
37,0	2,409	0,260
37,1	2,409	0,257
37,2	2,391	0,269
37,3	2,355	0,300
37,4	2,307	0,339
37,5	2,247	0,387
37,6	2,187	0,435
37,7	2,130	0,482
37,8	2,082	0,516
37,9	2,052	0,536
38,0	2,043	0,546
38,1	2,048	0,537
38,2	2,075	0,516
38,3	2,120	0,479
38,4	2,177	0,432
38,5	2,238	0,381
38,6	2,298	0,335
38,7	2,349	0,299
38,8	2,388	0,269
38,9	2,409	0,255
39,0	2,412	0,257
39,1	2,390	0,278
39,2	2,351	0,309
39,3	2,304	0,353
39,4	2,243	0,404
39,5	2,178	0,449
39,6	2,126	0,489
39,7	2,079	0,525
39,8	2,051	0,543
39,9	2,042	0,548
40,0	2,054	0,528
40,1	2,084	0,503
40,2	2,130	0,461
40,3	2,186	0,411
40,4	2,246	0,365
40,5	2,307	0,320
40,6	2,355	0,285
40,7	2,393	0,261
40,8	2,411	0,255
40,9	2,409	0,260
41,0	2,388	0,287
41,1	2,348	0,327
41,2	2,295	0,368
41,3	2,235	0,419
41,4	2,175	0,464
41,5	2,121	0,504
41,6	2,079	0,531
41,7	2,051	0,545
41,8	2,043	0,545
41,9	2,058	0,525
42,0	2,091	0,492
42,1	2,141	0,450
42,2	2,196	0,404
42,3	2,256	0,350
42,4	2,315	0,306
42,5	2,363	0,276
42,6	2,396	0,258
42,7	2,409	0,257
42,8	2,408	0,272
42,9	2,378	0,297
43,0	2,337	0,339
43,1	2,282	0,387
43,2	2,222	0,434
43,3	2,165	0,480
43,4	2,114	0,522
43,5	2,073	0,543
43,6	2,051	0,552
43,7	2,046	0,542
43,8	2,064	0,521
43,9	2,097	0,482
44,0	2,145	0,437
44,1	2,204	0,386
44,2	2,262	0,336
44,3	2,322	0,297
44,4	2,367	0,267
44,5	2,399	0,254
44,6	2,408	0,252
44,7	2,400	0,272
44,8	2,373	0,305
44,9	2,330	0,351
45,0	2,273	0,401
45,1	2,216	0,452
45,2	2,159	0,495
45,3	2,108	0,530
45,4	2,069	0,552
45,5	2,051	0,555
45,6	2,052	0,540
45,7	2,072	0,510
45,8	2,112	0,471
45,9	2,159	0,423
46,0	2,214	0,374
46,1	2,274	0,326
46,2	2,325	0,285
46,3	2,370	0,258
46,4	2,396	0,246
46,5	2,400	0,257
46,6	2,390	0,276
46,7	2,363	0,318
46,8	2,319	0,365
46,9	2,265	0,416
47,0	2,208	0,464
47,1	2,154	0,512
47,2	2,102	0,542
47,3	2,072	0,555
47,4	2,054	0,558
47,5	2,055	0,540
47,6	2,078	0,507
47,7	2,115	0,464
47,8	2,168	0,413
47,9	2,225	0,359
48,0	2,282	0,308
48,1	2,330	0,275
48,2	2,370	0,251
48,3	2,396	0,243
48,4	2,400	0,255
48,5	2,385	0,282
48,6	2,352	0,327
48,7	2,309	0,375
48,8	2,255	0,428
48,9	2,198	0,477
49,0	2,145	0,521
49,1	2,097	0,557
49,2	2,075	0,567
49,3	2,061	0,558
49,4	2,070	0,536
49,5	2,094	0,497
49,6	2,132	0,449
49,7	2,180	0,399
49,8	2,235	0,344
49,9	2,292	0,297
50,0	2,337	0,260
50,1	2,375	0,239
50,2	2,396	0,239
50,3	2,396	0,254
50,4	2,379	0,287
50,5	2,343	0,333
50,6	2,295	0,387
50,7	2,243	0,437
50,8	2,189	0,491
50,9	2,136	0,531
51,0	2,097	0,558
51,1	2,069	0,567
51,2	2,064	0,564
51,3	2,075	0,534
51,4	2,100	0,492
51,5	2,144	0,438
51,6	2,193	0,384
51,7	2,244	0,330
51,8	2,301	0,287
51,9	2,342	0,252
52,0	2,375	0,233
52,1	2,387	0,236
52,2	2,382	0,258
52,3	2,363	0,293
52,4	2,327	0,341
52,5	2,283	0,398
52,6	2,231	0,456
52,7	2,180	0,506
52,8	2,129	0,548
52,9	2,093	0,569
53,0	2,073	0,570
53,1	2,069	0,561
53,2	2,084	0,531
53,3	2,112	0,485
53,4	2,157	0,434
53,5	2,207	0,375
53,6	2,259	0,318
53,7	2,312	0,276
53,8	2,348	0,245
53,9	2,376	0,234
54,0	2,388	0,237
54,1	2,378	0,258
54,2	2,352	0,296
54,3	2,313	0,348
54,4	2,267	0,407
54,5	2,217	0,465
54,6	2,169	0,515
54,7	2,126	0,555
54,8	2,091	0,573
54,9	2,078	0,576
55,0	2,076	0,563
55,1	2,094	0,530
55,2	2,127	0,477
55,3	2,172	0,423
55,4	2,223	0,362
55,5	2,273	0,309
55,6	2,319	0,264
55,7	2,351	0,236
55,8	2,375	0,224
55,9	2,382	0,234
56,0	2,372	0,261
56,1	2,340	0,306
56,2	2,300	0,360
56,3	2,253	0,417
56,4	2,202	0,476
56,5	2,154	0,525
56,6	2,114	0,561
56,7	2,091	0,582
56,8	2,079	0,581
56,9	2,084	0,561
57,0	2,106	0,524
57,1	2,142	0,473
57,2	2,186	0,413
57,3	2,237	0,354
57,4	2,286	0,302
57,5	2,327	0,258
57,6	2,360	0,234
57,7	2,376	0,224
57,8	2,375	0,236
57,9	2,360	0,269
58,0	2,327	0,312
58,1	2,286	0,368
58,2	2,241	0,423
58,3	2,193	0,486
58,4	2,144	0,534
58,5	2,111	0,566
58,6	2,087	0,584
58,7	2,082	0,579
58,8	2,091	0,557
58,9	2,118	0,518
59,0	2,159	0,465
59,1	2,207	0,402
59,2	2,253	0,344
59,3	2,297	0,291
59,4	2,336	0,246
59,5	2,360	0,224
59,6	2,370	0,219
59,7	2,367	0,234
59,8	2,346	0,272
59,9	2,313	0,321
60,0	2,270	0,378
