t / s	U_A1 / V	U_B1 / V
41,4	2,333	0,476
41,5	2,429	0,572
41,6	2,510	0,644
41,7	2,556	0,689
41,8	2,573	0,699
41,9	2,559	0,677
42,0	2,516	0,624
42,1	2,441	0,543
42,2	2,349	0,447
42,3	2,247	0,339
42,4	2,142	0,234
42,5	2,052	0,150
42,6	1,982	0,080
42,7	1,941	0,045
42,8	1,926	0,042
42,9	1,950	0,072
43,0	2,006	0,135
43,1	2,081	0,219
43,2	2,177	0,320
43,3	2,280	0,423
43,4	2,379	0,524
43,5	2,469	0,612
43,6	2,534	0,674
43,7	2,570	0,702
43,8	2,576	0,695
43,9	2,543	0,656
44,0	2,483	0,587
44,1	2,402	0,498
44,2	2,304	0,399
44,3	2,199	0,291
44,4	2,102	0,191
44,5	2,018	0,113
44,6	1,961	0,057
44,7	1,929	0,042
44,8	1,932	0,054
44,9	1,968	0,098
45,0	2,036	0,171
45,1	2,124	0,266
45,2	2,220	0,366
45,3	2,324	0,473
45,4	2,418	0,567
45,5	2,499	0,641
45,6	2,555	0,689
45,7	2,573	0,701
45,8	2,568	0,684
45,9	2,525	0,629
46,0	2,450	0,548
46,1	2,355	0,450
46,2	2,258	0,345
46,3	2,159	0,242
46,4	2,066	0,156
46,5	1,989	0,087
46,6	1,944	0,048
46,7	1,931	0,045
46,8	1,944	0,072
46,9	1,997	0,131
47,0	2,073	0,213
47,1	2,165	0,314
47,2	2,267	0,423
47,3	2,372	0,521
47,4	2,459	0,608
47,5	2,529	0,666
47,6	2,570	0,693
47,7	2,577	0,693
47,8	2,552	0,657
47,9	2,496	0,594
48,0	2,415	0,507
48,1	2,318	0,404
48,2	2,211	0,297
48,3	2,114	0,203
48,4	2,027	0,123
48,5	1,962	0,066
48,6	1,931	0,044
48,7	1,929	0,053
48,8	1,968	0,095
48,9	2,028	0,170
49,0	2,109	0,261
49,1	2,211	0,365
49,2	2,310	0,468
49,3	2,412	0,561
49,4	2,493	0,636
49,5	2,550	0,683
49,6	2,576	0,699
49,7	2,568	0,678
49,8	2,531	0,630
49,9	2,462	0,551
50,0	2,373	0,456
50,1	2,268	0,353
50,2	2,162	0,251
50,3	2,070	0,162
50,4	1,997	0,096
50,5	1,946	0,051
50,6	1,926	0,044
50,7	1,944	0,071
50,8	1,988	0,126
50,9	2,060	0,209
51,0	2,154	0,305
51,1	2,256	0,411
51,2	2,357	0,513
51,3	2,450	0,600
51,4	2,522	0,660
51,5	2,568	0,690
51,6	2,577	0,692
51,7	2,558	0,659
51,8	2,504	0,597
51,9	2,426	0,509
52,0	2,325	0,411
52,1	2,225	0,305
52,2	2,124	0,209
52,3	2,036	0,128
52,4	1,968	0,074
52,5	1,932	0,047
52,6	1,926	0,054
52,7	1,959	0,096
52,8	2,019	0,165
52,9	2,102	0,255
53,0	2,199	0,356
53,1	2,304	0,458
53,2	2,403	0,554
53,3	2,484	0,627
53,4	2,549	0,678
53,5	2,580	0,696
53,6	2,577	0,680
53,7	2,535	0,632
53,8	2,471	0,557
53,9	2,382	0,464
54,0	2,282	0,363
54,1	2,180	0,263
54,2	2,082	0,170
54,3	2,004	0,099
54,4	1,950	0,060
54,5	1,926	0,051
54,6	1,938	0,074
54,7	1,983	0,128
54,8	2,054	0,201
54,9	2,145	0,299
55,0	2,247	0,402
55,1	2,349	0,507
55,2	2,445	0,593
55,3	2,519	0,654
55,4	2,567	0,686
55,5	2,580	0,689
55,6	2,561	0,659
55,7	2,508	0,600
55,8	2,436	0,518
55,9	2,342	0,416
56,0	2,235	0,312
56,1	2,129	0,218
56,2	2,037	0,135
56,3	1,973	0,077
56,4	1,935	0,047
56,5	1,926	0,054
56,6	1,953	0,093
56,7	2,007	0,159
56,8	2,091	0,249
56,9	2,189	0,348
57,0	2,294	0,449
57,1	2,393	0,546
57,2	2,480	0,623
57,3	2,544	0,671
57,4	2,579	0,690
57,5	2,579	0,677
57,6	2,544	0,633
57,7	2,483	0,561
57,8	2,391	0,470
57,9	2,292	0,368
58,0	2,189	0,269
58,1	2,093	0,177
58,2	2,009	0,107
58,3	1,950	0,065
58,4	1,926	0,051
58,5	1,935	0,078
58,6	1,974	0,125
58,7	2,043	0,203
58,8	2,136	0,291
58,9	2,243	0,399
59,0	2,348	0,492
59,1	2,441	0,581
59,2	2,519	0,647
59,3	2,567	0,680
59,4	2,582	0,690
59,5	2,568	0,662
59,6	2,520	0,603
59,7	2,445	0,521
59,8	2,348	0,426
59,9	2,243	0,324
