t / s	U_A1 / V	U_B1 / V
38,3	2,393	0,782
38,4	2,397	0,777
38,5	2,370	0,753
38,6	2,316	0,699
38,7	2,246	0,626
38,8	2,165	0,540
38,9	2,079	0,455
39,0	1,995	0,371
39,1	1,923	0,302
39,2	1,877	0,257
39,3	1,853	0,237
39,4	1,857	0,245
39,5	1,884	0,282
39,6	1,940	0,336
39,7	2,013	0,419
39,8	2,102	0,501
39,9	2,189	0,593
40,0	2,268	0,671
40,1	2,333	0,732
40,2	2,375	0,771
40,3	2,397	0,786
40,4	2,385	0,771
40,5	2,348	0,728
40,6	2,289	0,663
40,7	2,210	0,584
40,8	2,126	0,495
40,9	2,040	0,410
41,0	1,965	0,335
41,1	1,904	0,278
41,2	1,860	0,246
41,3	1,850	0,237
41,4	1,863	0,261
41,5	1,904	0,309
41,6	1,970	0,377
41,7	2,048	0,464
41,8	2,135	0,549
41,9	2,219	0,633
42,0	2,295	0,704
42,1	2,352	0,753
42,2	2,385	0,779
42,3	2,393	0,777
42,4	2,373	0,747
42,5	2,325	0,695
42,6	2,259	0,623
42,7	2,175	0,537
42,8	2,087	0,455
42,9	2,001	0,371
43,0	1,931	0,306
43,1	1,880	0,264
43,2	1,853	0,242
43,3	1,854	0,249
43,4	1,880	0,284
43,5	1,937	0,339
43,6	2,009	0,414
43,7	2,093	0,500
43,8	2,181	0,582
43,9	2,262	0,662
44,0	2,331	0,723
44,1	2,375	0,762
44,2	2,399	0,779
44,3	2,390	0,765
44,4	2,351	0,728
44,5	2,292	0,669
44,6	2,216	0,591
44,7	2,129	0,503
44,8	2,045	0,419
44,9	1,965	0,341
45,0	1,899	0,288
45,1	1,857	0,248
45,2	1,848	0,240
45,3	1,862	0,258
45,4	1,905	0,300
45,5	1,970	0,368
45,6	2,048	0,450
45,7	2,139	0,539
45,8	2,222	0,624
45,9	2,297	0,696
46,0	2,352	0,746
46,1	2,388	0,779
46,2	2,393	0,780
46,3	2,373	0,758
46,4	2,324	0,708
46,5	2,258	0,635
46,6	2,177	0,552
46,7	2,088	0,464
46,8	2,004	0,380
46,9	1,937	0,309
47,0	1,884	0,260
47,1	1,856	0,239
47,2	1,856	0,243
47,3	1,886	0,273
47,4	1,935	0,332
47,5	2,003	0,405
47,6	2,085	0,494
47,7	2,171	0,578
47,8	2,256	0,660
47,9	2,322	0,728
48,0	2,369	0,768
48,1	2,394	0,783
48,2	2,387	0,768
48,3	2,355	0,731
48,4	2,300	0,671
48,5	2,223	0,593
48,6	2,142	0,504
48,7	2,054	0,420
48,8	1,976	0,341
48,9	1,908	0,281
49,0	1,868	0,246
49,1	1,847	0,240
49,2	1,860	0,260
49,3	1,899	0,303
49,4	1,958	0,372
49,5	2,036	0,450
49,6	2,124	0,534
49,7	2,211	0,621
49,8	2,291	0,696
49,9	2,349	0,747
50,0	2,385	0,777
50,1	2,396	0,779
50,2	2,378	0,755
50,3	2,331	0,699
50,4	2,267	0,636
50,5	2,186	0,555
50,6	2,097	0,470
50,7	2,010	0,389
50,8	1,938	0,317
50,9	1,884	0,269
51,0	1,853	0,245
51,1	1,848	0,246
51,2	1,874	0,278
51,3	1,928	0,335
51,4	1,997	0,405
51,5	2,079	0,489
51,6	2,168	0,575
51,7	2,252	0,654
51,8	2,324	0,720
51,9	2,372	0,761
52,0	2,397	0,782
52,1	2,391	0,771
52,2	2,355	0,738
52,3	2,301	0,677
52,4	2,225	0,600
52,5	2,142	0,518
52,6	2,054	0,434
52,7	1,974	0,354
52,8	1,911	0,291
52,9	1,868	0,252
53,0	1,854	0,240
53,1	1,865	0,252
53,2	1,899	0,296
53,3	1,961	0,357
53,4	2,037	0,437
53,5	2,126	0,524
53,6	2,208	0,609
53,7	2,285	0,684
53,8	2,349	0,741
53,9	2,382	0,779
54,0	2,393	0,783
54,1	2,373	0,759
54,2	2,330	0,711
54,3	2,264	0,642
54,4	2,184	0,558
54,5	2,102	0,473
54,6	2,018	0,387
54,7	1,946	0,320
54,8	1,889	0,272
54,9	1,859	0,245
55,0	1,854	0,240
55,1	1,875	0,269
55,2	1,925	0,323
55,3	1,995	0,398
55,4	2,072	0,482
55,5	2,159	0,572
55,6	2,243	0,648
55,7	2,313	0,717
55,8	2,367	0,764
55,9	2,387	0,782
56,0	2,382	0,774
56,1	2,358	0,737
56,2	2,307	0,681
56,3	2,234	0,606
56,4	2,153	0,518
56,5	2,066	0,429
56,6	1,985	0,353
56,7	1,917	0,294
56,8	1,875	0,252
56,9	1,853	0,242
57,0	1,862	0,260
57,1	1,895	0,300
57,2	1,950	0,362
57,3	2,030	0,441
57,4	2,112	0,522
57,5	2,204	0,608
57,6	2,282	0,681
57,7	2,345	0,734
57,8	2,384	0,764
57,9	2,396	0,771
58,0	2,384	0,756
58,1	2,343	0,710
58,2	2,274	0,642
58,3	2,195	0,566
58,4	2,109	0,482
58,5	2,019	0,395
58,6	1,947	0,329
58,7	1,890	0,275
58,8	1,854	0,245
58,9	1,848	0,243
59,0	1,874	0,272
59,1	1,920	0,321
59,2	1,988	0,390
59,3	2,069	0,473
59,4	2,159	0,558
59,5	2,243	0,639
59,6	2,315	0,707
59,7	2,364	0,756
59,8	2,391	0,779
59,9	2,388	0,773
60,0	2,360	0,743
