t / s	U_A1 / V	U_B1 / V
33,3	2,301	0,659
33,4	2,402	0,750
33,5	2,480	0,810
33,6	2,520	0,843
33,7	2,525	0,834
33,8	2,495	0,789
33,9	2,429	0,714
34,0	2,330	0,612
34,1	2,216	0,500
34,2	2,094	0,387
34,3	1,976	0,278
34,4	1,880	0,197
34,5	1,809	0,137
34,6	1,775	0,119
34,7	1,784	0,132
34,8	1,826	0,183
34,9	1,901	0,261
35,0	2,007	0,366
35,1	2,126	0,482
35,2	2,247	0,596
35,3	2,358	0,698
35,4	2,451	0,773
35,5	2,511	0,825
35,6	2,537	0,839
35,7	2,517	0,819
35,8	2,466	0,758
35,9	2,381	0,675
36,0	2,270	0,567
36,1	2,148	0,453
36,2	2,027	0,339
36,3	1,919	0,245
36,4	1,836	0,168
36,5	1,788	0,125
36,6	1,775	0,117
36,7	1,799	0,147
36,8	1,862	0,213
36,9	1,952	0,306
37,0	2,064	0,408
37,1	2,187	0,528
37,2	2,309	0,638
37,3	2,411	0,732
37,4	2,484	0,803
37,5	2,528	0,839
37,6	2,532	0,834
37,7	2,496	0,800
37,8	2,423	0,729
37,9	2,322	0,636
38,0	2,207	0,521
38,1	2,090	0,405
38,2	1,977	0,294
38,3	1,878	0,203
38,4	1,814	0,144
38,5	1,782	0,116
38,6	1,785	0,123
38,7	1,833	0,168
38,8	1,908	0,243
38,9	2,010	0,344
39,0	2,127	0,459
39,1	2,249	0,579
39,2	2,355	0,686
39,3	2,444	0,774
39,4	2,501	0,830
39,5	2,526	0,845
39,6	2,510	0,828
39,7	2,457	0,777
39,8	2,373	0,692
39,9	2,268	0,585
40,0	2,151	0,468
40,1	2,034	0,351
40,2	1,929	0,243
40,3	1,850	0,165
40,4	1,797	0,116
40,5	1,784	0,105
40,6	1,811	0,129
40,7	1,866	0,192
40,8	1,958	0,287
40,9	2,063	0,393
41,0	2,181	0,518
41,1	2,295	0,635
41,2	2,396	0,729
41,3	2,468	0,806
41,4	2,510	0,846
41,5	2,514	0,846
41,6	2,484	0,812
41,7	2,420	0,741
41,8	2,325	0,642
41,9	2,216	0,525
42,0	2,096	0,407
42,1	1,988	0,294
42,2	1,895	0,195
42,3	1,830	0,132
42,4	1,796	0,102
42,5	1,796	0,111
42,6	1,832	0,155
42,7	1,907	0,234
42,8	2,003	0,338
42,9	2,114	0,458
43,0	2,228	0,581
43,1	2,336	0,689
43,2	2,426	0,777
43,3	2,489	0,836
43,4	2,517	0,855
43,5	2,510	0,839
43,6	2,460	0,782
43,7	2,382	0,695
43,8	2,283	0,585
43,9	2,169	0,465
44,0	2,055	0,348
44,1	1,950	0,242
44,2	1,865	0,161
44,3	1,808	0,113
44,4	1,791	0,101
44,5	1,808	0,131
44,6	1,860	0,192
44,7	1,941	0,285
44,8	2,049	0,402
44,9	2,162	0,525
45,0	2,276	0,639
45,1	2,378	0,738
45,2	2,454	0,810
45,3	2,504	0,845
45,4	2,514	0,845
45,5	2,493	0,810
45,6	2,435	0,738
45,7	2,343	0,639
45,8	2,238	0,522
45,9	2,118	0,402
46,0	2,004	0,293
46,1	1,908	0,198
46,2	1,832	0,135
46,3	1,788	0,107
46,4	1,791	0,117
46,5	1,821	0,162
46,6	1,884	0,242
46,7	1,980	0,342
46,8	2,093	0,462
46,9	2,211	0,578
47,0	2,327	0,684
47,1	2,423	0,768
47,2	2,489	0,824
47,3	2,522	0,843
47,4	2,519	0,827
47,5	2,478	0,770
47,6	2,403	0,684
47,7	2,303	0,581
47,8	2,184	0,464
47,9	2,066	0,353
48,0	1,955	0,248
48,1	1,862	0,171
48,2	1,803	0,123
48,3	1,776	0,113
48,4	1,790	0,141
48,5	1,844	0,198
48,6	1,926	0,288
48,7	2,030	0,393
48,8	2,150	0,510
48,9	2,270	0,623
49,0	2,376	0,720
49,1	2,463	0,788
49,2	2,517	0,828
49,3	2,529	0,831
49,4	2,502	0,800
49,5	2,447	0,738
49,6	2,355	0,642
49,7	2,243	0,531
49,8	2,121	0,417
49,9	2,003	0,308
50,0	1,901	0,219
50,1	1,824	0,152
50,2	1,781	0,123
50,3	1,776	0,125
50,4	1,808	0,167
50,5	1,878	0,234
50,6	1,976	0,329
50,7	2,091	0,441
50,8	2,211	0,555
50,9	2,328	0,663
51,0	2,424	0,749
51,1	2,493	0,807
51,2	2,526	0,833
51,3	2,523	0,822
51,4	2,480	0,777
51,5	2,405	0,701
51,6	2,301	0,600
51,7	2,184	0,489
51,8	2,061	0,378
51,9	1,947	0,273
52,0	1,860	0,191
52,1	1,805	0,138
52,2	1,779	0,119
52,3	1,791	0,137
52,4	1,847	0,189
52,5	1,931	0,270
52,6	2,037	0,374
52,7	2,154	0,489
52,8	2,271	0,603
52,9	2,382	0,702
53,0	2,462	0,780
53,1	2,516	0,825
53,2	2,528	0,837
53,3	2,502	0,812
53,4	2,442	0,750
53,5	2,349	0,662
53,6	2,235	0,549
53,7	2,118	0,434
53,8	2,007	0,326
53,9	1,904	0,228
54,0	1,830	0,155
54,1	1,791	0,114
54,2	1,788	0,114
54,3	1,823	0,149
54,4	1,887	0,218
54,5	1,983	0,312
54,6	2,091	0,422
54,7	2,210	0,543
54,8	2,321	0,653
54,9	2,415	0,746
55,0	2,481	0,816
55,1	2,517	0,846
55,2	2,513	0,839
55,3	2,471	0,794
55,4	2,397	0,716
55,5	2,295	0,615
55,6	2,184	0,503
55,7	2,069	0,381
55,8	1,961	0,270
55,9	1,877	0,188
56,0	1,815	0,128
56,1	1,787	0,110
56,2	1,803	0,122
56,3	1,848	0,174
56,4	1,931	0,260
56,5	2,031	0,371
56,6	2,142	0,488
56,7	2,258	0,606
56,8	2,360	0,711
56,9	2,441	0,792
57,0	2,495	0,840
57,1	2,508	0,852
57,2	2,492	0,822
57,3	2,439	0,761
57,4	2,355	0,666
57,5	2,252	0,554
57,6	2,139	0,438
57,7	2,027	0,318
57,8	1,926	0,219
57,9	1,850	0,149
58,0	1,805	0,108
58,1	1,791	0,105
58,2	1,817	0,146
58,3	1,880	0,215
58,4	1,968	0,312
58,5	2,078	0,428
58,6	2,193	0,548
58,7	2,304	0,662
58,8	2,399	0,753
58,9	2,469	0,819
59,0	2,505	0,848
59,1	2,510	0,845
59,2	2,477	0,797
59,3	2,408	0,717
59,4	2,318	0,614
59,5	2,202	0,491
59,6	2,087	0,377
59,7	1,983	0,269
59,8	1,890	0,185
59,9	1,827	0,128
60,0	1,796	0,110
