t / s	U_A1 / V	U_B1 / V
13,9	2,196	0,413
14,0	2,082	0,414
14,1	1,968	0,428
14,2	1,871	0,444
14,3	1,811	0,461
14,4	1,788	0,474
14,5	1,803	0,485
14,6	1,866	0,483
14,7	1,955	0,483
14,8	2,072	0,479
14,9	2,196	0,479
15,0	2,306	0,486
15,1	2,388	0,503
15,2	2,438	0,527
15,3	2,444	0,560
15,4	2,406	0,593
15,5	2,339	0,626
15,6	2,241	0,651
15,7	2,133	0,659
15,8	2,024	0,641
15,9	1,935	0,606
16,0	1,880	0,552
16,1	1,854	0,482
16,2	1,865	0,410
16,3	1,902	0,342
16,4	1,968	0,288
16,5	2,046	0,261
16,6	2,130	0,267
16,7	2,202	0,305
16,8	2,256	0,371
16,9	2,289	0,461
17,0	2,297	0,558
17,1	2,282	0,663
17,2	2,247	0,747
17,3	2,205	0,806
17,4	2,160	0,824
17,5	2,120	0,803
17,6	2,090	0,740
17,7	2,069	0,647
17,8	2,061	0,537
17,9	2,066	0,422
18,0	2,070	0,309
18,1	2,081	0,230
18,2	2,084	0,183
18,3	2,085	0,177
18,4	2,079	0,215
18,5	2,066	0,293
18,6	2,057	0,399
18,7	2,054	0,516
18,8	2,054	0,636
18,9	2,070	0,731
19,0	2,099	0,791
19,1	2,135	0,819
19,2	2,181	0,807
19,3	2,231	0,752
19,4	2,268	0,677
19,5	2,294	0,576
19,6	2,298	0,474
19,7	2,279	0,383
19,8	2,232	0,315
19,9	2,169	0,276
20,0	2,090	0,269
20,1	2,009	0,293
20,2	1,931	0,339
20,3	1,874	0,404
20,4	1,847	0,474
20,5	1,856	0,542
20,6	1,899	0,599
20,7	1,977	0,633
20,8	2,072	0,648
20,9	2,180	0,644
21,0	2,286	0,624
21,1	2,373	0,599
21,2	2,427	0,566
21,3	2,444	0,533
21,4	2,423	0,510
21,5	2,355	0,497
21,6	2,258	0,488
21,7	2,138	0,491
21,8	2,021	0,489
21,9	1,914	0,491
22,0	1,836	0,489
22,1	1,796	0,479
22,2	1,794	0,459
22,3	1,838	0,444
22,4	1,914	0,426
22,5	2,019	0,410
22,6	2,132	0,408
22,7	2,241	0,420
22,8	2,327	0,450
22,9	2,387	0,492
23,0	2,408	0,549
23,1	2,399	0,609
23,2	2,345	0,660
23,3	2,267	0,699
23,4	2,180	0,720
23,5	2,088	0,710
23,6	2,010	0,677
23,7	1,950	0,617
23,8	1,914	0,533
23,9	1,910	0,443
24,0	1,932	0,353
24,1	1,973	0,276
24,2	2,027	0,234
24,3	2,087	0,222
24,4	2,141	0,249
24,5	2,184	0,308
24,6	2,219	0,399
24,7	2,229	0,510
24,8	2,223	0,623
24,9	2,208	0,722
25,0	2,192	0,795
25,1	2,171	0,834
25,2	2,150	0,831
25,3	2,141	0,786
25,4	2,133	0,704
25,5	2,133	0,597
25,6	2,135	0,480
25,7	2,136	0,359
25,8	2,129	0,267
25,9	2,112	0,207
26,0	2,087	0,182
26,1	2,058	0,206
26,2	2,028	0,264
26,3	2,004	0,354
26,4	1,989	0,458
26,5	1,989	0,569
26,6	2,001	0,663
26,7	2,040	0,731
26,8	2,094	0,771
26,9	2,160	0,779
27,0	2,234	0,749
27,1	2,294	0,689
27,2	2,336	0,612
27,3	2,355	0,527
27,4	2,345	0,449
27,5	2,301	0,384
27,6	2,234	0,339
27,7	2,142	0,324
27,8	2,043	0,330
27,9	1,949	0,359
28,0	1,874	0,401
28,1	1,827	0,449
28,2	1,817	0,497
28,3	1,848	0,540
28,4	1,916	0,566
28,5	2,010	0,579
28,6	2,124	0,579
28,7	2,237	0,575
28,8	2,342	0,564
28,9	2,415	0,554
29,0	2,453	0,546
29,1	2,445	0,545
29,2	2,393	0,545
29,3	2,310	0,554
29,4	2,202	0,564
29,5	2,085	0,563
29,6	1,974	0,557
29,7	1,883	0,534
29,8	1,826	0,506
29,9	1,806	0,468
30,0	1,829	0,426
30,1	1,890	0,383
30,2	1,980	0,354
30,3	2,075	0,344
30,4	2,175	0,350
30,5	2,264	0,387
30,6	2,328	0,440
30,7	2,363	0,510
30,8	2,367	0,588
30,9	2,337	0,666
31,0	2,285	0,726
31,1	2,214	0,765
31,2	2,136	0,771
31,3	2,066	0,737
31,4	2,013	0,680
31,5	1,979	0,588
31,6	1,968	0,489
31,7	1,979	0,381
31,8	1,998	0,290
31,9	2,030	0,224
32,0	2,064	0,194
32,1	2,102	0,207
32,2	2,130	0,257
32,3	2,145	0,341
32,4	2,153	0,452
32,5	2,150	0,570
32,6	2,148	0,680
32,7	2,147	0,770
32,8	2,151	0,822
32,9	2,160	0,839
33,0	2,171	0,810
33,1	2,184	0,744
33,2	2,198	0,651
33,3	2,205	0,536
33,4	2,204	0,422
33,5	2,190	0,321
33,6	2,162	0,252
33,7	2,120	0,216
33,8	2,067	0,222
33,9	2,016	0,258
34,0	1,967	0,327
34,1	1,929	0,414
34,2	1,920	0,512
34,3	1,938	0,597
34,4	1,976	0,669
34,5	2,042	0,716
34,6	2,121	0,732
34,7	2,213	0,717
34,8	2,292	0,680
34,9	2,361	0,624
35,0	2,399	0,560
35,1	2,400	0,501
35,2	2,366	0,453
35,3	2,295	0,414
35,4	2,201	0,395
35,5	2,093	0,393
35,6	1,982	0,405
35,7	1,895	0,423
35,8	1,826	0,450
35,9	1,794	0,473
36,0	1,809	0,491
36,1	1,863	0,503
36,2	1,953	0,504
36,3	2,064	0,506
36,4	2,181	0,507
36,5	2,285	0,509
36,6	2,378	0,516
36,7	2,433	0,531
36,8	2,445	0,552
36,9	2,415	0,582
37,0	2,349	0,609
37,1	2,253	0,630
37,2	2,147	0,630
37,3	2,037	0,621
37,4	1,944	0,591
37,5	1,881	0,551
37,6	1,850	0,489
37,7	1,853	0,422
37,8	1,892	0,359
37,9	1,953	0,312
38,0	2,036	0,285
38,1	2,121	0,284
38,2	2,198	0,318
38,3	2,264	0,377
38,4	2,304	0,458
38,5	2,316	0,546
38,6	2,304	0,647
38,7	2,268	0,726
38,8	2,222	0,782
38,9	2,169	0,804
39,0	2,120	0,791
39,1	2,081	0,735
39,2	2,052	0,650
39,3	2,036	0,543
39,4	2,039	0,429
39,5	2,049	0,321
39,6	2,058	0,237
39,7	2,070	0,189
39,8	2,081	0,182
39,9	2,088	0,219
40,0	2,088	0,293
40,1	2,079	0,393
40,2	2,079	0,507
40,3	2,081	0,618
40,4	2,088	0,716
40,5	2,111	0,785
40,6	2,141	0,816
40,7	2,175	0,812
40,8	2,217	0,768
40,9	2,249	0,687
41,0	2,274	0,590
41,1	2,279	0,483
41,2	2,262	0,389
41,3	2,226	0,317
41,4	2,166	0,267
41,5	2,099	0,255
41,6	2,022	0,272
41,7	1,952	0,320
41,8	1,899	0,386
41,9	1,872	0,464
42,0	1,874	0,539
42,1	1,911	0,597
42,2	1,976	0,642
42,3	2,064	0,668
42,4	2,169	0,668
42,5	2,268	0,645
42,6	2,351	0,620
42,7	2,411	0,576
42,8	2,430	0,536
42,9	2,409	0,498
43,0	2,352	0,480
43,1	2,262	0,467
43,2	2,151	0,461
43,3	2,034	0,464
43,4	1,929	0,468
43,5	1,848	0,471
43,6	1,800	0,471
43,7	1,796	0,464
43,8	1,833	0,455
43,9	1,907	0,441
44,0	2,009	0,437
44,1	2,121	0,432
44,2	2,232	0,441
44,3	2,331	0,465
44,4	2,393	0,497
44,5	2,420	0,542
44,6	2,409	0,590
44,7	2,366	0,635
44,8	2,289	0,671
44,9	2,196	0,695
45,0	2,099	0,689
45,1	2,012	0,662
45,2	1,940	0,606
45,3	1,901	0,531
45,4	1,893	0,452
45,5	1,911	0,369
45,6	1,953	0,299
45,7	2,013	0,249
45,8	2,081	0,236
45,9	2,142	0,257
46,0	2,195	0,311
46,1	2,234	0,393
46,2	2,250	0,500
46,3	2,249	0,608
46,4	2,232	0,708
46,5	2,205	0,782
46,6	2,177	0,824
46,7	2,151	0,825
46,8	2,133	0,782
46,9	2,118	0,704
47,0	2,111	0,602
47,1	2,111	0,489
47,2	2,115	0,372
47,3	2,111	0,276
47,4	2,105	0,210
47,5	2,093	0,185
47,6	2,072	0,203
47,7	2,049	0,257
47,8	2,025	0,341
47,9	2,015	0,449
48,0	2,012	0,558
48,1	2,024	0,659
48,2	2,055	0,737
48,3	2,100	0,780
48,4	2,159	0,786
48,5	2,216	0,762
48,6	2,273	0,707
48,7	2,315	0,621
48,8	2,333	0,533
48,9	2,328	0,450
49,0	2,292	0,380
49,1	2,228	0,330
49,2	2,148	0,308
49,3	2,060	0,312
49,4	1,967	0,342
49,5	1,892	0,387
49,6	1,841	0,438
49,7	1,830	0,492
49,8	1,857	0,540
49,9	1,917	0,575
50,0	2,006	0,597
50,1	2,112	0,603
50,2	2,226	0,596
50,3	2,327	0,581
50,4	2,405	0,563
50,5	2,444	0,543
50,6	2,438	0,537
50,7	2,399	0,534
50,8	2,316	0,534
50,9	2,211	0,537
51,0	2,096	0,539
51,1	1,983	0,534
51,2	1,892	0,519
51,3	1,829	0,498
51,4	1,803	0,468
51,5	1,823	0,434
51,6	1,878	0,404
51,7	1,965	0,375
51,8	2,063	0,365
51,9	2,165	0,372
52,0	2,261	0,402
52,1	2,333	0,444
52,2	2,369	0,507
52,3	2,378	0,578
52,4	2,354	0,648
52,5	2,300	0,704
52,6	2,231	0,740
52,7	2,147	0,749
52,8	2,072	0,723
52,9	2,012	0,674
53,0	1,970	0,591
53,1	1,952	0,495
53,2	1,955	0,396
53,3	1,979	0,306
53,4	2,019	0,239
53,5	2,061	0,207
53,6	2,103	0,213
53,7	2,138	0,255
53,8	2,163	0,335
53,9	2,175	0,438
54,0	2,178	0,554
54,1	2,174	0,663
54,2	2,166	0,755
54,3	2,160	0,816
54,4	2,160	0,836
54,5	2,162	0,810
54,6	2,166	0,750
54,7	2,177	0,659
54,8	2,184	0,551
54,9	2,183	0,435
55,0	2,172	0,333
55,1	2,153	0,257
55,2	2,118	0,213
55,3	2,075	0,215
55,4	2,031	0,246
55,5	1,989	0,314
55,6	1,961	0,401
55,7	1,944	0,500
55,8	1,952	0,593
55,9	1,989	0,672
56,0	2,048	0,723
56,1	2,117	0,741
56,2	2,201	0,731
56,3	2,279	0,699
56,4	2,340	0,642
56,5	2,375	0,573
56,6	2,382	0,504
56,7	2,352	0,444
56,8	2,292	0,401
56,9	2,205	0,377
57,0	2,106	0,372
57,1	2,000	0,384
57,2	1,907	0,408
57,3	1,839	0,437
57,4	1,809	0,470
57,5	1,815	0,498
57,6	1,863	0,516
57,7	1,946	0,527
57,8	2,051	0,530
57,9	2,168	0,530
58,0	2,279	0,530
58,1	2,367	0,533
58,2	2,430	0,540
58,3	2,445	0,554
58,4	2,421	0,569
58,5	2,358	0,588
58,6	2,265	0,600
58,7	2,157	0,608
58,8	2,046	0,603
58,9	1,950	0,582
59,0	1,881	0,546
59,1	1,839	0,492
59,2	1,839	0,438
59,3	1,874	0,384
59,4	1,940	0,338
59,5	2,022	0,308
59,6	2,114	0,305
59,7	2,198	0,333
59,8	2,268	0,384
59,9	2,310	0,456
60,0	2,330	0,543
60,1	2,319	0,632
60,2	2,289	0,710
60,3	2,237	0,767
60,4	2,178	0,791
60,5	2,120	0,780
60,6	2,072	0,735
60,7	2,040	0,653
60,8	2,021	0,554
60,9	2,021	0,444
61,0	2,028	0,339
61,1	2,045	0,251
61,2	2,064	0,204
61,3	2,082	0,189
61,4	2,096	0,219
61,5	2,103	0,285
61,6	2,105	0,383
61,7	2,108	0,497
61,8	2,105	0,611
61,9	2,111	0,711
62,0	2,123	0,785
62,1	2,144	0,822
62,2	2,172	0,821
62,3	2,199	0,777
62,4	2,228	0,701
62,5	2,246	0,599
62,6	2,252	0,495
62,7	2,238	0,396
62,8	2,210	0,315
62,9	2,165	0,260
63,0	2,102	0,246
63,1	2,034	0,261
63,2	1,974	0,308
63,3	1,923	0,375
63,4	1,892	0,456
63,5	1,895	0,536
63,6	1,925	0,603
63,7	1,982	0,657
63,8	2,066	0,683
63,9	2,159	0,689
64,0	2,252	0,669
64,1	2,336	0,633
64,2	2,394	0,588
64,3	2,417	0,543
64,4	2,403	0,501
64,5	2,349	0,468
64,6	2,264	0,450
64,7	2,160	0,440
64,8	2,049	0,447
64,9	1,943	0,453
65,0	1,863	0,461
65,1	1,809	0,470
65,2	1,797	0,476
65,3	1,829	0,470
65,4	1,899	0,467
65,5	1,995	0,462
65,6	2,111	0,459
65,7	2,219	0,462
65,8	2,318	0,480
65,9	2,390	0,504
66,0	2,424	0,540
66,1	2,418	0,581
66,2	2,375	0,624
66,3	2,300	0,654
66,4	2,205	0,674
66,5	2,102	0,671
66,6	2,012	0,645
66,7	1,940	0,600
66,8	1,895	0,537
66,9	1,881	0,458
67,0	1,895	0,384
67,1	1,941	0,320
67,2	2,004	0,272
67,3	2,072	0,257
67,4	2,142	0,270
67,5	2,201	0,318
67,6	2,243	0,398
67,7	2,261	0,491
67,8	2,267	0,594
67,9	2,250	0,690
68,0	2,222	0,768
68,1	2,187	0,809
68,2	2,153	0,816
68,3	2,127	0,782
68,4	2,109	0,713
68,5	2,094	0,614
68,6	2,090	0,497
68,7	2,090	0,387
68,8	2,085	0,290
68,9	2,085	0,222
69,0	2,084	0,192
69,1	2,073	0,201
69,2	2,058	0,255
69,3	2,045	0,336
69,4	2,037	0,437
69,5	2,034	0,549
69,6	2,045	0,650
69,7	2,067	0,731
69,8	2,103	0,785
69,9	2,150	0,800
70,0	2,205	0,774
70,1	2,255	0,720
70,2	2,294	0,641
70,3	2,315	0,548
70,4	2,310	0,455
70,5	2,277	0,381
70,6	2,222	0,329
70,7	2,150	0,300
70,8	2,067	0,299
70,9	1,980	0,327
71,0	1,907	0,375
71,1	1,860	0,434
71,2	1,842	0,491
71,3	1,866	0,543
71,4	1,919	0,588
71,5	2,004	0,614
71,6	2,108	0,626
71,7	2,216	0,618
71,8	2,315	0,603
71,9	2,385	0,579
72,0	2,430	0,557
72,1	2,432	0,536
72,2	2,396	0,525
72,3	2,321	0,516
72,4	2,220	0,515
72,5	2,108	0,516
72,6	1,994	0,512
72,7	1,899	0,507
72,8	1,835	0,489
72,9	1,803	0,471
73,0	1,818	0,447
73,1	1,866	0,420
73,2	1,950	0,399
73,3	2,051	0,390
73,4	2,159	0,395
73,5	2,258	0,417
73,6	2,330	0,456
73,7	2,378	0,509
73,8	2,396	0,569
73,9	2,367	0,632
74,0	2,312	0,684
74,1	2,238	0,722
74,2	2,156	0,734
74,3	2,073	0,711
74,4	2,004	0,665
74,5	1,961	0,591
74,6	1,935	0,503
74,7	1,935	0,413
74,8	1,959	0,329
74,9	2,001	0,263
75,0	2,048	0,224
75,1	2,099	0,224
75,2	2,144	0,261
75,3	2,174	0,336
75,4	2,192	0,435
75,5	2,201	0,543
75,6	2,196	0,654
75,7	2,187	0,743
75,8	2,174	0,806
75,9	2,165	0,830
76,0	2,159	0,813
76,1	2,157	0,755
76,2	2,160	0,668
76,3	2,165	0,563
76,4	2,157	0,443
76,5	2,148	0,342
76,6	2,136	0,263
76,7	2,111	0,215
76,8	2,078	0,207
76,9	2,042	0,234
77,0	2,007	0,300
77,1	1,983	0,393
77,2	1,970	0,495
77,3	1,977	0,590
77,4	2,006	0,674
77,5	2,054	0,729
77,6	2,112	0,752
77,7	2,189	0,750
77,8	2,259	0,713
77,9	2,318	0,654
78,0	2,363	0,582
78,1	2,369	0,507
78,2	2,343	0,443
78,3	2,289	0,395
78,4	2,205	0,363
78,5	2,105	0,359
78,6	2,009	0,365
78,7	1,923	0,389
78,8	1,857	0,426
78,9	1,820	0,461
79,0	1,824	0,497
79,1	1,871	0,525
79,2	1,950	0,542
79,3	2,049	0,552
79,4	2,162	0,555
79,5	2,267	0,554
79,6	2,360	0,549
79,7	2,421	0,545
79,8	2,442	0,552
79,9	2,420	0,558
80,0	2,363	0,569
80,1	2,273	0,578
80,2	2,165	0,584
80,3	2,052	0,581
80,4	1,956	0,564
80,5	1,880	0,533
80,6	1,838	0,492
80,7	1,836	0,447
80,8	1,865	0,398
80,9	1,925	0,360
81,0	2,009	0,335
81,1	2,106	0,327
81,2	2,196	0,350
81,3	2,270	0,395
81,4	2,321	0,459
81,5	2,342	0,531
81,6	2,337	0,615
81,7	2,304	0,693
81,8	2,246	0,749
81,9	2,187	0,771
82,0	2,123	0,762
82,1	2,069	0,723
82,2	2,028	0,650
82,3	2,000	0,557
82,4	1,995	0,456
82,5	2,004	0,353
82,6	2,024	0,275
82,7	2,048	0,216
82,8	2,078	0,200
82,9	2,102	0,222
83,0	2,114	0,285
83,1	2,123	0,378
83,2	2,130	0,485
83,3	2,129	0,597
83,4	2,133	0,699
83,5	2,138	0,777
83,6	2,150	0,816
83,7	2,165	0,818
83,8	2,187	0,780
83,9	2,210	0,707
84,0	2,226	0,611
84,1	2,232	0,509
84,2	2,220	0,404
84,3	2,195	0,320
84,4	2,156	0,261
84,5	2,102	0,237
84,6	2,042	0,251
84,7	1,988	0,297
84,8	1,941	0,366
84,9	1,916	0,449
85,0	1,913	0,533
85,1	1,937	0,608
85,2	1,989	0,665
85,3	2,063	0,698
85,4	2,151	0,707
85,5	2,238	0,686
85,6	2,319	0,648
85,7	2,376	0,600
85,8	2,402	0,546
85,9	2,391	0,497
86,0	2,346	0,456
86,1	2,268	0,434
86,2	2,168	0,422
86,3	2,061	0,423
86,4	1,956	0,429
86,5	1,871	0,443
86,6	1,820	0,461
86,7	1,803	0,476
86,8	1,832	0,482
86,9	1,896	0,480
87,0	1,988	0,479
87,1	2,100	0,480
87,2	2,210	0,485
87,3	2,307	0,497
87,4	2,385	0,513
87,5	2,423	0,537
87,6	2,420	0,575
87,7	2,376	0,606
87,8	2,307	0,632
87,9	2,216	0,647
88,0	2,112	0,645
88,1	2,018	0,627
88,2	1,940	0,588
88,3	1,889	0,534
88,4	1,869	0,465
88,5	1,881	0,399
88,6	1,923	0,339
88,7	1,986	0,291
88,8	2,061	0,276
88,9	2,136	0,285
89,0	2,202	0,330
89,1	2,253	0,399
89,2	2,277	0,486
89,3	2,282	0,584
89,4	2,267	0,675
89,5	2,235	0,752
89,6	2,199	0,795
89,7	2,157	0,804
89,8	2,120	0,776
89,9	2,090	0,711
90,0	2,073	0,618
90,1	2,066	0,510
90,2	2,064	0,399
90,3	2,069	0,299
90,4	2,076	0,234
90,5	2,082	0,200
90,6	2,078	0,204
90,7	2,070	0,249
90,8	2,064	0,329
90,9	2,057	0,426
91,0	2,058	0,539
91,1	2,064	0,639
91,2	2,082	0,726
91,3	2,109	0,780
91,4	2,150	0,801
91,5	2,192	0,782
91,6	2,238	0,726
91,7	2,273	0,647
91,8	2,294	0,557
91,9	2,292	0,462
92,0	2,265	0,381
92,1	2,217	0,321
92,2	2,151	0,290
92,3	2,072	0,285
92,4	1,989	0,308
92,5	1,925	0,356
92,6	1,877	0,416
92,7	1,862	0,485
92,8	1,878	0,545
92,9	1,926	0,596
93,0	2,001	0,627
93,1	2,096	0,642
93,2	2,201	0,635
93,3	2,295	0,618
93,4	2,372	0,590
93,5	2,412	0,563
93,6	2,421	0,534
93,7	2,391	0,512
93,8	2,324	0,497
93,9	2,229	0,492
94,0	2,117	0,489
94,1	2,006	0,492
94,2	1,908	0,489
94,3	1,838	0,482
94,4	1,808	0,471
94,5	1,820	0,450
94,6	1,868	0,432
94,7	1,944	0,419
94,8	2,045	0,408
94,9	2,151	0,414
95,0	2,252	0,428
95,1	2,334	0,462
95,2	2,385	0,510
95,3	2,399	0,564
95,4	2,376	0,618
95,5	2,324	0,666
95,6	2,253	0,696
95,7	2,166	0,707
95,8	2,075	0,690
95,9	2,000	0,648
96,0	1,949	0,585
96,1	1,922	0,504
96,2	1,920	0,419
96,3	1,943	0,339
96,4	1,985	0,275
96,5	2,034	0,240
96,6	2,093	0,237
96,7	2,142	0,272
96,8	2,181	0,338
96,9	2,205	0,428
97,0	2,216	0,533
97,1	2,214	0,641
97,2	2,202	0,731
97,3	2,186	0,795
97,4	2,169	0,818
97,5	2,154	0,806
97,6	2,147	0,750
97,7	2,141	0,669
97,8	2,136	0,564
97,9	2,136	0,453
98,0	2,132	0,347
98,1	2,123	0,264
98,2	2,103	0,215
98,3	2,078	0,201
98,4	2,049	0,233
98,5	2,019	0,291
98,6	1,998	0,381
98,7	1,989	0,479
98,8	1,994	0,582
98,9	2,021	0,669
99,0	2,061	0,732
99,1	2,115	0,764
99,2	2,181	0,759
99,3	2,249	0,726
99,4	2,303	0,669
99,5	2,337	0,593
99,6	2,348	0,516
99,7	2,328	0,443
99,8	2,279	0,384
99,9	2,208	0,348
100,0	2,117	0,338
100,1	2,024	0,347
100,2	1,938	0,377
100,3	1,872	0,413
100,4	1,836	0,456
100,5	1,836	0,498
100,6	1,874	0,531
100,7	1,944	0,557
100,8	2,039	0,573
100,9	2,148	0,575
101,0	2,256	0,569
101,1	2,345	0,561
101,2	2,406	0,552
101,3	2,430	0,549
101,4	2,417	0,551
