t / s	U_A1 / V	U_B1 / V
13,5	1,992	0,645
13,6	1,961	0,677
13,7	1,959	0,677
13,8	1,985	0,651
13,9	2,031	0,606
14,0	2,094	0,542
14,1	2,163	0,474
14,2	2,228	0,408
14,3	2,267	0,362
14,4	2,291	0,347
14,5	2,286	0,350
14,6	2,246	0,383
14,7	2,193	0,435
14,8	2,127	0,501
14,9	2,060	0,567
15,0	2,001	0,623
15,1	1,959	0,656
15,2	1,941	0,671
15,3	1,959	0,656
15,4	2,000	0,614
15,5	2,058	0,558
15,6	2,129	0,488
15,7	2,199	0,431
15,8	2,256	0,381
15,9	2,294	0,356
16,0	2,297	0,354
16,1	2,273	0,378
16,2	2,226	0,426
16,3	2,165	0,486
16,4	2,094	0,549
16,5	2,027	0,612
16,6	1,979	0,653
16,7	1,950	0,668
16,8	1,949	0,659
16,9	1,977	0,623
17,0	2,028	0,570
17,1	2,094	0,506
17,2	2,162	0,444
17,3	2,223	0,390
17,4	2,270	0,354
17,5	2,291	0,348
17,6	2,282	0,365
17,7	2,249	0,410
17,8	2,195	0,467
17,9	2,127	0,534
18,0	2,063	0,597
18,1	2,009	0,650
18,2	1,970	0,678
18,3	1,958	0,678
18,4	1,977	0,653
18,5	2,019	0,597
18,6	2,072	0,533
18,7	2,138	0,462
18,8	2,199	0,402
18,9	2,250	0,353
19,0	2,276	0,335
19,1	2,277	0,342
19,2	2,256	0,375
19,3	2,207	0,435
19,4	2,145	0,500
19,5	2,082	0,570
19,6	2,025	0,630
19,7	1,982	0,671
19,8	1,964	0,683
19,9	1,976	0,666
20,0	2,009	0,627
20,1	2,060	0,569
20,2	2,124	0,501
20,3	2,189	0,435
20,4	2,244	0,377
20,5	2,276	0,342
20,6	2,282	0,336
20,7	2,262	0,357
20,8	2,219	0,402
20,9	2,160	0,465
21,0	2,096	0,534
21,1	2,030	0,596
21,2	1,983	0,647
21,3	1,962	0,671
21,4	1,962	0,669
21,5	1,989	0,644
21,6	2,037	0,596
21,7	2,102	0,533
21,8	2,171	0,467
21,9	2,231	0,407
22,0	2,277	0,368
22,1	2,297	0,350
22,2	2,283	0,360
22,3	2,247	0,393
22,4	2,192	0,449
22,5	2,123	0,509
22,6	2,054	0,576
22,7	1,997	0,624
22,8	1,958	0,654
22,9	1,949	0,663
23,0	1,967	0,645
23,1	2,006	0,600
23,2	2,064	0,546
23,3	2,136	0,485
23,4	2,202	0,423
23,5	2,255	0,378
23,6	2,286	0,351
23,7	2,291	0,356
23,8	2,273	0,384
23,9	2,223	0,437
24,0	2,157	0,497
24,1	2,088	0,563
24,2	2,027	0,617
24,3	1,980	0,656
24,4	1,956	0,669
24,5	1,953	0,656
24,6	1,982	0,618
24,7	2,036	0,561
24,8	2,099	0,497
24,9	2,165	0,429
25,0	2,225	0,380
25,1	2,265	0,348
25,2	2,283	0,342
25,3	2,273	0,366
25,4	2,241	0,414
25,5	2,186	0,476
25,6	2,121	0,543
25,7	2,057	0,608
25,8	2,006	0,653
25,9	1,976	0,681
26,0	1,964	0,675
26,1	1,983	0,645
26,2	2,025	0,596
26,3	2,081	0,530
26,4	2,147	0,461
26,5	2,205	0,401
26,6	2,250	0,354
26,7	2,276	0,338
26,8	2,274	0,345
26,9	2,246	0,381
27,0	2,196	0,440
27,1	2,138	0,506
27,2	2,070	0,573
27,3	2,016	0,635
27,4	1,980	0,672
27,5	1,965	0,683
27,6	1,977	0,669
27,7	2,015	0,629
27,8	2,070	0,569
27,9	2,135	0,497
28,0	2,198	0,435
28,1	2,250	0,381
28,2	2,277	0,348
28,3	2,282	0,344
28,4	2,258	0,365
28,5	2,216	0,410
28,6	2,153	0,473
28,7	2,084	0,542
28,8	2,022	0,600
28,9	1,980	0,645
29,0	1,956	0,669
29,1	1,962	0,665
29,2	1,995	0,635
29,3	2,043	0,587
29,4	2,111	0,525
29,5	2,175	0,462
29,6	2,232	0,407
29,7	2,276	0,368
29,8	2,292	0,356
29,9	2,282	0,365
30,0	2,241	0,402
30,1	2,187	0,459
30,2	2,120	0,522
30,3	2,049	0,585
30,4	1,994	0,633
30,5	1,958	0,663
30,6	1,946	0,662
30,7	1,964	0,638
30,8	2,009	0,596
30,9	2,070	0,536
31,0	2,142	0,473
31,1	2,205	0,414
31,2	2,258	0,374
31,3	2,289	0,356
31,4	2,294	0,363
31,5	2,267	0,396
31,6	2,219	0,446
31,7	2,154	0,515
31,8	2,085	0,578
31,9	2,027	0,627
32,0	1,980	0,666
32,1	1,959	0,675
32,2	1,964	0,657
32,3	1,991	0,618
32,4	2,046	0,560
32,5	2,106	0,491
32,6	2,172	0,426
32,7	2,231	0,375
32,8	2,267	0,347
32,9	2,279	0,350
33,0	2,265	0,371
33,1	2,229	0,420
33,2	2,172	0,480
33,3	2,109	0,549
33,4	2,051	0,615
33,5	1,998	0,662
33,6	1,970	0,684
33,7	1,970	0,677
33,8	1,992	0,647
33,9	2,037	0,593
34,0	2,096	0,527
34,1	2,159	0,459
34,2	2,217	0,396
34,3	2,256	0,354
34,4	2,276	0,338
34,5	2,268	0,348
34,6	2,238	0,387
34,7	2,187	0,446
34,8	2,123	0,513
34,9	2,060	0,578
35,0	2,012	0,633
35,1	1,974	0,668
35,2	1,968	0,677
35,3	1,982	0,660
35,4	2,022	0,618
35,5	2,079	0,558
35,6	2,145	0,491
35,7	2,208	0,428
35,8	2,253	0,380
35,9	2,282	0,353
36,0	2,285	0,356
36,1	2,255	0,378
36,2	2,207	0,423
36,3	2,145	0,483
36,4	2,079	0,549
36,5	2,018	0,606
36,6	1,971	0,647
36,7	1,950	0,666
36,8	1,964	0,654
36,9	1,995	0,623
37,0	2,049	0,578
37,1	2,117	0,515
37,2	2,187	0,452
37,3	2,243	0,402
37,4	2,279	0,368
37,5	2,295	0,360
37,6	2,277	0,378
37,7	2,241	0,416
37,8	2,183	0,471
37,9	2,115	0,534
38,0	2,048	0,593
38,1	1,994	0,641
38,2	1,961	0,662
38,3	1,952	0,660
38,4	1,973	0,635
38,5	2,016	0,587
38,6	2,076	0,527
38,7	2,144	0,467
38,8	2,210	0,410
38,9	2,258	0,369
39,0	2,285	0,350
39,1	2,283	0,363
39,2	2,258	0,399
39,3	2,208	0,456
39,4	2,148	0,519
39,5	2,081	0,581
39,6	2,021	0,636
39,7	1,982	0,663
39,8	1,962	0,671
39,9	1,973	0,651
40,0	2,006	0,609
40,1	2,055	0,549
40,2	2,118	0,485
40,3	2,180	0,417
40,4	2,234	0,369
40,5	2,267	0,344
40,6	2,274	0,345
40,7	2,258	0,369
40,8	2,219	0,420
40,9	2,165	0,483
41,0	2,102	0,554
41,1	2,045	0,614
41,2	2,001	0,660
41,3	1,973	0,680
41,4	1,974	0,678
41,5	2,004	0,644
41,6	2,049	0,591
41,7	2,103	0,522
41,8	2,166	0,455
41,9	2,222	0,395
42,0	2,258	0,359
42,1	2,277	0,345
42,2	2,265	0,354
42,3	2,229	0,396
42,4	2,175	0,447
42,5	2,112	0,515
42,6	2,051	0,581
42,7	1,997	0,636
42,8	1,967	0,666
42,9	1,962	0,671
43,0	1,982	0,651
43,1	2,028	0,608
43,2	2,084	0,551
43,3	2,153	0,486
43,4	2,213	0,428
43,5	2,258	0,381
43,6	2,285	0,357
43,7	2,282	0,362
43,8	2,253	0,387
43,9	2,208	0,432
44,0	2,145	0,492
44,1	2,078	0,557
44,2	2,018	0,612
44,3	1,973	0,650
44,4	1,953	0,665
44,5	1,961	0,654
44,6	1,995	0,618
44,7	2,052	0,564
44,8	2,117	0,507
44,9	2,184	0,443
45,0	2,241	0,395
45,1	2,283	0,366
45,2	2,294	0,362
45,3	2,279	0,381
45,4	2,238	0,423
45,5	2,181	0,483
45,6	2,114	0,548
45,7	2,049	0,603
45,8	1,992	0,645
45,9	1,965	0,665
46,0	1,958	0,657
46,1	1,977	0,630
46,2	2,022	0,579
46,3	2,082	0,518
46,4	2,145	0,455
46,5	2,211	0,399
46,6	2,258	0,362
46,7	2,282	0,350
46,8	2,279	0,363
46,9	2,250	0,405
47,0	2,205	0,461
47,1	2,141	0,524
47,2	2,075	0,591
47,3	2,022	0,641
47,4	1,985	0,671
47,5	1,968	0,675
47,6	1,979	0,653
47,7	2,015	0,611
47,8	2,066	0,549
47,9	2,129	0,479
48,0	2,189	0,419
48,1	2,237	0,369
48,2	2,265	0,342
48,3	2,270	0,347
48,4	2,253	0,374
48,5	2,210	0,426
48,6	2,153	0,492
48,7	2,091	0,560
48,8	2,034	0,620
48,9	1,994	0,660
49,0	1,973	0,678
49,1	1,982	0,669
49,2	2,009	0,636
49,3	2,057	0,581
49,4	2,118	0,515
49,5	2,180	0,450
49,6	2,231	0,396
49,7	2,267	0,357
49,8	2,276	0,345
49,9	2,261	0,360
50,0	2,223	0,401
50,1	2,169	0,458
50,2	2,103	0,522
50,3	2,043	0,585
50,4	1,992	0,635
50,5	1,964	0,662
50,6	1,962	0,665
50,7	1,986	0,644
50,8	2,030	0,599
50,9	2,090	0,543
51,0	2,157	0,480
51,1	2,220	0,422
51,2	2,267	0,383
51,3	2,289	0,368
51,4	2,283	0,369
51,5	2,250	0,395
51,6	2,198	0,447
51,7	2,132	0,506
51,8	2,067	0,569
51,9	2,010	0,617
52,0	1,968	0,648
52,1	1,952	0,659
52,2	1,965	0,641
52,3	2,000	0,605
52,4	2,054	0,551
52,5	2,121	0,489
52,6	2,187	0,432
52,7	2,240	0,384
52,8	2,279	0,359
52,9	2,288	0,362
53,0	2,268	0,386
53,1	2,228	0,431
53,2	2,172	0,491
53,3	2,106	0,555
53,4	2,042	0,612
53,5	1,992	0,650
53,6	1,968	0,665
53,7	1,961	0,659
53,8	1,985	0,624
53,9	2,030	0,572
54,0	2,091	0,507
54,1	2,157	0,443
54,2	2,214	0,390
54,3	2,256	0,356
54,4	2,274	0,347
54,5	2,265	0,363
54,6	2,238	0,405
54,7	2,192	0,465
54,8	2,132	0,533
54,9	2,069	0,596
55,0	2,021	0,647
55,1	1,986	0,671
55,2	1,970	0,672
55,3	1,989	0,650
55,4	2,024	0,603
55,5	2,076	0,543
55,6	2,136	0,477
55,7	2,198	0,416
55,8	2,241	0,365
55,9	2,262	0,345
56,0	2,268	0,347
56,1	2,240	0,377
56,2	2,193	0,428
56,3	2,142	0,494
56,4	2,085	0,558
56,5	2,030	0,618
56,6	1,988	0,654
56,7	1,973	0,672
56,8	1,983	0,665
56,9	2,015	0,630
57,0	2,066	0,576
57,1	2,126	0,510
57,2	2,187	0,447
57,3	2,240	0,393
57,4	2,271	0,360
57,5	2,277	0,354
57,6	2,258	0,371
57,7	2,217	0,413
57,8	2,163	0,465
57,9	2,099	0,528
58,0	2,037	0,590
58,1	1,989	0,635
58,2	1,962	0,662
58,3	1,964	0,660
58,4	1,989	0,632
58,5	2,036	0,585
58,6	2,096	0,530
58,7	2,162	0,470
58,8	2,222	0,416
58,9	2,265	0,383
59,0	2,288	0,365
59,1	2,282	0,375
59,2	2,250	0,405
59,3	2,199	0,455
59,4	2,130	0,519
59,5	2,066	0,576
59,6	2,006	0,621
59,7	1,970	0,650
59,8	1,959	0,656
59,9	1,970	0,639
60,0	2,006	0,599
