t / s	U_A1 / V	U_B1 / V
15,9	1,850	0,431
16,0	1,895	0,398
16,1	1,968	0,366
16,2	2,057	0,354
16,3	2,160	0,345
16,4	2,261	0,357
16,5	2,342	0,386
16,6	2,403	0,425
16,7	2,436	0,477
16,8	2,429	0,530
16,9	2,396	0,579
17,0	2,333	0,621
17,1	2,250	0,645
17,2	2,160	0,653
17,3	2,070	0,642
17,4	1,992	0,606
17,5	1,937	0,554
17,6	1,908	0,486
17,7	1,904	0,417
17,8	1,932	0,350
17,9	1,985	0,294
18,0	2,051	0,257
18,1	2,126	0,248
18,2	2,204	0,260
18,3	2,271	0,296
18,4	2,321	0,357
18,5	2,349	0,435
18,6	2,354	0,524
18,7	2,334	0,608
18,8	2,297	0,674
18,9	2,246	0,722
19,0	2,186	0,744
19,1	2,124	0,734
19,2	2,072	0,690
19,3	2,034	0,620
19,4	2,012	0,528
19,5	2,004	0,435
19,6	2,016	0,338
19,7	2,042	0,258
19,8	2,075	0,200
19,9	2,114	0,176
20,0	2,159	0,185
20,1	2,193	0,227
20,2	2,222	0,300
20,3	2,237	0,392
20,4	2,246	0,497
20,5	2,240	0,602
20,6	2,225	0,689
20,7	2,204	0,753
20,8	2,183	0,785
20,9	2,163	0,785
21,0	2,148	0,744
21,1	2,135	0,672
21,2	2,130	0,582
21,3	2,129	0,476
21,4	2,127	0,362
21,5	2,130	0,270
21,6	2,135	0,197
21,7	2,138	0,159
21,8	2,136	0,153
21,9	2,130	0,189
22,0	2,124	0,258
22,1	2,124	0,351
22,2	2,118	0,453
22,3	2,117	0,561
22,4	2,123	0,659
22,5	2,133	0,737
22,6	2,151	0,777
22,7	2,172	0,782
22,8	2,196	0,756
22,9	2,222	0,696
23,0	2,241	0,609
23,1	2,250	0,510
23,2	2,253	0,405
23,3	2,240	0,309
23,4	2,216	0,239
23,5	2,183	0,192
23,6	2,139	0,183
23,7	2,096	0,206
23,8	2,052	0,254
23,9	2,018	0,332
24,0	1,998	0,423
24,1	1,995	0,518
24,2	2,016	0,606
24,3	2,045	0,680
24,4	2,093	0,722
24,5	2,153	0,737
24,6	2,214	0,723
24,7	2,274	0,680
24,8	2,325	0,614
24,9	2,357	0,534
25,0	2,360	0,453
25,1	2,345	0,374
25,2	2,306	0,312
25,3	2,244	0,272
25,4	2,172	0,252
25,5	2,090	0,261
25,6	2,018	0,297
25,7	1,956	0,350
25,8	1,913	0,413
25,9	1,896	0,479
26,0	1,914	0,540
26,1	1,961	0,591
26,2	2,031	0,630
26,3	2,117	0,648
26,4	2,208	0,641
26,5	2,294	0,618
26,6	2,366	0,578
26,7	2,417	0,531
26,8	2,441	0,483
26,9	2,429	0,440
27,0	2,384	0,399
27,1	2,307	0,369
27,2	2,211	0,357
27,3	2,109	0,362
27,4	2,009	0,378
27,5	1,929	0,399
27,6	1,872	0,428
27,7	1,847	0,458
27,8	1,859	0,483
27,9	1,901	0,506
28,0	1,973	0,518
28,1	2,067	0,528
28,2	2,177	0,528
28,3	2,279	0,521
28,4	2,372	0,510
28,5	2,436	0,501
28,6	2,472	0,494
28,7	2,468	0,483
28,8	2,427	0,482
28,9	2,354	0,485
29,0	2,261	0,485
29,1	2,150	0,486
29,2	2,040	0,485
29,3	1,949	0,482
29,4	1,881	0,476
29,5	1,845	0,465
29,6	1,839	0,450
29,7	1,872	0,432
29,8	1,937	0,420
29,9	2,025	0,411
30,0	2,136	0,402
30,1	2,240	0,408
30,2	2,333	0,419
30,3	2,405	0,444
30,4	2,448	0,477
30,5	2,456	0,509
30,6	2,424	0,545
30,7	2,370	0,576
30,8	2,283	0,597
30,9	2,189	0,609
31,0	2,088	0,603
31,1	2,001	0,579
31,2	1,929	0,543
31,3	1,884	0,497
31,4	1,872	0,441
31,5	1,895	0,387
31,6	1,944	0,342
31,7	2,018	0,308
31,8	2,102	0,291
31,9	2,187	0,296
32,0	2,273	0,324
32,1	2,340	0,372
32,2	2,381	0,435
32,3	2,394	0,504
32,4	2,378	0,576
32,5	2,340	0,635
32,6	2,283	0,683
32,7	2,208	0,707
32,8	2,133	0,702
32,9	2,069	0,675
33,0	2,013	0,624
33,1	1,976	0,548
33,2	1,959	0,461
33,3	1,968	0,375
33,4	1,994	0,300
33,5	2,037	0,242
33,6	2,090	0,207
33,7	2,151	0,207
33,8	2,204	0,239
33,9	2,246	0,299
34,0	2,276	0,380
34,1	2,295	0,474
34,2	2,288	0,570
34,3	2,267	0,663
34,4	2,241	0,726
34,5	2,205	0,767
34,6	2,165	0,779
34,7	2,135	0,747
34,8	2,103	0,684
34,9	2,082	0,600
35,0	2,070	0,497
35,1	2,073	0,390
35,2	2,082	0,294
35,3	2,094	0,222
35,4	2,114	0,174
35,5	2,133	0,165
35,6	2,148	0,188
35,7	2,160	0,243
35,8	2,168	0,332
35,9	2,171	0,432
36,0	2,174	0,546
36,1	2,175	0,644
36,2	2,169	0,725
36,3	2,169	0,776
36,4	2,168	0,797
36,5	2,174	0,776
36,6	2,186	0,726
36,7	2,187	0,642
36,8	2,196	0,534
36,9	2,199	0,429
37,0	2,193	0,332
37,1	2,183	0,249
37,2	2,165	0,191
37,3	2,145	0,171
37,4	2,117	0,182
37,5	2,087	0,228
37,6	2,066	0,303
37,7	2,052	0,396
37,8	2,046	0,501
37,9	2,055	0,597
38,0	2,073	0,680
38,1	2,105	0,738
38,2	2,147	0,765
38,3	2,195	0,758
38,4	2,238	0,719
38,5	2,279	0,650
38,6	2,306	0,564
38,7	2,315	0,471
38,8	2,306	0,380
38,9	2,282	0,303
39,0	2,237	0,251
39,1	2,183	0,219
39,2	2,115	0,227
39,3	2,048	0,258
39,4	1,994	0,314
39,5	1,955	0,384
39,6	1,938	0,464
39,7	1,949	0,539
39,8	1,979	0,615
39,9	2,031	0,657
40,0	2,102	0,686
40,1	2,178	0,689
40,2	2,256	0,666
40,3	2,330	0,624
40,4	2,384	0,569
40,5	2,406	0,504
40,6	2,403	0,441
40,7	2,369	0,381
40,8	2,309	0,339
40,9	2,225	0,318
41,0	2,136	0,312
41,1	2,045	0,327
41,2	1,965	0,357
41,3	1,904	0,399
41,4	1,869	0,446
41,5	1,866	0,488
41,6	1,898	0,534
41,7	1,962	0,560
41,8	2,049	0,578
41,9	2,151	0,585
42,0	2,252	0,578
42,1	2,339	0,557
42,2	2,412	0,533
42,3	2,456	0,503
42,4	2,463	0,480
42,5	2,432	0,459
42,6	2,366	0,444
42,7	2,280	0,434
42,8	2,175	0,434
42,9	2,072	0,435
43,0	1,973	0,438
43,1	1,896	0,447
43,2	1,845	0,458
43,3	1,836	0,462
43,4	1,860	0,464
43,5	1,920	0,464
43,6	2,006	0,461
43,7	2,112	0,459
43,8	2,213	0,459
43,9	2,315	0,461
44,0	2,397	0,471
44,1	2,450	0,486
44,2	2,471	0,498
44,3	2,448	0,519
44,4	2,394	0,536
44,5	2,312	0,548
44,6	2,213	0,554
44,7	2,111	0,551
44,8	2,013	0,543
44,9	1,928	0,524
45,0	1,877	0,495
45,1	1,854	0,456
45,2	1,865	0,419
45,3	1,908	0,386
45,4	1,982	0,354
45,5	2,075	0,342
45,6	2,177	0,342
45,7	2,267	0,359
45,8	2,343	0,389
45,9	2,399	0,434
46,0	2,424	0,486
46,1	2,420	0,543
46,2	2,382	0,596
46,3	2,318	0,638
46,4	2,237	0,668
46,5	2,151	0,668
46,6	2,067	0,648
46,7	1,998	0,609
46,8	1,947	0,551
46,9	1,923	0,482
47,0	1,923	0,405
47,1	1,947	0,338
47,2	2,001	0,287
47,3	2,069	0,251
47,4	2,133	0,242
47,5	2,205	0,258
47,6	2,265	0,306
47,7	2,312	0,375
47,8	2,334	0,456
47,9	2,336	0,543
48,0	2,316	0,626
48,1	2,280	0,695
48,2	2,229	0,737
48,3	2,178	0,752
48,4	2,124	0,734
48,5	2,081	0,687
48,6	2,046	0,609
48,7	2,025	0,522
48,8	2,019	0,425
48,9	2,031	0,330
49,0	2,055	0,252
49,1	2,087	0,197
49,2	2,124	0,176
49,3	2,157	0,192
49,4	2,186	0,240
49,5	2,208	0,314
49,6	2,222	0,407
49,7	2,226	0,516
49,8	2,220	0,614
49,9	2,207	0,702
50,0	2,192	0,759
50,1	2,178	0,789
50,2	2,166	0,779
50,3	2,150	0,738
50,4	2,145	0,659
50,5	2,145	0,561
50,6	2,142	0,458
50,7	2,144	0,353
50,8	2,139	0,264
50,9	2,141	0,198
51,0	2,138	0,164
51,1	2,127	0,168
51,2	2,118	0,207
51,3	2,112	0,278
51,4	2,105	0,369
51,5	2,100	0,474
51,6	2,102	0,576
51,7	2,109	0,669
51,8	2,129	0,740
51,9	2,151	0,774
52,0	2,174	0,779
52,1	2,204	0,747
52,2	2,234	0,680
52,3	2,252	0,594
52,4	2,265	0,497
52,5	2,261	0,395
52,6	2,243	0,308
52,7	2,216	0,240
52,8	2,178	0,201
52,9	2,130	0,194
53,0	2,079	0,219
53,1	2,037	0,275
53,2	2,003	0,351
53,3	1,985	0,440
53,4	1,985	0,530
53,5	2,003	0,614
53,6	2,043	0,675
53,7	2,097	0,710
53,8	2,159	0,723
53,9	2,225	0,708
54,0	2,291	0,665
54,1	2,340	0,599
54,2	2,364	0,521
54,3	2,367	0,446
54,4	2,346	0,372
54,5	2,301	0,318
54,6	2,232	0,282
54,7	2,157	0,270
54,8	2,075	0,282
54,9	1,998	0,315
55,0	1,941	0,365
55,1	1,902	0,420
55,2	1,895	0,486
55,3	1,917	0,540
55,4	1,964	0,590
55,5	2,039	0,621
55,6	2,129	0,630
55,7	2,223	0,624
55,8	2,313	0,602
55,9	2,384	0,567
56,0	2,427	0,527
56,1	2,441	0,482
56,2	2,418	0,443
56,3	2,370	0,408
56,4	2,295	0,389
56,5	2,201	0,380
56,6	2,096	0,380
56,7	1,998	0,390
56,8	1,917	0,413
56,9	1,862	0,435
57,0	1,841	0,462
57,1	1,857	0,477
57,2	1,907	0,495
57,3	1,986	0,507
57,4	2,081	0,510
57,5	2,187	0,512
57,6	2,292	0,507
57,7	2,378	0,500
57,8	2,438	0,497
57,9	2,466	0,494
58,0	2,454	0,494
58,1	2,408	0,492
58,2	2,333	0,495
58,3	2,240	0,498
58,4	2,136	0,498
58,5	2,030	0,497
58,6	1,940	0,489
58,7	1,875	0,479
58,8	1,844	0,462
58,9	1,847	0,441
59,0	1,884	0,423
59,1	1,955	0,404
59,2	2,043	0,392
59,3	2,147	0,389
59,4	2,250	0,396
59,5	2,340	0,414
59,6	2,403	0,443
59,7	2,441	0,479
59,8	2,442	0,519
59,9	2,412	0,558
60,0	2,352	0,591
60,1	2,268	0,612
60,2	2,174	0,618
60,3	2,081	0,608
60,4	1,995	0,579
60,5	1,934	0,539
60,6	1,892	0,489
60,7	1,887	0,432
60,8	1,911	0,375
60,9	1,961	0,327
61,0	2,033	0,291
61,1	2,112	0,282
61,2	2,198	0,291
61,3	2,274	0,323
61,4	2,331	0,375
61,5	2,369	0,441
61,6	2,379	0,516
61,7	2,360	0,588
61,8	2,318	0,651
61,9	2,261	0,695
62,0	2,201	0,716
62,1	2,132	0,708
62,2	2,067	0,671
62,3	2,015	0,614
62,4	1,983	0,536
62,5	1,973	0,446
62,6	1,985	0,359
62,7	2,013	0,285
62,8	2,052	0,231
62,9	2,100	0,207
63,0	2,156	0,209
63,1	2,202	0,243
63,2	2,238	0,306
63,3	2,265	0,393
63,4	2,273	0,488
63,5	2,268	0,585
63,6	2,253	0,674
63,7	2,228	0,734
63,8	2,196	0,773
63,9	2,165	0,770
64,0	2,130	0,735
64,1	2,106	0,671
64,2	2,096	0,582
64,3	2,088	0,480
64,4	2,091	0,377
64,5	2,096	0,285
64,6	2,106	0,212
64,7	2,121	0,171
64,8	2,130	0,162
64,9	2,141	0,194
65,0	2,150	0,257
65,1	2,150	0,344
65,2	2,154	0,449
65,3	2,154	0,554
65,4	2,159	0,656
65,5	2,159	0,728
65,6	2,162	0,776
65,7	2,172	0,785
65,8	2,183	0,765
65,9	2,193	0,705
66,0	2,204	0,621
66,1	2,208	0,524
66,2	2,213	0,420
66,3	2,204	0,321
66,4	2,190	0,242
66,5	2,165	0,192
66,6	2,136	0,174
66,7	2,105	0,189
66,8	2,078	0,240
66,9	2,055	0,318
67,0	2,034	0,410
67,1	2,033	0,512
67,2	2,045	0,603
67,3	2,072	0,680
67,4	2,109	0,732
67,5	2,156	0,752
67,6	2,205	0,740
67,7	2,255	0,698
67,8	2,292	0,633
67,9	2,318	0,549
68,0	2,328	0,462
68,1	2,315	0,375
68,2	2,283	0,306
68,3	2,235	0,255
68,4	2,172	0,234
68,5	2,102	0,237
68,6	2,037	0,267
68,7	1,982	0,324
68,8	1,947	0,396
68,9	1,928	0,471
69,0	1,941	0,548
69,1	1,980	0,606
69,2	2,040	0,651
69,3	2,114	0,677
69,4	2,196	0,671
69,5	2,276	0,645
69,6	2,348	0,606
69,7	2,391	0,552
69,8	2,412	0,491
69,9	2,402	0,435
70,0	2,364	0,386
70,1	2,300	0,348
70,2	2,219	0,332
70,3	2,126	0,330
70,4	2,033	0,348
70,5	1,952	0,372
70,6	1,893	0,411
70,7	1,866	0,452
70,8	1,868	0,491
70,9	1,907	0,525
71,0	1,977	0,549
71,1	2,063	0,566
71,2	2,163	0,572
71,3	2,264	0,564
71,4	2,354	0,546
71,5	2,423	0,518
71,6	2,459	0,498
71,7	2,459	0,482
71,8	2,421	0,464
71,9	2,354	0,453
72,0	2,265	0,449
72,1	2,162	0,447
72,2	2,057	0,450
72,3	1,965	0,453
72,4	1,890	0,456
72,5	1,848	0,458
72,6	1,842	0,458
72,7	1,872	0,453
72,8	1,935	0,450
72,9	2,021	0,447
73,0	2,124	0,447
73,1	2,232	0,447
73,2	2,328	0,455
73,3	2,402	0,464
73,4	2,448	0,482
73,5	2,465	0,501
73,6	2,438	0,527
73,7	2,384	0,548
73,8	2,303	0,560
73,9	2,201	0,569
74,0	2,100	0,567
74,1	2,003	0,554
74,2	1,929	0,525
74,3	1,881	0,489
74,4	1,862	0,450
74,5	1,880	0,407
74,6	1,929	0,368
74,7	2,003	0,344
74,8	2,093	0,329
74,9	2,183	0,329
75,0	2,273	0,350
75,1	2,342	0,386
75,2	2,394	0,437
75,3	2,415	0,492
75,4	2,405	0,555
75,5	2,361	0,609
75,6	2,301	0,653
75,7	2,225	0,674
75,8	2,144	0,672
75,9	2,067	0,654
76,0	2,000	0,608
76,1	1,955	0,546
76,2	1,935	0,470
76,3	1,944	0,395
76,4	1,971	0,324
76,5	2,019	0,270
76,6	2,079	0,243
76,7	2,145	0,236
76,8	2,208	0,263
76,9	2,262	0,311
77,0	2,301	0,383
77,1	2,321	0,467
77,2	2,321	0,558
77,3	2,304	0,639
77,4	2,267	0,707
77,5	2,222	0,744
77,6	2,171	0,752
77,7	2,124	0,731
77,8	2,085	0,677
77,9	2,055	0,600
78,0	2,042	0,507
78,1	2,040	0,408
78,2	2,046	0,315
78,3	2,066	0,240
78,4	2,096	0,195
78,5	2,126	0,180
78,6	2,153	0,198
78,7	2,180	0,251
78,8	2,196	0,327
78,9	2,207	0,426
79,0	2,205	0,530
79,1	2,204	0,626
79,2	2,192	0,708
79,3	2,184	0,767
79,4	2,175	0,788
79,5	2,165	0,771
79,6	2,159	0,722
79,7	2,159	0,647
79,8	2,159	0,552
79,9	2,157	0,443
80,0	2,157	0,339
80,1	2,151	0,255
80,2	2,147	0,197
80,3	2,133	0,170
80,4	2,121	0,180
80,5	2,106	0,224
80,6	2,099	0,293
80,7	2,088	0,390
80,8	2,085	0,489
80,9	2,091	0,591
81,0	2,103	0,675
81,1	2,124	0,737
81,2	2,157	0,770
81,3	2,189	0,768
81,4	2,220	0,731
81,5	2,246	0,666
81,6	2,265	0,581
81,7	2,280	0,483
81,8	2,276	0,387
81,9	2,253	0,306
82,0	2,219	0,246
82,1	2,177	0,212
82,2	2,124	0,209
82,3	2,073	0,234
82,4	2,025	0,294
82,5	1,991	0,369
82,6	1,973	0,455
82,7	1,977	0,537
82,8	2,004	0,617
82,9	2,046	0,672
83,0	2,108	0,705
83,1	2,177	0,711
83,2	2,241	0,693
83,3	2,303	0,650
83,4	2,352	0,582
83,5	2,376	0,510
83,6	2,378	0,444
83,7	2,351	0,374
83,8	2,298	0,323
83,9	2,228	0,296
84,0	2,145	0,287
84,1	2,064	0,300
84,2	1,989	0,330
84,3	1,931	0,378
84,4	1,895	0,438
84,5	1,890	0,491
84,6	1,914	0,542
84,7	1,968	0,584
84,8	2,046	0,606
84,9	2,138	0,620
85,0	2,237	0,608
85,1	2,324	0,588
85,2	2,393	0,557
85,3	2,436	0,518
85,4	2,442	0,482
85,5	2,418	0,443
85,6	2,361	0,416
85,7	2,279	0,401
85,8	2,186	0,392
85,9	2,082	0,396
86,0	1,988	0,405
86,1	1,908	0,425
86,2	1,862	0,444
86,3	1,847	0,462
86,4	1,866	0,479
86,5	1,916	0,485
86,6	2,000	0,492
86,7	2,097	0,498
86,8	2,205	0,498
86,9	2,306	0,494
87,0	2,391	0,494
87,1	2,444	0,495
87,2	2,465	0,495
87,3	2,451	0,503
87,4	2,402	0,506
87,5	2,325	0,512
87,6	2,226	0,518
87,7	2,123	0,512
87,8	2,022	0,509
87,9	1,935	0,495
88,0	1,877	0,479
88,1	1,854	0,458
88,2	1,859	0,432
88,3	1,902	0,408
88,4	1,974	0,393
88,5	2,063	0,381
88,6	2,160	0,377
88,7	2,261	0,387
88,8	2,340	0,411
88,9	2,400	0,446
89,0	2,427	0,486
89,1	2,430	0,533
89,2	2,396	0,573
89,3	2,334	0,608
89,4	2,250	0,626
89,5	2,157	0,629
89,6	2,069	0,618
89,7	1,992	0,587
89,8	1,934	0,540
89,9	1,902	0,482
90,0	1,902	0,422
90,1	1,928	0,362
90,2	1,977	0,315
90,3	2,048	0,282
90,4	2,127	0,272
90,5	2,207	0,284
90,6	2,276	0,320
90,7	2,327	0,378
90,8	2,355	0,453
90,9	2,364	0,528
91,0	2,348	0,606
91,1	2,306	0,666
91,2	2,250	0,705
91,3	2,187	0,720
91,4	2,129	0,708
91,5	2,064	0,669
91,6	2,019	0,608
91,7	1,995	0,527
91,8	1,989	0,438
91,9	2,001	0,345
92,0	2,027	0,272
92,1	2,066	0,221
92,2	2,111	0,200
92,3	2,159	0,209
92,4	2,201	0,249
92,5	2,235	0,318
92,6	2,256	0,405
92,7	2,258	0,500
92,8	2,256	0,597
92,9	2,238	0,681
93,0	2,214	0,743
93,1	2,187	0,771
93,2	2,163	0,767
93,3	2,136	0,729
93,4	2,120	0,660
93,5	2,111	0,570
93,6	2,108	0,467
93,7	2,105	0,363
93,8	2,108	0,276
93,9	2,117	0,209
94,0	2,126	0,168
94,1	2,133	0,168
94,2	2,136	0,204
94,3	2,141	0,275
94,4	2,141	0,363
94,5	2,141	0,464
94,6	2,141	0,572
94,7	2,144	0,660
94,8	2,151	0,735
94,9	2,162	0,773
95,0	2,175	0,777
95,1	2,190	0,749
95,2	2,207	0,692
95,3	2,217	0,605
95,4	2,223	0,503
95,5	2,225	0,404
95,6	2,213	0,317
95,7	2,192	0,245
95,8	2,166	0,201
95,9	2,130	0,186
96,0	2,096	0,206
96,1	2,064	0,258
96,2	2,039	0,335
96,3	2,024	0,426
96,4	2,024	0,524
96,5	2,034	0,611
96,6	2,064	0,681
96,7	2,109	0,726
96,8	2,160	0,743
96,9	2,216	0,728
97,0	2,267	0,683
97,1	2,307	0,617
97,2	2,334	0,531
97,3	2,339	0,449
97,4	2,319	0,369
97,5	2,282	0,306
97,6	2,231	0,266
97,7	2,163	0,245
97,8	2,091	0,255
97,9	2,025	0,290
98,0	1,967	0,344
98,1	1,935	0,411
98,2	1,923	0,485
98,3	1,941	0,551
98,4	1,982	0,605
98,5	2,046	0,641
98,6	2,124	0,659
98,7	2,210	0,654
98,8	2,291	0,629
98,9	2,358	0,588
99,0	2,402	0,534
99,1	2,417	0,482
99,2	2,405	0,431
99,3	2,363	0,386
99,4	2,297	0,357
99,5	2,205	0,348
99,6	2,109	0,347
99,7	2,015	0,359
99,8	1,938	0,386
99,9	1,883	0,422
100,0	1,862	0,456
100,1	1,872	0,489
100,2	1,914	0,516
100,3	1,983	0,539
100,4	2,076	0,546
100,5	2,178	0,549
