t / s	U_A1 / V	U_B1 / V
10,7	2,229	0,404
10,8	2,294	0,342
10,9	2,352	0,284
11,0	2,399	0,237
11,1	2,430	0,203
11,2	2,444	0,186
11,3	2,433	0,188
11,4	2,405	0,210
11,5	2,364	0,251
11,6	2,303	0,303
11,7	2,241	0,363
11,8	2,180	0,429
11,9	2,130	0,480
12,0	2,088	0,524
12,1	2,069	0,548
12,2	2,066	0,554
12,3	2,085	0,540
12,4	2,123	0,507
12,5	2,172	0,461
12,6	2,232	0,404
12,7	2,295	0,342
12,8	2,351	0,284
12,9	2,394	0,237
13,0	2,430	0,203
13,1	2,444	0,186
13,2	2,432	0,192
13,3	2,403	0,215
13,4	2,361	0,257
13,5	2,307	0,311
13,6	2,241	0,368
13,7	2,181	0,428
13,8	2,129	0,486
13,9	2,090	0,524
14,0	2,061	0,546
14,1	2,063	0,549
14,2	2,081	0,539
14,3	2,120	0,504
14,4	2,171	0,458
14,5	2,235	0,401
14,6	2,298	0,342
14,7	2,355	0,285
14,8	2,400	0,234
14,9	2,435	0,204
15,0	2,444	0,192
15,1	2,433	0,198
15,2	2,405	0,218
15,3	2,357	0,261
15,4	2,304	0,312
15,5	2,241	0,369
15,6	2,180	0,429
15,7	2,127	0,482
15,8	2,087	0,519
15,9	2,067	0,542
16,0	2,066	0,548
16,1	2,084	0,536
16,2	2,121	0,498
16,3	2,171	0,456
16,4	2,231	0,396
16,5	2,297	0,341
16,6	2,352	0,288
16,7	2,402	0,236
16,8	2,438	0,210
16,9	2,448	0,194
17,0	2,441	0,198
17,1	2,411	0,224
17,2	2,364	0,264
17,3	2,306	0,315
17,4	2,240	0,371
17,5	2,180	0,432
17,6	2,130	0,480
17,7	2,088	0,521
17,8	2,067	0,542
17,9	2,064	0,546
18,0	2,084	0,531
18,1	2,120	0,501
18,2	2,169	0,455
18,3	2,229	0,399
18,4	2,292	0,342
18,5	2,355	0,284
18,6	2,403	0,240
18,7	2,436	0,209
18,8	2,448	0,195
18,9	2,442	0,201
19,0	2,412	0,228
19,1	2,364	0,269
19,2	2,310	0,320
19,3	2,246	0,378
19,4	2,181	0,438
19,5	2,126	0,485
19,6	2,085	0,521
19,7	2,063	0,542
19,8	2,064	0,545
19,9	2,081	0,531
20,0	2,120	0,498
20,1	2,174	0,447
20,2	2,234	0,390
20,3	2,297	0,339
20,4	2,358	0,282
20,5	2,406	0,237
20,6	2,438	0,207
20,7	2,448	0,194
20,8	2,441	0,203
20,9	2,414	0,230
21,0	2,367	0,273
21,1	2,309	0,321
21,2	2,246	0,380
21,3	2,183	0,437
21,4	2,127	0,486
21,5	2,085	0,521
21,6	2,064	0,545
21,7	2,061	0,548
21,8	2,079	0,528
21,9	2,114	0,492
22,0	2,169	0,447
22,1	2,238	0,390
22,2	2,297	0,335
22,3	2,357	0,282
22,4	2,403	0,237
22,5	2,436	0,207
22,6	2,451	0,198
22,7	2,442	0,207
22,8	2,412	0,236
22,9	2,366	0,273
23,0	2,310	0,324
23,1	2,247	0,383
23,2	2,184	0,437
23,3	2,127	0,486
23,4	2,087	0,524
23,5	2,061	0,542
23,6	2,061	0,545
23,7	2,079	0,527
23,8	2,117	0,491
23,9	2,169	0,444
24,0	2,231	0,386
24,1	2,295	0,329
24,2	2,355	0,279
24,3	2,405	0,237
24,4	2,439	0,210
24,5	2,450	0,200
24,6	2,444	0,209
24,7	2,414	0,239
24,8	2,366	0,276
24,9	2,307	0,324
25,0	2,244	0,384
25,1	2,178	0,443
25,2	2,127	0,491
25,3	2,087	0,524
25,4	2,063	0,540
25,5	2,058	0,540
25,6	2,073	0,522
25,7	2,112	0,486
25,8	2,166	0,437
25,9	2,229	0,384
26,0	2,295	0,330
26,1	2,354	0,275
26,2	2,403	0,234
26,3	2,435	0,204
26,4	2,451	0,197
26,5	2,441	0,207
26,6	2,414	0,237
26,7	2,370	0,279
26,8	2,309	0,330
26,9	2,243	0,387
27,0	2,183	0,441
27,1	2,124	0,489
27,2	2,082	0,522
27,3	2,064	0,540
27,4	2,058	0,537
27,5	2,075	0,519
27,6	2,112	0,486
27,7	2,162	0,437
27,8	2,225	0,377
27,9	2,292	0,323
28,0	2,354	0,273
28,1	2,402	0,230
28,2	2,438	0,207
28,3	2,453	0,201
28,4	2,441	0,212
28,5	2,414	0,239
28,6	2,367	0,282
28,7	2,310	0,335
28,8	2,246	0,389
28,9	2,184	0,447
29,0	2,129	0,492
29,1	2,087	0,525
29,2	2,061	0,542
29,3	2,061	0,539
29,4	2,076	0,518
29,5	2,114	0,480
29,6	2,162	0,432
29,7	2,225	0,374
29,8	2,288	0,318
29,9	2,352	0,266
30,0	2,399	0,227
30,1	2,432	0,203
30,2	2,450	0,197
30,3	2,442	0,213
30,4	2,414	0,242
30,5	2,367	0,287
30,6	2,307	0,336
30,7	2,246	0,393
30,8	2,184	0,447
30,9	2,130	0,494
31,0	2,088	0,527
31,1	2,061	0,540
31,2	2,054	0,542
31,3	2,075	0,518
31,4	2,109	0,479
31,5	2,160	0,428
31,6	2,226	0,369
31,7	2,291	0,314
31,8	2,349	0,261
31,9	2,402	0,222
32,0	2,432	0,200
32,1	2,450	0,195
32,2	2,442	0,209
32,3	2,412	0,240
32,4	2,364	0,287
32,5	2,307	0,338
32,6	2,244	0,393
32,7	2,184	0,453
32,8	2,127	0,495
32,9	2,082	0,528
33,0	2,063	0,543
33,1	2,060	0,540
33,2	2,076	0,515
33,3	2,111	0,474
33,4	2,163	0,425
33,5	2,225	0,366
33,6	2,288	0,311
33,7	2,349	0,264
33,8	2,399	0,227
33,9	2,430	0,200
34,0	2,445	0,197
34,1	2,439	0,212
34,2	2,414	0,242
34,3	2,369	0,288
34,4	2,312	0,341
34,5	2,247	0,399
34,6	2,184	0,453
34,7	2,132	0,498
34,8	2,087	0,528
34,9	2,064	0,548
35,0	2,058	0,542
35,1	2,076	0,513
35,2	2,112	0,476
35,3	2,162	0,425
35,4	2,220	0,366
35,5	2,288	0,312
35,6	2,346	0,257
35,7	2,397	0,219
35,8	2,429	0,197
35,9	2,445	0,194
36,0	2,438	0,210
36,1	2,411	0,245
36,2	2,367	0,291
36,3	2,312	0,344
36,4	2,252	0,401
36,5	2,187	0,459
36,6	2,133	0,501
36,7	2,090	0,533
36,8	2,064	0,543
36,9	2,064	0,539
37,0	2,082	0,515
37,1	2,117	0,471
37,2	2,163	0,422
37,3	2,223	0,363
37,4	2,286	0,306
37,5	2,348	0,257
37,6	2,394	0,216
37,7	2,427	0,195
37,8	2,445	0,191
37,9	2,439	0,210
38,0	2,408	0,243
38,1	2,364	0,290
38,2	2,309	0,348
38,3	2,247	0,405
38,4	2,186	0,456
38,5	2,130	0,504
38,6	2,084	0,536
38,7	2,063	0,548
38,8	2,058	0,542
38,9	2,081	0,516
39,0	2,117	0,474
39,1	2,168	0,419
39,2	2,226	0,359
39,3	2,283	0,305
39,4	2,343	0,254
39,5	2,393	0,216
39,6	2,426	0,194
39,7	2,438	0,191
39,8	2,436	0,206
39,9	2,406	0,243
40,0	2,361	0,290
40,1	2,307	0,347
40,2	2,243	0,408
40,3	2,184	0,462
40,4	2,135	0,509
40,5	2,096	0,539
40,6	2,067	0,548
40,7	2,064	0,542
40,8	2,082	0,516
40,9	2,118	0,473
41,0	2,169	0,417
41,1	2,226	0,360
41,2	2,288	0,300
41,3	2,348	0,249
41,4	2,397	0,212
41,5	2,426	0,192
41,6	2,439	0,188
41,7	2,435	0,207
41,8	2,408	0,245
41,9	2,363	0,293
42,0	2,310	0,351
42,1	2,252	0,411
42,2	2,192	0,468
42,3	2,136	0,513
42,4	2,094	0,542
42,5	2,070	0,554
42,6	2,067	0,545
42,7	2,087	0,515
42,8	2,120	0,471
42,9	2,168	0,417
43,0	2,226	0,360
43,1	2,288	0,299
43,2	2,348	0,248
43,3	2,393	0,207
43,4	2,423	0,188
43,5	2,438	0,186
43,6	2,427	0,204
43,7	2,402	0,242
43,8	2,361	0,294
43,9	2,307	0,353
44,0	2,247	0,413
44,1	2,187	0,467
44,2	2,133	0,516
44,3	2,096	0,542
44,4	2,073	0,552
44,5	2,072	0,545
44,6	2,090	0,516
44,7	2,121	0,471
44,8	2,169	0,419
44,9	2,226	0,357
45,0	2,289	0,296
45,1	2,345	0,243
45,2	2,393	0,207
45,3	2,423	0,185
45,4	2,433	0,185
45,5	2,424	0,207
45,6	2,399	0,245
45,7	2,355	0,293
45,8	2,303	0,351
45,9	2,243	0,414
46,0	2,189	0,471
46,1	2,135	0,519
46,2	2,099	0,545
46,3	2,075	0,554
46,4	2,072	0,546
46,5	2,091	0,521
46,6	2,124	0,474
46,7	2,175	0,419
46,8	2,229	0,357
46,9	2,288	0,297
47,0	2,343	0,246
47,1	2,390	0,204
47,2	2,424	0,183
47,3	2,436	0,183
47,4	2,424	0,203
47,5	2,397	0,240
47,6	2,355	0,296
47,7	2,301	0,354
47,8	2,247	0,414
47,9	2,187	0,471
48,0	2,135	0,519
48,1	2,097	0,551
48,2	2,078	0,558
48,3	2,076	0,554
48,4	2,097	0,521
48,5	2,127	0,476
48,6	2,175	0,417
48,7	2,234	0,353
48,8	2,292	0,293
48,9	2,346	0,243
49,0	2,388	0,204
49,1	2,418	0,183
49,2	2,430	0,183
49,3	2,420	0,203
49,4	2,396	0,240
49,5	2,351	0,293
49,6	2,300	0,353
49,7	2,240	0,411
49,8	2,186	0,470
49,9	2,133	0,518
50,0	2,102	0,548
50,1	2,079	0,561
50,2	2,076	0,549
50,3	2,096	0,522
50,4	2,132	0,474
50,5	2,178	0,420
50,6	2,235	0,357
50,7	2,295	0,291
50,8	2,348	0,243
50,9	2,393	0,204
51,0	2,417	0,180
51,1	2,429	0,179
51,2	2,417	0,201
51,3	2,391	0,240
51,4	2,349	0,293
51,5	2,297	0,356
51,6	2,244	0,416
51,7	2,187	0,474
51,8	2,138	0,519
51,9	2,100	0,551
52,0	2,084	0,564
52,1	2,084	0,552
52,2	2,097	0,522
52,3	2,135	0,477
52,4	2,186	0,419
52,5	2,241	0,356
52,6	2,300	0,294
52,7	2,349	0,240
52,8	2,387	0,198
52,9	2,418	0,176
53,0	2,429	0,179
53,1	2,420	0,200
53,2	2,394	0,236
53,3	2,349	0,288
53,4	2,294	0,356
53,5	2,240	0,419
53,6	2,183	0,474
53,7	2,138	0,525
53,8	2,103	0,551
53,9	2,085	0,563
54,0	2,087	0,552
54,1	2,109	0,522
54,2	2,141	0,476
54,3	2,184	0,422
54,4	2,241	0,357
54,5	2,300	0,296
54,6	2,354	0,242
54,7	2,391	0,200
54,8	2,417	0,182
54,9	2,426	0,180
55,0	2,415	0,200
55,1	2,391	0,239
55,2	2,346	0,291
55,3	2,289	0,351
55,4	2,231	0,416
55,5	2,180	0,476
55,6	2,135	0,519
55,7	2,100	0,551
55,8	2,084	0,563
55,9	2,087	0,555
56,0	2,109	0,525
56,1	2,141	0,479
56,2	2,187	0,420
56,3	2,244	0,359
56,4	2,301	0,294
56,5	2,349	0,240
56,6	2,394	0,201
56,7	2,418	0,179
56,8	2,423	0,176
56,9	2,411	0,195
57,0	2,381	0,239
57,1	2,337	0,291
57,2	2,289	0,354
57,3	2,232	0,417
57,4	2,178	0,476
57,5	2,132	0,519
57,6	2,099	0,552
57,7	2,085	0,564
57,8	2,091	0,554
57,9	2,109	0,527
58,0	2,147	0,480
58,1	2,195	0,422
58,2	2,253	0,359
58,3	2,307	0,294
58,4	2,358	0,239
58,5	2,396	0,201
58,6	2,418	0,180
58,7	2,424	0,179
58,8	2,411	0,201
58,9	2,381	0,236
59,0	2,336	0,290
59,1	2,283	0,351
59,2	2,226	0,419
59,3	2,178	0,476
59,4	2,130	0,524
59,5	2,103	0,555
59,6	2,085	0,566
59,7	2,091	0,557
59,8	2,112	0,527
59,9	2,151	0,480
60,0	2,198	0,422
