t / s	U_A1 / V	U_B1 / V
18,9	2,070	0,435
19,0	2,153	0,518
19,1	2,231	0,593
19,2	2,307	0,656
19,3	2,366	0,702
19,4	2,403	0,726
19,5	2,414	0,722
19,6	2,400	0,696
19,7	2,355	0,644
19,8	2,291	0,575
19,9	2,208	0,500
20,0	2,121	0,420
20,1	2,040	0,342
20,2	1,968	0,284
20,3	1,913	0,243
20,4	1,884	0,225
20,5	1,881	0,237
20,6	1,911	0,266
20,7	1,964	0,318
20,8	2,033	0,387
20,9	2,117	0,464
21,0	2,202	0,539
21,1	2,286	0,611
21,2	2,352	0,668
21,3	2,397	0,708
21,4	2,417	0,722
21,5	2,409	0,711
21,6	2,376	0,674
21,7	2,318	0,621
21,8	2,243	0,551
21,9	2,159	0,474
22,0	2,072	0,398
22,1	1,994	0,327
22,2	1,932	0,269
22,3	1,896	0,236
22,4	1,886	0,222
22,5	1,899	0,239
22,6	1,941	0,279
22,7	2,003	0,338
22,8	2,079	0,408
22,9	2,165	0,489
23,0	2,249	0,570
23,1	2,319	0,641
23,2	2,373	0,692
23,3	2,402	0,723
23,4	2,406	0,726
23,5	2,385	0,705
23,6	2,339	0,665
23,7	2,274	0,600
23,8	2,198	0,521
23,9	2,114	0,438
24,0	2,036	0,359
24,1	1,968	0,291
24,2	1,923	0,242
24,3	1,901	0,215
24,4	1,901	0,218
24,5	1,926	0,245
24,6	1,974	0,296
24,7	2,043	0,365
24,8	2,120	0,447
24,9	2,202	0,531
25,0	2,276	0,612
25,1	2,340	0,678
25,2	2,379	0,720
25,3	2,397	0,741
25,4	2,393	0,729
25,5	2,360	0,695
25,6	2,309	0,636
25,7	2,238	0,563
25,8	2,160	0,479
25,9	2,084	0,390
26,0	2,016	0,315
26,1	1,956	0,255
26,2	1,919	0,215
26,3	1,902	0,207
26,4	1,913	0,224
26,5	1,947	0,269
26,6	2,000	0,335
26,7	2,067	0,413
26,8	2,148	0,500
26,9	2,226	0,584
27,0	2,297	0,656
27,1	2,354	0,704
27,2	2,388	0,735
27,3	2,397	0,734
27,4	2,384	0,711
27,5	2,349	0,659
27,6	2,288	0,590
27,7	2,217	0,510
27,8	2,139	0,425
27,9	2,060	0,345
28,0	1,989	0,282
28,1	1,931	0,234
28,2	1,899	0,215
28,3	1,893	0,221
28,4	1,914	0,251
28,5	1,961	0,306
28,6	2,024	0,378
28,7	2,099	0,462
28,8	2,180	0,540
28,9	2,261	0,618
29,0	2,330	0,672
29,1	2,385	0,711
29,2	2,411	0,723
29,3	2,411	0,711
29,4	2,385	0,681
29,5	2,334	0,621
29,6	2,265	0,549
29,7	2,180	0,470
29,8	2,096	0,390
29,9	2,015	0,321
30,0	1,947	0,269
30,1	1,902	0,233
30,2	1,881	0,225
30,3	1,890	0,242
30,4	1,929	0,282
30,5	1,988	0,342
30,6	2,060	0,413
30,7	2,145	0,491
30,8	2,231	0,569
30,9	2,309	0,632
31,0	2,369	0,681
31,1	2,408	0,711
31,2	2,417	0,717
31,3	2,402	0,699
31,4	2,363	0,657
31,5	2,298	0,596
31,6	2,217	0,527
31,7	2,133	0,446
31,8	2,048	0,371
31,9	1,971	0,305
32,0	1,916	0,255
32,1	1,887	0,228
32,2	1,889	0,227
32,3	1,911	0,251
32,4	1,959	0,296
32,5	2,028	0,360
32,6	2,111	0,434
32,7	2,196	0,513
32,8	2,276	0,588
32,9	2,346	0,654
33,0	2,391	0,702
33,1	2,414	0,722
33,2	2,409	0,720
33,3	2,375	0,696
33,4	2,318	0,642
33,5	2,246	0,578
33,6	2,169	0,497
33,7	2,085	0,416
33,8	2,010	0,336
33,9	1,949	0,275
34,0	1,914	0,234
34,1	1,893	0,213
34,2	1,904	0,221
34,3	1,941	0,258
34,4	1,995	0,317
34,5	2,070	0,393
34,6	2,150	0,476
34,7	2,226	0,560
34,8	2,298	0,630
34,9	2,357	0,690
35,0	2,388	0,729
35,1	2,402	0,740
35,2	2,385	0,722
35,3	2,346	0,678
35,4	2,286	0,615
35,5	2,213	0,531
35,6	2,133	0,446
35,7	2,061	0,366
35,8	1,994	0,294
35,9	1,941	0,242
36,0	1,911	0,212
36,1	1,901	0,210
36,2	1,920	0,239
36,3	1,965	0,287
36,4	2,024	0,357
36,5	2,094	0,440
36,6	2,175	0,527
36,7	2,252	0,605
36,8	2,316	0,672
36,9	2,367	0,719
37,0	2,396	0,734
37,1	2,400	0,729
37,2	2,378	0,698
37,3	2,333	0,638
37,4	2,268	0,564
37,5	2,193	0,479
37,6	2,114	0,398
37,7	2,037	0,323
37,8	1,970	0,263
37,9	1,925	0,230
38,0	1,901	0,216
38,1	1,899	0,228
38,2	1,925	0,272
38,3	1,973	0,330
38,4	2,042	0,404
38,5	2,123	0,485
38,6	2,207	0,564
38,7	2,286	0,632
38,8	2,348	0,686
38,9	2,394	0,717
39,0	2,412	0,723
39,1	2,411	0,702
39,2	2,376	0,656
39,3	2,316	0,599
39,4	2,243	0,528
39,5	2,157	0,449
39,6	2,070	0,369
39,7	1,998	0,306
39,8	1,935	0,257
39,9	1,896	0,230
40,0	1,886	0,231
40,1	1,899	0,252
40,2	1,940	0,297
40,3	2,004	0,366
40,4	2,085	0,437
40,5	2,171	0,513
40,6	2,255	0,587
40,7	2,331	0,648
40,8	2,384	0,692
40,9	2,417	0,717
41,0	2,417	0,714
41,1	2,393	0,689
41,2	2,343	0,644
41,3	2,271	0,578
41,4	2,189	0,501
41,5	2,100	0,425
41,6	2,018	0,351
41,7	1,950	0,290
41,8	1,905	0,251
41,9	1,886	0,230
42,0	1,895	0,234
42,1	1,928	0,263
42,2	1,986	0,315
42,3	2,058	0,381
42,4	2,139	0,459
42,5	2,223	0,540
42,6	2,300	0,614
42,7	2,361	0,675
42,8	2,397	0,714
42,9	2,412	0,729
43,0	2,399	0,716
43,1	2,360	0,684
43,2	2,297	0,627
43,3	2,225	0,554
43,4	2,145	0,471
43,5	2,064	0,389
43,6	1,992	0,317
43,7	1,937	0,258
43,8	1,908	0,225
43,9	1,901	0,216
44,0	1,919	0,234
44,1	1,965	0,278
44,2	2,022	0,341
44,3	2,097	0,419
44,4	2,175	0,500
44,5	2,253	0,584
44,6	2,319	0,654
44,7	2,369	0,707
44,8	2,393	0,737
44,9	2,396	0,737
45,0	2,373	0,708
45,1	2,331	0,657
45,2	2,268	0,588
45,3	2,192	0,503
45,4	2,118	0,419
45,5	2,040	0,338
45,6	1,979	0,273
45,7	1,932	0,230
45,8	1,908	0,212
45,9	1,908	0,216
46,0	1,937	0,255
46,1	1,980	0,314
46,2	2,046	0,386
46,3	2,118	0,473
46,4	2,199	0,552
46,5	2,277	0,632
46,6	2,336	0,693
46,7	2,379	0,728
46,8	2,400	0,737
46,9	2,399	0,722
47,0	2,369	0,680
47,1	2,316	0,618
47,2	2,247	0,540
47,3	2,169	0,459
47,4	2,088	0,372
47,5	2,016	0,303
47,6	1,959	0,254
47,7	1,916	0,222
47,8	1,899	0,221
47,9	1,907	0,246
48,0	1,940	0,290
48,1	1,995	0,354
48,2	2,067	0,434
48,3	2,148	0,509
48,4	2,234	0,588
48,5	2,307	0,657
48,6	2,364	0,702
48,7	2,402	0,725
48,8	2,415	0,723
48,9	2,399	0,695
49,0	2,355	0,644
49,1	2,292	0,578
49,2	2,213	0,503
49,3	2,130	0,423
49,4	2,049	0,350
49,5	1,976	0,293
49,6	1,920	0,249
49,7	1,892	0,230
49,8	1,886	0,242
49,9	1,914	0,267
50,0	1,961	0,318
50,1	2,030	0,386
50,2	2,115	0,461
50,3	2,201	0,537
50,4	2,282	0,612
50,5	2,348	0,666
50,6	2,396	0,704
50,7	2,418	0,720
50,8	2,412	0,708
50,9	2,379	0,672
51,0	2,322	0,623
51,1	2,246	0,554
51,2	2,162	0,479
51,3	2,076	0,402
51,4	2,006	0,330
51,5	1,943	0,275
51,6	1,905	0,240
51,7	1,889	0,227
51,8	1,902	0,240
51,9	1,947	0,276
52,0	2,007	0,335
52,1	2,084	0,408
52,2	2,168	0,483
52,3	2,253	0,569
52,4	2,324	0,636
52,5	2,375	0,687
52,6	2,406	0,720
52,7	2,412	0,728
52,8	2,388	0,708
52,9	2,342	0,665
53,0	2,274	0,600
53,1	2,201	0,522
53,2	2,118	0,440
53,3	2,048	0,363
53,4	1,979	0,296
53,5	1,929	0,248
53,6	1,904	0,216
53,7	1,907	0,219
53,8	1,932	0,243
53,9	1,979	0,293
54,0	2,046	0,360
54,1	2,120	0,446
54,2	2,198	0,528
54,3	2,273	0,609
54,4	2,334	0,674
54,5	2,379	0,719
54,6	2,400	0,737
54,7	2,394	0,728
54,8	2,366	0,695
54,9	2,316	0,636
55,0	2,243	0,564
55,1	2,171	0,479
55,2	2,094	0,395
55,3	2,022	0,318
55,4	1,964	0,260
55,5	1,925	0,222
55,6	1,907	0,210
55,7	1,913	0,224
55,8	1,947	0,270
55,9	2,000	0,333
56,0	2,070	0,413
56,1	2,147	0,497
56,2	2,225	0,578
56,3	2,298	0,647
56,4	2,352	0,702
56,5	2,391	0,728
56,6	2,403	0,732
56,7	2,391	0,708
56,8	2,357	0,657
56,9	2,298	0,594
57,0	2,220	0,513
57,1	2,144	0,432
57,2	2,066	0,353
57,3	1,997	0,288
57,4	1,943	0,240
57,5	1,908	0,222
57,6	1,901	0,227
57,7	1,919	0,255
57,8	1,959	0,308
57,9	2,024	0,378
58,0	2,096	0,456
58,1	2,177	0,536
58,2	2,259	0,609
58,3	2,328	0,668
58,4	2,379	0,708
58,5	2,409	0,719
58,6	2,411	0,713
58,7	2,387	0,677
58,8	2,337	0,624
58,9	2,268	0,552
59,0	2,186	0,476
59,1	2,099	0,399
59,2	2,025	0,327
59,3	1,956	0,273
59,4	1,910	0,240
59,5	1,887	0,230
59,6	1,893	0,246
59,7	1,926	0,282
59,8	1,980	0,338
59,9	2,055	0,411
60,0	2,144	0,485
