t / s	U_A1 / V	U_B1 / V
56,3	1,968	0,650
56,4	1,997	0,611
56,5	2,051	0,549
56,6	2,118	0,477
56,7	2,196	0,410
56,8	2,256	0,341
56,9	2,309	0,299
57,0	2,336	0,281
57,1	2,331	0,291
57,2	2,306	0,329
57,3	2,256	0,387
57,4	2,187	0,464
57,5	2,118	0,533
57,6	2,051	0,599
57,7	2,001	0,647
57,8	1,970	0,668
57,9	1,970	0,665
58,0	1,998	0,632
58,1	2,046	0,572
58,2	2,106	0,503
58,3	2,178	0,428
58,4	2,244	0,357
58,5	2,298	0,306
58,6	2,327	0,282
58,7	2,336	0,288
58,8	2,313	0,312
58,9	2,265	0,365
59,0	2,201	0,432
59,1	2,133	0,507
59,2	2,067	0,579
59,3	2,010	0,632
59,4	1,979	0,662
59,5	1,971	0,665
59,6	1,991	0,642
59,7	2,039	0,593
59,8	2,096	0,527
59,9	2,169	0,453
60,0	2,234	0,383
