t / s	U_A1 / V	U_B1 / V
27,3	2,114	0,348
27,4	2,066	0,297
27,5	2,028	0,261
27,6	2,010	0,240
27,7	2,009	0,242
27,8	2,025	0,260
27,9	2,055	0,303
28,0	2,105	0,353
28,1	2,159	0,413
28,2	2,220	0,480
28,3	2,273	0,536
28,4	2,316	0,587
28,5	2,348	0,620
28,6	2,363	0,635
28,7	2,360	0,627
28,8	2,340	0,599
28,9	2,304	0,554
29,0	2,256	0,498
29,1	2,202	0,437
29,2	2,144	0,374
29,3	2,091	0,318
29,4	2,048	0,272
29,5	2,015	0,243
29,6	2,003	0,236
29,7	2,012	0,251
29,8	2,030	0,284
29,9	2,070	0,329
30,0	2,123	0,387
30,1	2,178	0,453
30,2	2,235	0,513
30,3	2,289	0,570
30,4	2,331	0,606
30,5	2,360	0,630
30,6	2,369	0,635
30,7	2,361	0,617
30,8	2,336	0,578
30,9	2,295	0,525
31,0	2,243	0,462
31,1	2,181	0,404
31,2	2,124	0,344
31,3	2,072	0,294
31,4	2,033	0,260
31,5	2,009	0,242
31,6	2,004	0,246
31,7	2,016	0,270
31,8	2,045	0,309
31,9	2,090	0,363
32,0	2,145	0,425
32,1	2,204	0,488
32,2	2,261	0,542
32,3	2,309	0,588
32,4	2,351	0,615
32,5	2,372	0,627
32,6	2,375	0,621
32,7	2,360	0,593
32,8	2,325	0,549
32,9	2,276	0,498
33,0	2,219	0,435
33,1	2,156	0,372
33,2	2,099	0,321
33,3	2,051	0,281
33,4	2,016	0,255
33,5	1,995	0,249
33,6	1,998	0,266
33,7	2,018	0,294
33,8	2,060	0,341
33,9	2,112	0,393
34,0	2,168	0,453
34,1	2,231	0,512
34,2	2,288	0,563
34,3	2,340	0,599
34,4	2,370	0,618
34,5	2,382	0,618
34,6	2,378	0,600
34,7	2,349	0,569
34,8	2,304	0,524
34,9	2,250	0,468
35,0	2,189	0,408
35,1	2,124	0,353
35,2	2,070	0,311
35,3	2,027	0,272
35,4	1,998	0,258
35,5	1,991	0,260
35,6	2,001	0,279
35,7	2,034	0,315
35,8	2,084	0,365
35,9	2,142	0,417
36,0	2,205	0,477
36,1	2,268	0,528
36,2	2,325	0,575
36,3	2,364	0,602
36,4	2,387	0,612
36,5	2,384	0,611
36,6	2,363	0,585
36,7	2,331	0,549
36,8	2,277	0,500
36,9	2,216	0,443
37,0	2,151	0,384
37,1	2,093	0,332
37,2	2,042	0,294
37,3	2,004	0,267
37,4	1,986	0,260
37,5	1,989	0,263
37,6	2,013	0,291
37,7	2,057	0,333
37,8	2,112	0,384
37,9	2,177	0,440
38,0	2,240	0,495
38,1	2,297	0,543
38,2	2,345	0,584
38,3	2,375	0,605
38,4	2,387	0,615
38,5	2,378	0,602
38,6	2,348	0,572
38,7	2,306	0,533
38,8	2,249	0,479
38,9	2,181	0,425
39,0	2,118	0,371
39,1	2,061	0,318
39,2	2,016	0,285
39,3	1,991	0,263
39,4	1,989	0,260
39,5	2,004	0,276
39,6	2,039	0,305
39,7	2,090	0,350
39,8	2,150	0,407
39,9	2,211	0,464
40,0	2,270	0,515
40,1	2,324	0,561
40,2	2,361	0,593
40,3	2,382	0,614
40,4	2,378	0,614
40,5	2,360	0,596
40,6	2,322	0,560
40,7	2,270	0,513
40,8	2,210	0,459
40,9	2,148	0,405
41,0	2,087	0,345
41,1	2,040	0,302
41,2	2,007	0,270
41,3	1,991	0,257
41,4	1,997	0,261
41,5	2,022	0,281
41,6	2,063	0,320
41,7	2,120	0,368
41,8	2,181	0,422
41,9	2,243	0,482
42,0	2,300	0,537
42,1	2,343	0,582
42,2	2,375	0,608
42,3	2,382	0,621
42,4	2,372	0,614
42,5	2,340	0,588
42,6	2,294	0,546
42,7	2,237	0,494
42,8	2,174	0,434
42,9	2,111	0,377
43,0	2,061	0,323
43,1	2,025	0,284
43,2	2,001	0,261
43,3	1,995	0,246
43,4	2,012	0,263
43,5	2,043	0,290
43,6	2,094	0,333
43,7	2,154	0,390
43,8	2,211	0,453
43,9	2,268	0,512
44,0	2,319	0,564
44,1	2,351	0,605
44,2	2,373	0,626
44,3	2,370	0,627
44,4	2,349	0,614
44,5	2,309	0,573
44,6	2,264	0,524
44,7	2,208	0,468
44,8	2,147	0,405
44,9	2,090	0,347
45,0	2,048	0,297
45,1	2,016	0,261
45,2	2,003	0,243
45,3	2,009	0,245
45,4	2,030	0,272
45,5	2,067	0,309
45,6	2,117	0,362
45,7	2,169	0,426
45,8	2,231	0,489
45,9	2,286	0,545
46,0	2,330	0,591
46,1	2,355	0,626
46,2	2,370	0,636
46,3	2,358	0,624
46,4	2,333	0,596
46,5	2,292	0,552
46,6	2,241	0,492
46,7	2,186	0,434
46,8	2,130	0,369
46,9	2,078	0,317
47,0	2,040	0,273
47,1	2,015	0,246
47,2	2,004	0,239
47,3	2,022	0,257
47,4	2,051	0,288
47,5	2,090	0,336
47,6	2,141	0,399
47,7	2,196	0,461
47,8	2,253	0,521
47,9	2,304	0,572
48,0	2,340	0,614
48,1	2,360	0,632
48,2	2,366	0,633
48,3	2,352	0,611
48,4	2,322	0,575
48,5	2,273	0,519
48,6	2,220	0,458
48,7	2,163	0,401
48,8	2,109	0,336
48,9	2,063	0,288
49,0	2,030	0,257
49,1	2,010	0,242
49,2	2,009	0,249
49,3	2,025	0,272
49,4	2,058	0,315
49,5	2,105	0,369
49,6	2,160	0,434
49,7	2,217	0,497
49,8	2,271	0,555
49,9	2,321	0,600
50,0	2,352	0,627
50,1	2,366	0,633
50,2	2,361	0,623
50,3	2,345	0,591
50,4	2,307	0,548
50,5	2,258	0,489
50,6	2,201	0,426
50,7	2,142	0,366
50,8	2,090	0,311
50,9	2,048	0,270
51,0	2,016	0,249
51,1	2,009	0,245
51,2	2,013	0,263
51,3	2,042	0,297
51,4	2,079	0,345
51,5	2,126	0,402
51,6	2,184	0,464
51,7	2,244	0,522
51,8	2,295	0,578
51,9	2,337	0,609
52,0	2,361	0,626
52,1	2,372	0,627
52,2	2,364	0,605
52,3	2,334	0,567
52,4	2,289	0,512
52,5	2,237	0,455
52,6	2,174	0,395
52,7	2,118	0,333
52,8	2,067	0,291
52,9	2,024	0,261
53,0	2,004	0,251
53,1	1,997	0,257
53,2	2,012	0,282
53,3	2,045	0,324
53,4	2,096	0,375
53,5	2,154	0,437
53,6	2,213	0,495
53,7	2,268	0,546
53,8	2,321	0,585
53,9	2,358	0,612
54,0	2,378	0,620
54,1	2,375	0,611
54,2	2,355	0,581
54,3	2,315	0,536
54,4	2,267	0,482
54,5	2,210	0,426
54,6	2,147	0,368
54,7	2,084	0,318
54,8	2,039	0,284
54,9	2,010	0,260
55,0	1,991	0,257
55,1	1,997	0,269
55,2	2,021	0,302
55,3	2,064	0,347
55,4	2,120	0,402
55,5	2,181	0,459
55,6	2,243	0,515
55,7	2,303	0,560
55,8	2,346	0,596
55,9	2,373	0,612
56,0	2,384	0,614
56,1	2,375	0,594
56,2	2,342	0,560
56,3	2,294	0,516
56,4	2,238	0,461
56,5	2,174	0,405
56,6	2,115	0,351
56,7	2,057	0,308
56,8	2,015	0,278
56,9	1,991	0,261
57,0	1,986	0,264
57,1	2,006	0,284
57,2	2,039	0,323
57,3	2,091	0,369
57,4	2,154	0,420
57,5	2,219	0,480
57,6	2,277	0,530
57,7	2,328	0,570
57,8	2,366	0,605
57,9	2,382	0,609
58,0	2,382	0,608
58,1	2,360	0,582
58,2	2,322	0,543
58,3	2,264	0,494
58,4	2,201	0,438
58,5	2,135	0,384
58,6	2,075	0,333
58,7	2,027	0,296
58,8	1,997	0,269
58,9	1,988	0,261
59,0	1,997	0,270
59,1	2,024	0,293
59,2	2,066	0,338
59,3	2,123	0,384
59,4	2,189	0,446
59,5	2,249	0,497
59,6	2,304	0,548
59,7	2,354	0,584
59,8	2,378	0,605
59,9	2,384	0,614
60,0	2,370	0,602
