t / s	U_A1 / V	U_B1 / V
15,6	2,406	0,228
15,7	2,393	0,248
15,8	2,363	0,279
15,9	2,324	0,326
16,0	2,274	0,372
16,1	2,223	0,422
16,2	2,178	0,459
16,3	2,141	0,494
16,4	2,111	0,512
16,5	2,099	0,516
16,6	2,105	0,503
16,7	2,124	0,479
16,8	2,162	0,437
16,9	2,204	0,392
17,0	2,250	0,345
17,1	2,300	0,297
17,2	2,346	0,261
17,3	2,381	0,236
17,4	2,403	0,222
17,5	2,406	0,227
17,6	2,393	0,249
17,7	2,363	0,279
17,8	2,322	0,323
17,9	2,276	0,371
18,0	2,228	0,422
18,1	2,181	0,464
18,2	2,141	0,497
18,3	2,114	0,515
18,4	2,100	0,519
18,5	2,106	0,504
18,6	2,123	0,480
18,7	2,157	0,438
18,8	2,201	0,393
18,9	2,252	0,341
19,0	2,300	0,299
19,1	2,346	0,261
19,2	2,381	0,233
19,3	2,400	0,222
19,4	2,403	0,230
19,5	2,388	0,246
19,6	2,361	0,338
19,7	2,309	0,338
19,8	2,276	0,374
19,9	2,225	0,420
20,0	2,178	0,465
20,1	2,141	0,500
20,2	2,115	0,519
20,3	2,103	0,521
20,4	2,106	0,507
20,5	2,129	0,477
20,6	2,160	0,438
20,7	2,207	0,393
20,8	2,252	0,341
20,9	2,298	0,297
21,0	2,343	0,255
21,1	2,379	0,230
21,2	2,396	0,224
21,3	2,400	0,228
21,4	2,388	0,252
21,5	2,361	0,279
21,6	2,321	0,324
21,7	2,274	0,375
21,8	2,225	0,426
21,9	2,181	0,467
22,0	2,145	0,501
22,1	2,117	0,522
22,2	2,105	0,524
22,3	2,111	0,507
22,4	2,132	0,479
22,5	2,166	0,440
22,6	2,208	0,393
22,7	2,256	0,341
22,8	2,301	0,293
22,9	2,343	0,255
23,0	2,376	0,230
23,1	2,396	0,218
23,2	2,397	0,224
23,3	2,387	0,245
23,4	2,360	0,279
23,5	2,319	0,326
23,6	2,276	0,375
23,7	2,225	0,423
23,8	2,177	0,470
23,9	2,141	0,498
24,0	2,117	0,519
24,1	2,108	0,519
24,2	2,111	0,509
24,3	2,130	0,482
24,4	2,163	0,440
24,5	2,210	0,393
24,6	2,255	0,341
24,7	2,304	0,293
24,8	2,349	0,254
24,9	2,379	0,231
25,0	2,394	0,216
25,1	2,397	0,228
25,2	2,384	0,248
25,3	2,354	0,284
25,4	2,316	0,326
25,5	2,270	0,374
25,6	2,225	0,428
25,7	2,180	0,474
25,8	2,144	0,504
25,9	2,115	0,522
26,0	2,106	0,525
26,1	2,114	0,510
26,2	2,138	0,480
26,3	2,171	0,437
26,4	2,214	0,389
26,5	2,259	0,339
26,6	2,304	0,293
26,7	2,346	0,255
26,8	2,375	0,230
26,9	2,393	0,218
27,0	2,396	0,222
27,1	2,381	0,248
27,2	2,352	0,282
27,3	2,316	0,327
27,4	2,268	0,375
27,5	2,220	0,426
27,6	2,177	0,470
27,7	2,139	0,503
27,8	2,118	0,522
27,9	2,109	0,525
28,0	2,117	0,510
28,1	2,139	0,479
28,2	2,172	0,443
28,3	2,213	0,393
28,4	2,262	0,342
28,5	2,307	0,291
28,6	2,351	0,252
28,7	2,378	0,227
28,8	2,393	0,218
28,9	2,399	0,225
29,0	2,382	0,246
29,1	2,357	0,282
29,2	2,315	0,330
29,3	2,265	0,378
29,4	2,220	0,428
29,5	2,180	0,471
29,6	2,142	0,503
29,7	2,120	0,522
29,8	2,108	0,525
29,9	2,118	0,510
30,0	2,141	0,482
30,1	2,178	0,441
30,2	2,219	0,390
30,3	2,264	0,339
30,4	2,309	0,291
30,5	2,351	0,249
30,6	2,381	0,224
30,7	2,391	0,215
30,8	2,394	0,225
30,9	2,381	0,245
31,0	2,346	0,281
31,1	2,307	0,324
31,2	2,262	0,372
31,3	2,219	0,428
31,4	2,175	0,470
31,5	2,139	0,504
31,6	2,120	0,522
31,7	2,114	0,527
31,8	2,118	0,513
31,9	2,141	0,482
32,0	2,175	0,441
32,1	2,219	0,396
32,2	2,265	0,341
32,3	2,313	0,291
32,4	2,349	0,252
32,5	2,378	0,228
32,6	2,393	0,218
32,7	2,390	0,224
32,8	2,375	0,242
32,9	2,348	0,281
33,0	2,306	0,326
33,1	2,259	0,380
33,2	2,216	0,429
33,3	2,171	0,471
33,4	2,139	0,507
33,5	2,118	0,527
33,6	2,109	0,528
33,7	2,121	0,510
33,8	2,145	0,482
33,9	2,178	0,441
34,0	2,217	0,392
34,1	2,264	0,341
34,2	2,315	0,293
34,3	2,349	0,252
34,4	2,376	0,224
34,5	2,391	0,216
34,6	2,390	0,221
34,7	2,372	0,245
34,8	2,345	0,281
34,9	2,306	0,323
35,0	2,259	0,375
35,1	2,213	0,426
35,2	2,171	0,471
35,3	2,139	0,506
35,4	2,118	0,527
35,5	2,112	0,525
35,6	2,120	0,510
35,7	2,145	0,485
35,8	2,178	0,441
35,9	2,220	0,390
36,0	2,268	0,339
36,1	2,313	0,288
36,2	2,351	0,249
36,3	2,381	0,221
36,4	2,394	0,212
36,5	2,393	0,218
36,6	2,372	0,242
36,7	2,342	0,278
36,8	2,301	0,324
36,9	2,258	0,375
37,0	2,210	0,425
37,1	2,165	0,468
37,2	2,133	0,503
37,3	2,114	0,521
37,4	2,112	0,528
37,5	2,121	0,510
37,6	2,145	0,482
37,7	2,181	0,440
37,8	2,225	0,392
37,9	2,274	0,336
38,0	2,321	0,291
38,1	2,354	0,251
38,2	2,381	0,222
38,3	2,393	0,212
38,4	2,387	0,215
38,5	2,369	0,240
38,6	2,339	0,281
38,7	2,300	0,324
38,8	2,253	0,374
38,9	2,208	0,425
39,0	2,168	0,471
39,1	2,136	0,504
39,2	2,117	0,522
39,3	2,112	0,528
39,4	2,123	0,513
39,5	2,144	0,480
39,6	2,181	0,437
39,7	2,228	0,390
39,8	2,273	0,336
39,9	2,318	0,287
40,0	2,357	0,249
40,1	2,382	0,224
40,2	2,393	0,213
40,3	2,388	0,219
40,4	2,370	0,240
40,5	2,339	0,278
40,6	2,295	0,324
40,7	2,250	0,377
40,8	2,205	0,428
40,9	2,165	0,470
41,0	2,138	0,503
41,1	2,117	0,524
41,2	2,114	0,525
41,3	2,126	0,513
41,4	2,151	0,480
41,5	2,186	0,441
41,6	2,229	0,395
41,7	2,277	0,338
41,8	2,324	0,291
41,9	2,361	0,252
42,0	2,384	0,225
42,1	2,397	0,215
42,2	2,393	0,222
42,3	2,370	0,245
42,4	2,336	0,278
42,5	2,297	0,323
42,6	2,250	0,374
42,7	2,204	0,425
42,8	2,165	0,470
42,9	2,136	0,504
43,0	2,118	0,522
43,1	2,109	0,524
43,2	2,124	0,510
43,3	2,150	0,480
43,4	2,187	0,438
43,5	2,231	0,389
43,6	2,279	0,338
43,7	2,324	0,294
43,8	2,358	0,255
43,9	2,382	0,227
44,0	2,394	0,218
44,1	2,388	0,219
44,2	2,366	0,242
44,3	2,334	0,279
44,4	2,297	0,324
44,5	2,247	0,375
44,6	2,202	0,428
44,7	2,160	0,468
44,8	2,130	0,501
44,9	2,111	0,521
45,0	2,111	0,524
45,1	2,123	0,506
45,2	2,153	0,477
45,3	2,190	0,437
45,4	2,237	0,390
45,5	2,288	0,336
45,6	2,328	0,290
45,7	2,364	0,255
45,8	2,388	0,227
45,9	2,396	0,216
46,0	2,388	0,224
46,1	2,367	0,245
46,2	2,333	0,278
46,3	2,291	0,324
46,4	2,244	0,374
46,5	2,199	0,425
46,6	2,154	0,470
46,7	2,127	0,501
46,8	2,114	0,519
46,9	2,109	0,522
47,0	2,123	0,507
47,1	2,150	0,480
47,2	2,190	0,438
47,3	2,237	0,393
47,4	2,285	0,342
47,5	2,325	0,293
47,6	2,364	0,252
47,7	2,390	0,228
47,8	2,396	0,215
47,9	2,391	0,222
48,0	2,370	0,251
48,1	2,337	0,284
48,2	2,291	0,326
48,3	2,243	0,377
48,4	2,196	0,425
48,5	2,157	0,468
48,6	2,130	0,498
48,7	2,111	0,518
48,8	2,109	0,524
48,9	2,124	0,509
49,0	2,150	0,482
49,1	2,190	0,438
49,2	2,238	0,390
49,3	2,286	0,342
49,4	2,330	0,291
49,5	2,367	0,254
49,6	2,393	0,227
49,7	2,400	0,216
49,8	2,387	0,222
49,9	2,367	0,248
50,0	2,331	0,281
50,1	2,286	0,327
50,2	2,240	0,375
50,3	2,195	0,426
50,4	2,153	0,470
50,5	2,124	0,498
50,6	2,109	0,516
50,7	2,108	0,519
50,8	2,121	0,503
50,9	2,154	0,477
51,0	2,193	0,440
51,1	2,238	0,390
51,2	2,288	0,339
51,3	2,331	0,296
51,4	2,369	0,257
51,5	2,393	0,233
51,6	2,399	0,221
51,7	2,390	0,225
51,8	2,370	0,246
51,9	2,333	0,284
52,0	2,285	0,327
52,1	2,240	0,377
52,2	2,193	0,426
52,3	2,151	0,468
52,4	2,123	0,495
52,5	2,108	0,516
52,6	2,109	0,516
52,7	2,123	0,503
52,8	2,154	0,476
52,9	2,195	0,434
53,0	2,243	0,387
53,1	2,289	0,339
53,2	2,337	0,291
53,3	2,372	0,258
53,4	2,394	0,231
53,5	2,400	0,224
53,6	2,394	0,228
53,7	2,372	0,254
53,8	2,333	0,285
53,9	2,289	0,332
54,0	2,238	0,378
54,1	2,190	0,425
54,2	2,151	0,467
54,3	2,120	0,495
54,4	2,106	0,516
54,5	2,109	0,513
54,6	2,123	0,503
54,7	2,154	0,474
54,8	2,196	0,435
54,9	2,243	0,387
55,0	2,291	0,336
55,1	2,337	0,293
55,2	2,372	0,261
55,3	2,396	0,234
55,4	2,403	0,225
55,5	2,393	0,234
55,6	2,367	0,254
55,7	2,336	0,285
55,8	2,291	0,330
55,9	2,243	0,380
56,0	2,193	0,429
56,1	2,153	0,468
56,2	2,123	0,498
56,3	2,105	0,513
56,4	2,106	0,515
56,5	2,123	0,503
56,6	2,157	0,473
56,7	2,196	0,432
56,8	2,241	0,387
56,9	2,292	0,339
57,0	2,340	0,293
57,1	2,375	0,260
57,2	2,400	0,236
57,3	2,405	0,228
57,4	2,397	0,231
57,5	2,370	0,252
57,6	2,331	0,290
57,7	2,289	0,332
57,8	2,241	0,380
57,9	2,193	0,422
58,0	2,151	0,464
58,1	2,120	0,497
58,2	2,103	0,512
58,3	2,103	0,516
58,4	2,120	0,497
58,5	2,147	0,470
58,6	2,192	0,429
58,7	2,246	0,383
58,8	2,292	0,338
58,9	2,339	0,294
59,0	2,376	0,257
59,1	2,399	0,234
59,2	2,406	0,228
59,3	2,400	0,236
59,4	2,373	0,261
59,5	2,331	0,291
59,6	2,286	0,336
59,7	2,237	0,384
59,8	2,190	0,428
59,9	2,150	0,470
60,0	2,117	0,497
