t / s	U_A1 / V	U_B1 / V
9,3	1,986	0,116
9,4	2,114	0,237
9,5	2,253	0,374
9,6	2,388	0,507
9,7	2,511	0,630
9,8	2,607	0,722
9,9	2,672	0,780
10,0	2,687	0,798
10,1	2,660	0,770
10,2	2,592	0,705
10,3	2,487	0,597
10,4	2,360	0,473
10,5	2,220	0,335
10,6	2,087	0,203
10,7	1,970	0,084
10,8	1,880	0,000
10,9	1,827	-0,051
11,0	1,820	-0,056
11,1	1,856	-0,015
11,2	1,934	0,062
11,3	2,043	0,168
11,4	2,171	0,296
11,5	2,313	0,431
11,6	2,445	0,563
11,7	2,559	0,677
11,8	2,639	0,758
11,9	2,682	0,795
12,0	2,679	0,792
12,1	2,637	0,746
12,2	2,553	0,659
12,3	2,438	0,540
12,4	2,298	0,410
12,5	2,162	0,276
12,6	2,030	0,146
12,7	1,926	0,042
12,8	1,854	-0,029
12,9	1,824	-0,057
13,0	1,838	-0,039
13,1	1,890	0,012
13,2	1,979	0,107
13,3	2,103	0,222
13,4	2,238	0,363
13,5	2,373	0,500
13,6	2,499	0,623
13,7	2,595	0,719
13,8	2,660	0,782
13,9	2,681	0,800
14,0	2,661	0,779
14,1	2,598	0,711
14,2	2,501	0,611
14,3	2,376	0,482
14,4	2,238	0,345
14,5	2,102	0,209
14,6	1,983	0,095
14,7	1,889	0,002
14,8	1,838	-0,048
14,9	1,826	-0,057
15,0	1,856	-0,024
15,1	1,926	0,051
15,2	2,030	0,156
15,3	2,160	0,287
15,4	2,298	0,426
15,5	2,430	0,561
15,6	2,544	0,672
15,7	2,625	0,752
15,8	2,676	0,794
15,9	2,678	0,795
16,0	2,639	0,752
16,1	2,559	0,668
16,2	2,447	0,552
16,3	2,315	0,420
16,4	2,178	0,284
16,5	2,048	0,153
16,6	1,941	0,045
16,7	1,868	-0,027
16,8	1,829	-0,060
16,9	1,836	-0,048
17,0	1,881	0,003
17,1	1,970	0,098
17,2	2,085	0,218
17,3	2,216	0,353
17,4	2,355	0,491
17,5	2,480	0,614
17,6	2,580	0,716
17,7	2,649	0,780
17,8	2,676	0,803
17,9	2,660	0,785
18,0	2,603	0,719
18,1	2,508	0,620
18,2	2,390	0,492
18,3	2,255	0,354
18,4	2,118	0,221
18,5	1,997	0,098
18,6	1,902	0,006
18,7	1,845	-0,048
18,8	1,827	-0,059
18,9	1,853	-0,030
19,0	1,917	0,041
19,1	2,015	0,149
19,2	2,144	0,279
19,3	2,277	0,413
19,4	2,409	0,549
19,5	2,531	0,669
19,6	2,613	0,753
19,7	2,666	0,794
19,8	2,676	0,797
19,9	2,637	0,758
20,0	2,564	0,677
20,1	2,457	0,561
20,2	2,331	0,432
20,3	2,190	0,293
20,4	2,066	0,156
20,5	1,955	0,048
20,6	1,877	-0,023
20,7	1,833	-0,062
20,8	1,836	-0,056
20,9	1,877	0,000
21,0	1,958	0,089
21,1	2,070	0,203
21,2	2,202	0,338
21,3	2,342	0,480
21,4	2,466	0,605
21,5	2,573	0,708
21,6	2,643	0,777
21,7	2,675	0,801
21,8	2,663	0,788
21,9	2,609	0,725
22,0	2,520	0,623
22,1	2,403	0,500
22,2	2,268	0,363
22,3	2,136	0,228
22,4	2,012	0,104
22,5	1,919	0,011
22,6	1,857	-0,048
22,7	1,832	-0,062
22,8	1,853	-0,030
22,9	1,911	0,039
23,0	2,007	0,141
23,1	2,129	0,269
23,2	2,261	0,408
23,3	2,394	0,542
23,4	2,514	0,659
23,5	2,604	0,744
23,6	2,663	0,795
23,7	2,672	0,806
23,8	2,642	0,762
23,9	2,571	0,681
24,0	2,469	0,575
24,1	2,346	0,440
24,2	2,210	0,302
24,3	2,082	0,170
24,4	1,965	0,059
24,5	1,883	-0,021
24,6	1,841	-0,059
24,7	1,838	-0,053
24,8	1,875	-0,005
24,9	1,953	0,080
25,0	2,063	0,198
25,1	2,190	0,332
25,2	2,319	0,473
25,3	2,448	0,599
25,4	2,556	0,705
25,5	2,636	0,773
25,6	2,673	0,804
25,7	2,667	0,789
25,8	2,621	0,726
25,9	2,534	0,633
26,0	2,415	0,509
26,1	2,286	0,372
26,2	2,153	0,236
26,3	2,028	0,114
26,4	1,929	0,017
26,5	1,862	-0,042
26,6	1,833	-0,059
26,7	1,850	-0,033
26,8	1,907	0,030
26,9	1,995	0,137
27,0	2,111	0,260
27,1	2,244	0,399
27,2	2,382	0,539
27,3	2,501	0,656
27,4	2,598	0,741
27,5	2,660	0,794
27,6	2,676	0,800
27,7	2,652	0,767
27,8	2,583	0,690
27,9	2,486	0,578
28,0	2,363	0,447
28,1	2,229	0,309
28,2	2,097	0,177
28,3	1,979	0,066
28,4	1,893	-0,014
28,5	1,841	-0,057
28,6	1,832	-0,051
28,7	1,865	-0,006
28,8	1,938	0,078
28,9	2,043	0,195
29,0	2,171	0,323
29,1	2,306	0,462
29,2	2,433	0,590
29,3	2,547	0,696
29,4	2,624	0,771
29,5	2,669	0,798
29,6	2,670	0,788
29,7	2,628	0,734
29,8	2,543	0,638
29,9	2,433	0,519
30,0	2,303	0,383
30,1	2,172	0,248
30,2	2,046	0,126
30,3	1,941	0,026
30,4	1,871	-0,036
30,5	1,835	-0,057
30,6	1,844	-0,038
30,7	1,892	0,029
30,8	1,980	0,129
30,9	2,099	0,254
31,0	2,229	0,390
31,1	2,364	0,530
31,2	2,489	0,644
31,3	2,589	0,735
31,4	2,652	0,785
31,5	2,678	0,801
31,6	2,658	0,773
31,7	2,594	0,695
31,8	2,501	0,590
31,9	2,381	0,459
32,0	2,247	0,318
32,1	2,117	0,185
32,2	1,997	0,074
32,3	1,907	-0,005
32,4	1,851	-0,048
32,5	1,836	-0,050
32,6	1,863	-0,008
32,7	1,929	0,074
32,8	2,031	0,180
32,9	2,156	0,314
33,0	2,289	0,452
33,1	2,420	0,579
33,2	2,537	0,687
33,3	2,621	0,764
33,4	2,670	0,797
33,5	2,675	0,785
33,6	2,637	0,732
33,7	2,561	0,645
33,8	2,448	0,527
33,9	2,321	0,395
34,0	2,186	0,258
34,1	2,057	0,134
34,2	1,947	0,033
34,3	1,874	-0,030
34,4	1,833	-0,053
34,5	1,839	-0,035
34,6	1,884	0,024
34,7	1,970	0,123
34,8	2,087	0,245
34,9	2,214	0,384
35,0	2,348	0,518
35,1	2,474	0,636
35,2	2,577	0,728
35,3	2,649	0,785
35,4	2,676	0,798
35,5	2,666	0,768
35,6	2,610	0,696
35,7	2,514	0,594
35,8	2,396	0,470
35,9	2,262	0,332
36,0	2,124	0,200
36,1	2,003	0,089
36,2	1,905	0,006
36,3	1,848	-0,042
36,4	1,829	-0,044
36,5	1,853	-0,008
36,6	1,919	0,071
36,7	2,015	0,177
36,8	2,141	0,309
36,9	2,271	0,440
37,0	2,408	0,573
37,1	2,525	0,681
37,2	2,616	0,755
37,3	2,670	0,794
37,4	2,679	0,788
37,5	2,643	0,738
37,6	2,570	0,651
37,7	2,462	0,540
37,8	2,336	0,408
37,9	2,201	0,269
38,0	2,069	0,144
38,1	1,958	0,047
38,2	1,878	-0,023
38,3	1,836	-0,050
38,4	1,832	-0,030
38,5	1,877	0,026
38,6	1,959	0,111
38,7	2,070	0,236
38,8	2,204	0,369
38,9	2,343	0,504
39,0	2,471	0,621
39,1	2,576	0,717
39,2	2,649	0,773
39,3	2,682	0,791
39,4	2,672	0,765
39,5	2,618	0,699
39,6	2,529	0,603
39,7	2,409	0,477
39,8	2,276	0,344
39,9	2,138	0,212
40,0	2,016	0,099
40,1	1,916	0,014
40,2	1,850	-0,036
40,3	1,827	-0,044
40,4	1,847	-0,008
40,5	1,908	0,063
40,6	2,007	0,171
40,7	2,129	0,296
40,8	2,268	0,435
40,9	2,400	0,560
41,0	2,519	0,669
41,1	2,613	0,746
41,2	2,670	0,789
41,3	2,684	0,786
41,4	2,652	0,741
41,5	2,583	0,657
41,6	2,478	0,545
41,7	2,348	0,417
41,8	2,210	0,290
41,9	2,079	0,158
42,0	1,958	0,051
42,1	1,877	-0,012
42,2	1,835	-0,047
42,3	1,830	-0,032
42,4	1,872	0,023
42,5	1,949	0,110
42,6	2,061	0,227
42,7	2,189	0,357
42,8	2,324	0,486
42,9	2,456	0,609
43,0	2,567	0,705
43,1	2,643	0,764
43,2	2,679	0,786
43,3	2,673	0,764
43,4	2,625	0,704
43,5	2,537	0,608
43,6	2,421	0,488
43,7	2,288	0,357
43,8	2,147	0,227
43,9	2,021	0,113
44,0	1,920	0,023
44,1	1,854	-0,023
44,2	1,824	-0,038
44,3	1,839	-0,006
44,4	1,898	0,062
44,5	1,991	0,162
44,6	2,109	0,284
44,7	2,246	0,416
44,8	2,378	0,543
44,9	2,507	0,653
45,0	2,603	0,734
45,1	2,663	0,777
45,2	2,685	0,779
45,3	2,660	0,741
45,4	2,592	0,660
45,5	2,487	0,554
45,6	2,361	0,428
45,7	2,223	0,293
45,8	2,087	0,171
45,9	1,970	0,072
46,0	1,883	-0,003
46,1	1,830	-0,038
46,2	1,824	-0,032
46,3	1,857	0,020
46,4	1,937	0,104
46,5	2,042	0,216
46,6	2,174	0,344
46,7	2,316	0,474
46,8	2,445	0,597
46,9	2,556	0,696
47,0	2,642	0,759
47,1	2,684	0,785
47,2	2,682	0,767
47,3	2,634	0,711
47,4	2,547	0,615
47,5	2,432	0,500
47,6	2,298	0,369
47,7	2,162	0,242
47,8	2,031	0,123
47,9	1,925	0,035
48,0	1,854	-0,021
48,1	1,821	-0,035
48,2	1,832	-0,012
48,3	1,889	0,054
48,4	1,982	0,147
48,5	2,103	0,273
48,6	2,240	0,401
48,7	2,378	0,528
48,8	2,502	0,639
48,9	2,603	0,728
49,0	2,664	0,770
49,1	2,685	0,777
49,2	2,663	0,744
49,3	2,598	0,669
49,4	2,498	0,564
49,5	2,372	0,438
49,6	2,235	0,312
49,7	2,099	0,188
49,8	1,979	0,083
49,9	1,887	0,009
50,0	1,832	-0,030
50,1	1,818	-0,030
50,2	1,853	0,014
50,3	1,929	0,093
50,4	2,033	0,201
50,5	2,163	0,329
50,6	2,303	0,458
50,7	2,439	0,581
50,8	2,555	0,681
50,9	2,637	0,749
51,0	2,682	0,776
51,1	2,687	0,765
51,2	2,640	0,713
51,3	2,558	0,623
51,4	2,444	0,512
51,5	2,307	0,387
51,6	2,169	0,257
51,7	2,040	0,141
51,8	1,932	0,050
51,9	1,859	-0,012
52,0	1,821	-0,033
52,1	1,829	-0,009
52,2	1,878	0,050
52,3	1,970	0,141
52,4	2,091	0,257
52,5	2,231	0,387
52,6	2,366	0,515
52,7	2,495	0,626
52,8	2,597	0,714
52,9	2,666	0,762
53,0	2,691	0,771
53,1	2,672	0,744
53,2	2,609	0,675
53,3	2,510	0,575
53,4	2,385	0,459
53,5	2,243	0,329
53,6	2,109	0,201
53,7	1,986	0,092
53,8	1,893	0,018
53,9	1,832	-0,027
54,0	1,820	-0,029
54,1	1,845	0,009
54,2	1,916	0,084
54,3	2,021	0,189
54,4	2,151	0,314
54,5	2,292	0,441
54,6	2,429	0,563
54,7	2,547	0,663
54,8	2,636	0,738
54,9	2,685	0,773
55,0	2,688	0,767
55,1	2,649	0,719
55,2	2,564	0,635
55,3	2,450	0,524
55,4	2,319	0,401
55,5	2,180	0,272
55,6	2,048	0,153
55,7	1,938	0,057
55,8	1,859	-0,003
55,9	1,820	-0,030
56,0	1,827	-0,015
56,1	1,877	0,041
56,2	1,964	0,126
56,3	2,079	0,245
56,4	2,219	0,371
56,5	2,358	0,497
56,6	2,487	0,614
56,7	2,594	0,699
56,8	2,663	0,758
56,9	2,690	0,777
57,0	2,672	0,749
57,1	2,612	0,689
57,2	2,516	0,591
57,3	2,396	0,471
57,4	2,258	0,342
57,5	2,117	0,218
57,6	1,992	0,108
57,7	1,895	0,023
57,8	1,835	-0,024
57,9	1,818	-0,032
58,0	1,842	0,003
58,1	1,911	0,072
58,2	2,016	0,176
58,3	2,142	0,299
58,4	2,282	0,431
58,5	2,418	0,548
58,6	2,538	0,656
58,7	2,627	0,728
58,8	2,676	0,770
58,9	2,687	0,764
59,0	2,646	0,720
59,1	2,565	0,645
59,2	2,456	0,536
59,3	2,331	0,420
59,4	2,190	0,285
59,5	2,054	0,165
59,6	1,940	0,065
59,7	1,860	0,000
59,8	1,823	-0,030
59,9	1,827	-0,021
60,0	1,871	0,030
