t / s	U_A1 / V	U_B1 / V
13,1	2,255	0,093
13,2	2,339	0,125
13,3	2,421	0,173
13,4	2,484	0,248
13,5	2,520	0,336
13,6	2,534	0,431
13,7	2,516	0,522
13,8	2,474	0,594
13,9	2,400	0,648
14,0	2,319	0,669
14,1	2,234	0,663
14,2	2,145	0,626
14,3	2,073	0,558
14,4	2,024	0,477
14,5	1,998	0,378
14,6	2,000	0,285
14,7	2,027	0,197
14,8	2,079	0,128
14,9	2,148	0,084
15,0	2,225	0,069
15,1	2,307	0,087
15,2	2,385	0,140
15,3	2,447	0,216
15,4	2,487	0,309
15,5	2,505	0,413
15,6	2,496	0,509
15,7	2,460	0,594
15,8	2,403	0,659
15,9	2,333	0,692
16,0	2,256	0,690
16,1	2,180	0,662
16,2	2,112	0,596
16,3	2,061	0,512
16,4	2,031	0,411
16,5	2,024	0,306
16,6	2,043	0,206
16,7	2,081	0,125
16,8	2,139	0,072
16,9	2,208	0,047
17,0	2,280	0,056
17,1	2,352	0,101
17,2	2,415	0,180
17,3	2,454	0,269
17,4	2,474	0,381
17,5	2,472	0,492
17,6	2,448	0,588
17,7	2,402	0,659
17,8	2,343	0,705
17,9	2,277	0,713
18,0	2,207	0,686
18,1	2,150	0,633
18,2	2,100	0,548
18,3	2,066	0,443
18,4	2,054	0,330
18,5	2,063	0,228
18,6	2,094	0,132
18,7	2,139	0,066
18,8	2,198	0,032
18,9	2,261	0,036
19,0	2,322	0,075
19,1	2,376	0,144
19,2	2,417	0,239
19,3	2,438	0,350
19,4	2,447	0,465
19,5	2,426	0,566
19,6	2,394	0,654
19,7	2,346	0,711
19,8	2,292	0,731
19,9	2,232	0,720
20,0	2,175	0,663
20,1	2,133	0,579
20,2	2,102	0,476
20,3	2,090	0,359
20,4	2,091	0,245
20,5	2,108	0,143
20,6	2,144	0,068
20,7	2,190	0,024
20,8	2,241	0,014
20,9	2,289	0,048
21,0	2,340	0,114
21,1	2,381	0,207
21,2	2,402	0,320
21,3	2,411	0,438
21,4	2,402	0,551
21,5	2,381	0,648
21,6	2,343	0,714
21,7	2,304	0,744
21,8	2,259	0,741
21,9	2,213	0,695
22,0	2,171	0,614
22,1	2,141	0,512
22,2	2,124	0,396
22,3	2,120	0,272
22,4	2,135	0,164
22,5	2,157	0,075
22,6	2,190	0,021
22,7	2,228	0,003
22,8	2,271	0,026
22,9	2,312	0,086
23,0	2,345	0,170
23,1	2,364	0,282
23,2	2,370	0,407
23,3	2,372	0,524
23,4	2,355	0,624
23,5	2,333	0,705
23,6	2,306	0,749
23,7	2,271	0,756
23,8	2,234	0,719
23,9	2,205	0,650
24,0	2,177	0,543
24,1	2,163	0,428
24,2	2,156	0,300
24,3	2,159	0,186
24,4	2,172	0,090
24,5	2,196	0,024
24,6	2,225	-0,006
24,7	2,256	0,006
24,8	2,283	0,051
24,9	2,309	0,137
25,0	2,327	0,246
25,1	2,342	0,371
25,2	2,342	0,498
25,3	2,337	0,609
25,4	2,321	0,698
25,5	2,301	0,752
25,6	2,277	0,765
25,7	2,253	0,740
25,8	2,232	0,675
25,9	2,211	0,581
26,0	2,202	0,461
26,1	2,193	0,333
26,2	2,195	0,210
26,3	2,201	0,108
26,4	2,210	0,030
26,5	2,226	-0,008
26,6	2,244	-0,008
26,7	2,261	0,032
26,8	2,282	0,108
26,9	2,294	0,215
27,0	2,303	0,338
27,1	2,307	0,465
27,2	2,306	0,582
27,3	2,303	0,680
27,4	2,295	0,746
27,5	2,285	0,770
27,6	2,271	0,755
27,7	2,256	0,699
27,8	2,244	0,612
27,9	2,235	0,494
28,0	2,232	0,369
28,1	2,226	0,243
28,2	2,229	0,131
28,3	2,231	0,050
28,4	2,237	-0,005
28,5	2,235	-0,015
28,6	2,246	0,012
28,7	2,255	0,086
28,8	2,259	0,186
28,9	2,264	0,302
29,0	2,268	0,432
29,1	2,273	0,549
29,2	2,274	0,659
29,3	2,279	0,735
29,4	2,279	0,774
29,5	2,276	0,765
29,6	2,274	0,723
29,7	2,273	0,638
29,8	2,271	0,530
29,9	2,267	0,405
30,0	2,259	0,275
30,1	2,256	0,159
30,2	2,253	0,065
30,3	2,246	0,008
30,4	2,240	-0,017
30,5	2,235	0,005
30,6	2,229	0,060
30,7	2,229	0,153
30,8	2,228	0,272
30,9	2,231	0,395
31,0	2,234	0,524
31,1	2,247	0,633
31,2	2,258	0,717
31,3	2,267	0,764
31,4	2,282	0,768
31,5	2,294	0,735
31,6	2,300	0,663
31,7	2,303	0,561
31,8	2,306	0,441
31,9	2,301	0,312
32,0	2,291	0,192
32,1	2,276	0,092
32,2	2,261	0,020
32,3	2,247	-0,008
32,4	2,229	0,000
32,5	2,211	0,048
32,6	2,205	0,131
32,7	2,198	0,239
32,8	2,196	0,365
32,9	2,201	0,489
33,0	2,213	0,602
33,1	2,229	0,692
33,2	2,249	0,750
33,3	2,273	0,762
33,4	2,297	0,744
33,5	2,316	0,681
33,6	2,333	0,584
33,7	2,340	0,473
33,8	2,342	0,348
33,9	2,327	0,228
34,0	2,310	0,122
34,1	2,285	0,042
34,2	2,261	0,000
34,3	2,234	0,000
34,4	2,207	0,036
34,5	2,184	0,108
34,6	2,166	0,210
34,7	2,162	0,329
34,8	2,168	0,455
34,9	2,178	0,567
35,0	2,204	0,665
35,1	2,231	0,729
35,2	2,265	0,761
35,3	2,301	0,746
35,4	2,333	0,692
35,5	2,357	0,609
35,6	2,370	0,501
35,7	2,373	0,378
35,8	2,363	0,255
35,9	2,346	0,150
36,0	2,318	0,069
36,1	2,285	0,021
36,2	2,243	0,006
36,3	2,204	0,033
36,4	2,169	0,092
36,5	2,144	0,183
36,6	2,129	0,297
36,7	2,127	0,419
36,8	2,142	0,536
36,9	2,171	0,630
37,0	2,207	0,702
37,1	2,249	0,741
37,2	2,294	0,738
37,3	2,337	0,702
37,4	2,370	0,626
37,5	2,400	0,528
37,6	2,411	0,414
37,7	2,403	0,296
37,8	2,382	0,188
37,9	2,349	0,102
38,0	2,303	0,039
38,1	2,255	0,015
38,2	2,204	0,035
38,3	2,156	0,086
38,4	2,123	0,168
38,5	2,097	0,273
38,6	2,090	0,387
38,7	2,103	0,500
38,8	2,135	0,600
38,9	2,175	0,677
39,0	2,223	0,722
39,1	2,280	0,728
39,2	2,334	0,699
39,3	2,384	0,636
39,4	2,417	0,554
39,5	2,439	0,444
39,6	2,438	0,329
39,7	2,420	0,219
39,8	2,381	0,134
39,9	2,331	0,068
40,0	2,273	0,039
40,1	2,210	0,042
40,2	2,153	0,080
40,3	2,105	0,150
40,4	2,076	0,245
40,5	2,064	0,353
40,6	2,070	0,465
40,7	2,094	0,566
40,8	2,141	0,645
40,9	2,201	0,695
41,0	2,265	0,714
41,1	2,331	0,695
41,2	2,393	0,644
41,3	2,442	0,569
41,4	2,466	0,468
41,5	2,471	0,362
41,6	2,457	0,258
41,7	2,421	0,165
41,8	2,366	0,098
41,9	2,298	0,062
42,0	2,222	0,053
42,1	2,154	0,083
42,2	2,096	0,143
42,3	2,054	0,225
42,4	2,033	0,324
42,5	2,039	0,429
42,6	2,061	0,525
42,7	2,109	0,609
42,8	2,174	0,668
42,9	2,241	0,692
43,0	2,316	0,680
43,1	2,388	0,639
43,2	2,450	0,578
43,3	2,487	0,492
43,4	2,505	0,393
43,5	2,492	0,291
43,6	2,456	0,203
43,7	2,394	0,132
43,8	2,328	0,087
43,9	2,247	0,072
44,0	2,168	0,093
44,1	2,096	0,144
44,2	2,040	0,215
44,3	2,010	0,302
44,4	2,003	0,401
44,5	2,027	0,495
44,6	2,070	0,573
44,7	2,136	0,635
44,8	2,219	0,666
44,9	2,303	0,665
45,0	2,387	0,635
45,1	2,456	0,576
45,2	2,505	0,506
45,3	2,526	0,417
45,4	2,522	0,323
45,5	2,492	0,239
45,6	2,436	0,165
45,7	2,360	0,119
45,8	2,274	0,099
45,9	2,186	0,107
46,0	2,103	0,144
46,1	2,034	0,206
46,2	1,989	0,285
46,3	1,976	0,372
46,4	1,992	0,459
46,5	2,034	0,539
46,6	2,099	0,597
46,7	2,184	0,638
46,8	2,277	0,642
46,9	2,372	0,624
47,0	2,453	0,578
47,1	2,513	0,513
47,2	2,549	0,434
47,3	2,555	0,348
47,4	2,525	0,266
47,5	2,471	0,201
47,6	2,394	0,153
47,7	2,303	0,129
47,8	2,201	0,131
47,9	2,109	0,158
48,0	2,036	0,207
48,1	1,977	0,273
48,2	1,955	0,351
48,3	1,962	0,431
48,4	2,000	0,507
48,5	2,064	0,566
48,6	2,154	0,605
48,7	2,252	0,620
48,8	2,354	0,609
48,9	2,445	0,570
49,0	2,517	0,518
49,1	2,562	0,450
49,2	2,577	0,378
49,3	2,556	0,300
49,4	2,505	0,236
49,5	2,432	0,189
49,6	2,336	0,159
49,7	2,232	0,152
49,8	2,127	0,171
49,9	2,040	0,209
50,0	1,976	0,267
50,1	1,940	0,335
50,2	1,937	0,405
50,3	1,971	0,473
50,4	2,031	0,525
50,5	2,120	0,564
50,6	2,219	0,584
50,7	2,328	0,581
50,8	2,429	0,555
50,9	2,516	0,515
51,0	2,570	0,458
51,1	2,597	0,393
51,2	2,586	0,329
51,3	2,540	0,269
51,4	2,468	0,224
51,5	2,367	0,192
51,6	2,256	0,179
51,7	2,147	0,191
51,8	2,051	0,221
51,9	1,974	0,266
52,0	1,926	0,321
52,1	1,914	0,381
52,2	1,938	0,438
52,3	1,997	0,492
52,4	2,084	0,527
52,5	2,186	0,552
52,6	2,301	0,554
52,7	2,409	0,534
52,8	2,504	0,503
52,9	2,573	0,458
53,0	2,607	0,407
53,1	2,606	0,351
53,2	2,571	0,297
53,3	2,501	0,257
53,4	2,403	0,228
53,5	2,292	0,218
53,6	2,177	0,219
53,7	2,069	0,240
53,8	1,983	0,272
53,9	1,923	0,317
54,0	1,902	0,366
54,1	1,913	0,413
54,2	1,967	0,461
54,3	2,048	0,495
54,4	2,151	0,516
54,5	2,267	0,521
54,6	2,382	0,513
54,7	2,489	0,492
54,8	2,568	0,455
54,9	2,618	0,416
55,0	2,628	0,371
55,1	2,598	0,326
55,2	2,534	0,290
55,3	2,436	0,260
55,4	2,324	0,248
55,5	2,207	0,249
55,6	2,093	0,260
55,7	1,994	0,282
55,8	1,923	0,314
55,9	1,890	0,353
56,0	1,893	0,392
56,1	1,937	0,429
56,2	2,012	0,458
56,3	2,115	0,479
56,4	2,234	0,486
56,5	2,355	0,485
56,6	2,469	0,470
56,7	2,558	0,444
56,8	2,619	0,416
56,9	2,640	0,384
57,0	2,622	0,350
57,1	2,562	0,320
57,2	2,474	0,299
57,3	2,360	0,287
57,4	2,237	0,282
57,5	2,114	0,288
57,6	2,012	0,302
57,7	1,932	0,324
57,8	1,887	0,350
57,9	1,881	0,377
58,0	1,914	0,404
58,1	1,986	0,428
58,2	2,085	0,446
58,3	2,199	0,453
58,4	2,327	0,455
58,5	2,448	0,444
58,6	2,543	0,435
58,7	2,613	0,414
58,8	2,645	0,393
58,9	2,634	0,369
59,0	2,588	0,351
59,1	2,505	0,329
59,2	2,394	0,317
59,3	2,271	0,315
59,4	2,147	0,314
59,5	2,034	0,324
59,6	1,943	0,336
59,7	1,887	0,353
59,8	1,871	0,368
59,9	1,896	0,387
60,0	1,959	0,402
60,1	2,051	0,411
60,2	2,166	0,419
60,3	2,289	0,420
60,4	2,415	0,419
60,5	2,525	0,411
60,6	2,604	0,404
60,7	2,646	0,392
60,8	2,645	0,381
60,9	2,609	0,372
61,0	2,534	0,362
61,1	2,430	0,357
61,2	2,307	0,354
61,3	2,181	0,348
61,4	2,066	0,351
61,5	1,968	0,348
61,6	1,904	0,359
61,7	1,871	0,363
61,8	1,884	0,365
61,9	1,937	0,374
62,0	2,021	0,375
62,1	2,135	0,381
62,2	2,256	0,383
62,3	2,385	0,386
62,4	2,496	0,386
62,5	2,585	0,387
62,6	2,639	0,390
62,7	2,651	0,392
62,8	2,621	0,390
62,9	2,556	0,386
63,0	2,459	0,387
63,1	2,339	0,386
63,2	2,217	0,386
63,3	2,091	0,383
63,4	1,988	0,377
63,5	1,911	0,374
63,6	1,872	0,368
63,7	1,872	0,359
63,8	1,914	0,353
63,9	1,994	0,347
64,0	2,097	0,345
64,1	2,222	0,348
64,2	2,349	0,351
64,3	2,466	0,359
64,4	2,562	0,366
64,5	2,625	0,378
64,6	2,646	0,392
64,7	2,631	0,404
64,8	2,574	0,413
64,9	2,487	0,420
65,0	2,375	0,425
65,1	2,250	0,422
65,2	2,124	0,411
65,3	2,018	0,405
65,4	1,931	0,389
65,5	1,886	0,369
65,6	1,874	0,351
65,7	1,902	0,336
65,8	1,971	0,326
65,9	2,069	0,315
66,0	2,186	0,311
66,1	2,312	0,312
66,2	2,432	0,321
66,3	2,532	0,344
66,4	2,606	0,363
66,5	2,640	0,389
66,6	2,634	0,410
66,7	2,591	0,428
66,8	2,511	0,443
66,9	2,406	0,456
67,0	2,283	0,459
67,1	2,159	0,447
67,2	2,048	0,429
67,3	1,959	0,411
67,4	1,902	0,386
67,5	1,880	0,356
67,6	1,898	0,326
67,7	1,955	0,305
67,8	2,042	0,288
67,9	2,156	0,276
68,0	2,279	0,278
68,1	2,399	0,290
68,2	2,501	0,312
68,3	2,582	0,341
68,4	2,628	0,374
68,5	2,633	0,410
68,6	2,597	0,440
68,7	2,529	0,471
68,8	2,427	0,485
68,9	2,318	0,492
69,0	2,196	0,485
69,1	2,081	0,465
69,2	1,985	0,437
69,3	1,919	0,402
69,4	1,889	0,363
69,5	1,899	0,324
69,6	1,943	0,290
69,7	2,022	0,263
69,8	2,127	0,245
69,9	2,241	0,243
70,0	2,358	0,257
70,1	2,466	0,278
70,2	2,552	0,317
70,3	2,606	0,359
70,4	2,624	0,404
70,5	2,603	0,446
70,6	2,544	0,486
70,7	2,456	0,513
70,8	2,345	0,525
70,9	2,231	0,524
71,0	2,117	0,506
71,1	2,021	0,471
71,2	1,946	0,428
71,3	1,907	0,377
71,4	1,908	0,326
71,5	1,941	0,279
71,6	2,010	0,243
71,7	2,106	0,218
71,8	2,213	0,212
71,9	2,325	0,221
72,0	2,432	0,246
72,1	2,519	0,288
72,2	2,582	0,338
72,3	2,607	0,393
72,4	2,595	0,452
72,5	2,549	0,498
72,6	2,469	0,533
72,7	2,369	0,555
72,8	2,261	0,551
72,9	2,153	0,537
73,0	2,054	0,503
73,1	1,977	0,455
73,2	1,931	0,396
73,3	1,923	0,336
73,4	1,947	0,279
73,5	2,000	0,231
73,6	2,082	0,195
73,7	2,183	0,179
73,8	2,292	0,185
73,9	2,397	0,210
74,0	2,490	0,254
74,1	2,552	0,314
74,2	2,585	0,380
74,3	2,583	0,440
74,4	2,547	0,504
74,5	2,486	0,548
74,6	2,396	0,576
74,7	2,294	0,585
74,8	2,187	0,576
74,9	2,093	0,539
75,0	2,013	0,488
75,1	1,961	0,425
75,2	1,938	0,351
75,3	1,949	0,279
75,4	1,998	0,219
75,5	2,069	0,177
75,6	2,160	0,150
75,7	2,258	0,152
75,8	2,361	0,177
75,9	2,448	0,221
76,0	2,516	0,281
76,1	2,559	0,354
76,2	2,570	0,431
76,3	2,547	0,501
76,4	2,492	0,558
76,5	2,414	0,600
76,6	2,319	0,617
76,7	2,222	0,606
76,8	2,127	0,570
76,9	2,048	0,516
77,0	1,992	0,447
77,1	1,961	0,371
77,2	1,965	0,291
77,3	1,997	0,222
77,4	2,060	0,167
77,5	2,142	0,132
77,6	2,238	0,126
77,7	2,325	0,144
77,8	2,417	0,186
77,9	2,484	0,251
78,0	2,528	0,329
78,1	2,544	0,414
78,2	2,532	0,494
78,3	2,490	0,564
78,4	2,421	0,615
78,5	2,336	0,639
78,6	2,246	0,639
78,7	2,159	0,606
78,8	2,081	0,552
78,9	2,021	0,480
79,0	1,991	0,395
79,1	1,983	0,305
79,2	2,012	0,225
79,3	2,060	0,156
79,4	2,127	0,116
79,5	2,210	0,098
79,6	2,298	0,110
79,7	2,381	0,149
79,8	2,448	0,216
79,9	2,496	0,299
80,0	2,522	0,389
80,1	2,513	0,480
80,2	2,478	0,561
80,3	2,424	0,621
80,4	2,352	0,657
80,5	2,271	0,665
80,6	2,190	0,639
80,7	2,114	0,587
80,8	2,060	0,518
80,9	2,021	0,422
81,0	2,010	0,327
81,1	2,027	0,237
81,2	2,064	0,161
81,3	2,126	0,102
81,4	2,196	0,077
81,5	2,273	0,084
81,6	2,346	0,119
81,7	2,414	0,183
81,8	2,460	0,266
81,9	2,486	0,365
82,0	2,490	0,462
82,1	2,468	0,554
82,2	2,423	0,621
82,3	2,366	0,671
82,4	2,294	0,689
82,5	2,223	0,669
82,6	2,154	0,623
82,7	2,099	0,546
82,8	2,058	0,455
82,9	2,042	0,351
83,0	2,051	0,252
83,1	2,073	0,165
83,2	2,118	0,099
83,3	2,186	0,060
83,4	2,253	0,062
83,5	2,319	0,089
83,6	2,381	0,150
83,7	2,426	0,234
83,8	2,454	0,332
83,9	2,462	0,440
84,0	2,448	0,539
84,1	2,417	0,621
84,2	2,366	0,677
84,3	2,307	0,704
84,4	2,247	0,696
84,5	2,183	0,653
84,6	2,133	0,581
84,7	2,096	0,483
84,8	2,075	0,378
84,9	2,073	0,270
85,0	2,091	0,176
85,1	2,124	0,101
85,2	2,174	0,051
85,3	2,231	0,036
85,4	2,289	0,059
85,5	2,346	0,119
85,6	2,388	0,200
85,7	2,420	0,305
85,8	2,435	0,411
85,9	2,429	0,519
86,0	2,406	0,615
86,1	2,367	0,681
86,2	2,321	0,716
86,3	2,270	0,716
86,4	2,214	0,680
86,5	2,166	0,609
86,6	2,130	0,518
86,7	2,106	0,408
86,8	2,099	0,296
86,9	2,111	0,189
87,0	2,136	0,107
87,1	2,171	0,051
87,2	2,220	0,024
87,3	2,268	0,038
87,4	2,315	0,083
87,5	2,352	0,164
87,6	2,382	0,267
87,7	2,397	0,381
87,8	2,400	0,495
87,9	2,388	0,599
88,0	2,360	0,680
88,1	2,322	0,726
88,2	2,280	0,737
88,3	2,238	0,707
88,4	2,196	0,645
88,5	2,163	0,558
88,6	2,144	0,446
88,7	2,136	0,327
88,8	2,138	0,216
88,9	2,153	0,120
89,0	2,178	0,048
89,1	2,213	0,015
89,2	2,250	0,020
89,3	2,288	0,059
89,4	2,321	0,132
89,5	2,348	0,234
89,6	2,363	0,354
89,7	2,366	0,474
89,8	2,361	0,582
89,9	2,342	0,669
90,0	2,315	0,723
90,1	2,286	0,749
90,2	2,256	0,729
90,3	2,225	0,672
90,4	2,202	0,585
90,5	2,181	0,477
90,6	2,172	0,360
90,7	2,168	0,243
90,8	2,178	0,140
90,9	2,195	0,059
91,0	2,220	0,017
91,1	2,244	0,006
91,2	2,270	0,036
91,3	2,294	0,105
91,4	2,313	0,203
91,5	2,328	0,315
91,6	2,334	0,437
91,7	2,333	0,552
91,8	2,322	0,650
91,9	2,310	0,717
92,0	2,291	0,753
92,1	2,267	0,743
92,2	2,250	0,698
92,3	2,229	0,617
92,4	2,217	0,512
92,5	2,208	0,390
92,6	2,205	0,267
92,7	2,204	0,158
92,8	2,208	0,072
92,9	2,222	0,020
93,0	2,243	0,000
93,1	2,253	0,020
93,2	2,268	0,078
93,3	2,282	0,168
93,4	2,294	0,281
93,5	2,300	0,405
93,6	2,303	0,525
93,7	2,300	0,629
93,8	2,295	0,702
93,9	2,289	0,750
94,0	2,277	0,755
94,1	2,268	0,716
94,2	2,259	0,642
94,3	2,250	0,545
94,4	2,240	0,423
94,5	2,234	0,302
94,6	2,232	0,188
94,7	2,234	0,090
94,8	2,237	0,024
94,9	2,238	0,000
95,0	2,243	0,011
95,1	2,246	0,059
95,2	2,250	0,143
95,3	2,258	0,249
95,4	2,264	0,372
95,5	2,267	0,494
95,6	2,268	0,602
95,7	2,273	0,689
95,8	2,276	0,738
95,9	2,277	0,753
96,0	2,282	0,731
96,1	2,282	0,663
96,2	2,282	0,570
96,3	2,276	0,455
96,4	2,271	0,333
96,5	2,265	0,216
96,6	2,258	0,111
96,7	2,250	0,039
96,8	2,244	0,002
96,9	2,237	0,002
97,0	2,229	0,042
97,1	2,226	0,117
97,2	2,222	0,219
97,3	2,226	0,339
97,4	2,229	0,462
97,5	2,238	0,575
97,6	2,252	0,669
97,7	2,264	0,726
97,8	2,276	0,755
97,9	2,285	0,735
98,0	2,298	0,684
98,1	2,307	0,597
98,2	2,312	0,489
98,3	2,307	0,368
98,4	2,304	0,248
98,5	2,295	0,140
98,6	2,277	0,059
98,7	2,258	0,011
98,8	2,235	0,003
98,9	2,216	0,032
99,0	2,199	0,093
99,1	2,189	0,194
99,2	2,187	0,306
99,3	2,193	0,429
99,4	2,204	0,543
99,5	2,217	0,639
99,6	2,243	0,711
99,7	2,264	0,744
99,8	2,289	0,743
99,9	2,309	0,698
100,0	2,328	0,621
100,1	2,339	0,519
100,2	2,343	0,401
100,3	2,337	0,285
100,4	2,319	0,174
100,5	2,300	0,087
100,6	2,271	0,029
100,7	2,246	0,009
100,8	2,213	0,029
100,9	2,186	0,083
101,0	2,169	0,170
101,1	2,160	0,275
101,2	2,157	0,393
101,3	2,168	0,507
101,4	2,187	0,611
101,5	2,219	0,687
101,6	2,250	0,732
101,7	2,286	0,738
101,8	2,319	0,705
101,9	2,348	0,641
102,0	2,366	0,545
102,1	2,378	0,435
102,2	2,373	0,318
102,3	2,358	0,207
102,4	2,334	0,110
102,5	2,300	0,048
102,6	2,261	0,020
102,7	2,217	0,029
102,8	2,178	0,075
102,9	2,150	0,149
103,0	2,130	0,248
103,1	2,121	0,363
103,2	2,127	0,474
103,3	2,154	0,581
103,4	2,181	0,660
103,5	2,226	0,711
103,6	2,271	0,726
103,7	2,318	0,710
103,8	2,355	0,650
103,9	2,384	0,570
104,0	2,405	0,462
104,1	2,406	0,347
104,2	2,391	0,237
104,3	2,364	0,144
104,4	2,325	0,077
104,5	2,277	0,041
104,6	2,225	0,038
104,7	2,177	0,068
104,8	2,139	0,134
104,9	2,106	0,228
105,0	2,091	0,335
105,1	2,096	0,446
105,2	2,117	0,546
105,3	2,154	0,630
105,4	2,205	0,689
105,5	2,259	0,713
105,6	2,316	0,701
105,7	2,364	0,660
105,8	2,405	0,585
105,9	2,427	0,482
106,0	2,441	0,380
106,1	2,430	0,270
106,2	2,400	0,177
106,3	2,355	0,104
106,4	2,303	0,063
106,5	2,240	0,051
106,6	2,177	0,077
106,7	2,124	0,128
106,8	2,085	0,204
106,9	2,063	0,305
107,0	2,064	0,413
107,1	2,079	0,515
107,2	2,118	0,594
107,3	2,172	0,662
107,4	2,238	0,693
107,5	2,304	0,693
107,6	2,364	0,653
107,7	2,418	0,593
107,8	2,451	0,503
107,9	2,468	0,407
108,0	2,462	0,306
108,1	2,435	0,212
108,2	2,388	0,137
108,3	2,324	0,089
108,4	2,256	0,069
108,5	2,187	0,080
108,6	2,127	0,125
108,7	2,075	0,197
108,8	2,043	0,285
108,9	2,033	0,383
109,0	2,048	0,480
109,1	2,088	0,563
109,2	2,142	0,630
109,3	2,211	0,669
109,4	2,286	0,677
109,5	2,360	0,651
109,6	2,421	0,599
109,7	2,469	0,522
109,8	2,496	0,432
109,9	2,496	0,339
110,0	2,469	0,246
110,1	2,421	0,170
110,2	2,357	0,114
110,3	2,280	0,089
110,4	2,198	0,096
110,5	2,127	0,131
110,6	2,066	0,188
110,7	2,024	0,267
110,8	2,007	0,354
110,9	2,016	0,449
111,0	2,049	0,530
111,1	2,105	0,597
111,2	2,177	0,639
111,3	2,261	0,653
111,4	2,348	0,641
111,5	2,421	0,597
111,6	2,475	0,531
111,7	2,511	0,452
111,8	2,525	0,363
111,9	2,505	0,281
112,0	2,457	0,201
112,1	2,394	0,146
112,2	2,312	0,114
112,3	2,220	0,113
112,4	2,135	0,138
112,5	2,064	0,186
112,6	2,010	0,254
112,7	1,985	0,333
112,8	1,991	0,416
112,9	2,015	0,494
113,0	2,070	0,564
113,1	2,147	0,606
113,2	2,238	0,624
113,3	2,328	0,621
113,4	2,414	0,588
113,5	2,483	0,531
113,6	2,531	0,468
113,7	2,547	0,386
113,8	2,532	0,306
113,9	2,495	0,237
114,0	2,424	0,183
114,1	2,340	0,146
114,2	2,244	0,134
114,3	2,151	0,149
114,4	2,067	0,191
114,5	2,004	0,249
114,6	1,968	0,317
114,7	1,962	0,392
114,8	1,979	0,465
114,9	2,036	0,527
115,0	2,114	0,575
115,1	2,208	0,600
115,2	2,307	0,600
115,3	2,399	0,578
115,4	2,481	0,533
115,5	2,537	0,474
115,6	2,567	0,405
115,7	2,564	0,335
115,8	2,525	0,273
115,9	2,460	0,218
116,0	2,375	0,180
116,1	2,273	0,165
