t / s	U_A1 / V	U_B1 / V
11,7	1,863	0,039
11,8	1,878	0,066
11,9	1,931	0,125
12,0	2,012	0,215
12,1	2,120	0,321
12,2	2,237	0,443
12,3	2,352	0,555
12,4	2,457	0,651
12,5	2,535	0,725
12,6	2,582	0,765
12,7	2,597	0,764
12,8	2,571	0,729
12,9	2,510	0,662
13,0	2,420	0,564
13,1	2,310	0,455
13,2	2,193	0,336
13,3	2,081	0,233
13,4	1,980	0,135
13,5	1,905	0,074
13,6	1,862	0,039
13,7	1,865	0,047
13,8	1,896	0,090
13,9	1,965	0,164
14,0	2,058	0,263
14,1	2,174	0,377
14,2	2,294	0,497
14,3	2,405	0,600
14,4	2,498	0,686
14,5	2,564	0,743
14,6	2,595	0,765
14,7	2,591	0,752
14,8	2,547	0,699
14,9	2,472	0,617
15,0	2,372	0,512
15,1	2,256	0,402
15,2	2,133	0,285
15,3	2,027	0,183
15,4	1,941	0,102
15,5	1,881	0,056
15,6	1,857	0,039
15,7	1,875	0,063
15,8	1,922	0,120
15,9	2,003	0,206
16,0	2,109	0,315
16,1	2,225	0,432
16,2	2,346	0,545
16,3	2,450	0,644
16,4	2,535	0,717
16,5	2,583	0,758
16,6	2,595	0,764
16,7	2,574	0,731
16,8	2,517	0,665
16,9	2,430	0,573
17,0	2,321	0,462
17,1	2,202	0,347
17,2	2,087	0,233
17,3	1,985	0,144
17,4	1,910	0,077
17,5	1,869	0,048
17,6	1,863	0,048
17,7	1,896	0,087
17,8	1,958	0,158
17,9	2,054	0,257
18,0	2,160	0,368
18,1	2,280	0,486
18,2	2,391	0,590
18,3	2,486	0,681
18,4	2,558	0,738
18,5	2,594	0,768
18,6	2,592	0,753
18,7	2,552	0,707
18,8	2,478	0,624
18,9	2,381	0,527
19,0	2,265	0,407
19,1	2,147	0,297
19,2	2,037	0,192
19,3	1,947	0,111
19,4	1,887	0,059
19,5	1,857	0,042
19,6	1,866	0,057
19,7	1,917	0,114
19,8	1,992	0,201
19,9	2,097	0,306
20,0	2,213	0,419
20,1	2,331	0,531
20,2	2,441	0,632
20,3	2,525	0,707
20,4	2,580	0,753
20,5	2,597	0,764
20,6	2,579	0,731
20,7	2,522	0,671
20,8	2,438	0,581
20,9	2,330	0,468
21,0	2,211	0,354
21,1	2,094	0,243
21,2	1,991	0,150
21,3	1,913	0,081
21,4	1,866	0,044
21,5	1,859	0,045
21,6	1,883	0,084
21,7	1,946	0,155
21,8	2,039	0,248
21,9	2,150	0,357
22,0	2,270	0,471
22,1	2,387	0,582
22,2	2,483	0,672
22,3	2,552	0,731
22,4	2,589	0,759
22,5	2,591	0,750
22,6	2,555	0,705
22,7	2,486	0,630
22,8	2,390	0,531
22,9	2,277	0,416
23,0	2,160	0,306
23,1	2,048	0,195
23,2	1,956	0,114
23,3	1,892	0,062
23,4	1,859	0,042
23,5	1,863	0,059
23,6	1,908	0,113
23,7	1,985	0,194
23,8	2,090	0,297
23,9	2,204	0,410
24,0	2,324	0,524
24,1	2,429	0,624
24,2	2,519	0,702
24,3	2,573	0,749
24,4	2,598	0,761
24,5	2,585	0,734
24,6	2,531	0,672
24,7	2,445	0,587
24,8	2,340	0,480
24,9	2,222	0,363
25,0	2,105	0,257
25,1	2,003	0,156
25,2	1,922	0,090
25,3	1,872	0,050
25,4	1,857	0,050
25,5	1,884	0,080
25,6	1,940	0,147
25,7	2,031	0,237
25,8	2,144	0,345
25,9	2,262	0,462
26,0	2,378	0,569
26,1	2,475	0,660
26,2	2,549	0,729
26,3	2,592	0,761
26,4	2,595	0,755
26,5	2,562	0,710
26,6	2,492	0,638
26,7	2,394	0,539
26,8	2,282	0,431
26,9	2,165	0,312
27,0	2,054	0,209
27,1	1,958	0,123
27,2	1,892	0,066
27,3	1,859	0,042
27,4	1,863	0,056
27,5	1,905	0,102
27,6	1,980	0,185
27,7	2,079	0,290
27,8	2,196	0,402
27,9	2,316	0,516
28,0	2,423	0,614
28,1	2,511	0,692
28,2	2,573	0,746
28,3	2,594	0,761
28,4	2,582	0,738
28,5	2,535	0,675
28,6	2,453	0,594
28,7	2,348	0,492
28,8	2,226	0,377
28,9	2,111	0,267
29,0	2,007	0,168
29,1	1,925	0,095
29,2	1,875	0,054
29,3	1,856	0,048
29,4	1,881	0,078
29,5	1,943	0,141
29,6	2,025	0,231
29,7	2,135	0,336
29,8	2,250	0,450
29,9	2,367	0,563
30,0	2,469	0,654
30,1	2,547	0,722
30,2	2,588	0,755
30,3	2,594	0,752
30,4	2,564	0,716
30,5	2,493	0,645
30,6	2,400	0,554
30,7	2,288	0,440
30,8	2,169	0,324
30,9	2,055	0,221
31,0	1,959	0,134
31,1	1,893	0,077
31,2	1,859	0,047
31,3	1,862	0,057
31,4	1,902	0,101
31,5	1,976	0,179
31,6	2,076	0,276
31,7	2,189	0,390
31,8	2,310	0,503
31,9	2,421	0,603
32,0	2,507	0,687
32,1	2,570	0,741
32,2	2,598	0,755
32,3	2,585	0,740
32,4	2,537	0,690
32,5	2,453	0,606
32,6	2,352	0,504
32,7	2,237	0,389
32,8	2,121	0,279
32,9	2,015	0,180
33,0	1,931	0,107
33,1	1,875	0,059
33,2	1,857	0,048
33,3	1,877	0,074
33,4	1,932	0,138
33,5	2,018	0,218
33,6	2,129	0,329
33,7	2,246	0,443
33,8	2,360	0,552
33,9	2,463	0,645
34,0	2,543	0,717
34,1	2,588	0,758
34,2	2,597	0,756
34,3	2,568	0,722
34,4	2,502	0,653
34,5	2,409	0,558
34,6	2,298	0,447
34,7	2,181	0,336
34,8	2,066	0,230
34,9	1,970	0,143
35,0	1,899	0,078
35,1	1,865	0,050
35,2	1,862	0,056
35,3	1,901	0,099
35,4	1,968	0,171
35,5	2,063	0,266
35,6	2,177	0,375
35,7	2,298	0,494
35,8	2,406	0,596
35,9	2,501	0,681
36,0	2,564	0,737
36,1	2,595	0,762
36,2	2,588	0,744
36,3	2,543	0,698
36,4	2,462	0,618
36,5	2,357	0,512
36,6	2,243	0,401
36,7	2,127	0,288
36,8	2,021	0,188
36,9	1,937	0,110
37,0	1,880	0,062
37,1	1,859	0,047
37,2	1,877	0,066
37,3	1,929	0,126
37,4	2,013	0,212
37,5	2,115	0,318
37,6	2,232	0,429
37,7	2,346	0,543
37,8	2,453	0,641
37,9	2,532	0,711
38,0	2,579	0,753
38,1	2,591	0,755
38,2	2,567	0,725
38,3	2,505	0,662
38,4	2,417	0,572
38,5	2,306	0,462
38,6	2,187	0,345
38,7	2,075	0,243
38,8	1,980	0,155
38,9	1,902	0,086
39,0	1,862	0,051
39,1	1,860	0,054
39,2	1,895	0,095
39,3	1,964	0,167
39,4	2,057	0,257
39,5	2,168	0,366
39,6	2,289	0,479
39,7	2,400	0,588
39,8	2,495	0,675
39,9	2,556	0,732
40,0	2,588	0,756
40,1	2,582	0,749
40,2	2,541	0,699
40,3	2,466	0,618
40,4	2,369	0,522
40,5	2,255	0,413
40,6	2,138	0,299
40,7	2,034	0,195
40,8	1,946	0,113
40,9	1,884	0,062
41,0	1,860	0,048
41,1	1,875	0,066
41,2	1,928	0,122
41,3	2,009	0,204
41,4	2,109	0,306
41,5	2,222	0,417
41,6	2,337	0,531
41,7	2,441	0,629
41,8	2,525	0,705
41,9	2,579	0,747
42,0	2,594	0,759
42,1	2,568	0,729
42,2	2,510	0,669
42,3	2,423	0,581
42,4	2,316	0,474
42,5	2,199	0,363
42,6	2,085	0,248
42,7	1,989	0,155
42,8	1,913	0,089
42,9	1,869	0,051
43,0	1,863	0,047
43,1	1,896	0,084
43,2	1,961	0,153
43,3	2,051	0,246
43,4	2,163	0,359
43,5	2,279	0,473
43,6	2,385	0,579
43,7	2,481	0,666
43,8	2,555	0,729
43,9	2,588	0,759
44,0	2,583	0,750
44,1	2,546	0,710
44,2	2,475	0,632
44,3	2,379	0,533
44,4	2,264	0,420
44,5	2,147	0,306
44,6	2,036	0,200
44,7	1,952	0,120
44,8	1,890	0,066
44,9	1,863	0,047
45,0	1,874	0,060
45,1	1,920	0,110
45,2	1,997	0,194
45,3	2,097	0,294
45,4	2,213	0,407
45,5	2,328	0,524
45,6	2,436	0,620
45,7	2,514	0,692
45,8	2,568	0,743
45,9	2,586	0,755
46,0	2,564	0,731
46,1	2,514	0,674
46,2	2,429	0,585
46,3	2,324	0,480
46,4	2,208	0,366
46,5	2,094	0,257
46,6	1,997	0,161
46,7	1,923	0,093
46,8	1,874	0,050
46,9	1,868	0,045
47,0	1,890	0,077
47,1	1,953	0,144
47,2	2,042	0,234
47,3	2,151	0,344
47,4	2,264	0,456
47,5	2,376	0,570
47,6	2,472	0,662
47,7	2,547	0,722
47,8	2,580	0,752
47,9	2,582	0,749
48,0	2,546	0,711
48,1	2,477	0,635
48,2	2,384	0,539
48,3	2,273	0,429
48,4	2,159	0,317
48,5	2,051	0,207
48,6	1,962	0,122
48,7	1,899	0,066
48,8	1,868	0,042
48,9	1,874	0,057
49,0	1,914	0,105
49,1	1,991	0,188
49,2	2,087	0,284
49,3	2,201	0,396
49,4	2,318	0,513
49,5	2,421	0,609
49,6	2,510	0,693
49,7	2,565	0,743
49,8	2,586	0,761
49,9	2,574	0,735
50,0	2,523	0,678
50,1	2,441	0,593
50,2	2,336	0,492
50,3	2,223	0,378
50,4	2,108	0,269
50,5	2,007	0,167
50,6	1,926	0,092
50,7	1,881	0,050
50,8	1,863	0,045
50,9	1,889	0,074
51,0	1,950	0,143
51,1	2,034	0,227
51,2	2,139	0,335
51,3	2,255	0,449
51,4	2,367	0,561
51,5	2,466	0,654
51,6	2,537	0,719
51,7	2,577	0,753
51,8	2,582	0,752
51,9	2,550	0,714
52,0	2,487	0,642
52,1	2,394	0,551
52,2	2,285	0,440
52,3	2,169	0,324
52,4	2,060	0,216
52,5	1,967	0,128
52,6	1,899	0,072
52,7	1,868	0,044
52,8	1,872	0,054
52,9	1,910	0,099
53,0	1,982	0,176
53,1	2,079	0,278
53,2	2,196	0,389
53,3	2,307	0,504
53,4	2,415	0,609
53,5	2,502	0,686
53,6	2,562	0,741
53,7	2,585	0,758
53,8	2,571	0,741
53,9	2,522	0,684
54,0	2,444	0,600
54,1	2,349	0,500
54,2	2,235	0,386
54,3	2,120	0,269
54,4	2,019	0,174
54,5	1,935	0,099
54,6	1,884	0,054
54,7	1,866	0,045
54,8	1,883	0,074
54,9	1,940	0,132
55,0	2,024	0,221
55,1	2,130	0,327
55,2	2,244	0,446
55,3	2,355	0,555
55,4	2,454	0,648
55,5	2,531	0,717
55,6	2,574	0,755
55,7	2,580	0,756
55,8	2,553	0,722
55,9	2,492	0,648
56,0	2,402	0,557
56,1	2,297	0,444
56,2	2,186	0,332
56,3	2,076	0,225
56,4	1,977	0,137
56,5	1,911	0,071
56,6	1,875	0,048
56,7	1,875	0,051
56,8	1,910	0,099
56,9	1,977	0,174
57,0	2,070	0,269
57,1	2,183	0,381
57,2	2,297	0,492
57,3	2,403	0,600
57,4	2,490	0,684
57,5	2,552	0,737
57,6	2,582	0,758
57,7	2,573	0,741
57,8	2,529	0,689
57,9	2,459	0,608
58,0	2,360	0,503
58,1	2,244	0,392
58,2	2,129	0,278
58,3	2,025	0,179
58,4	1,941	0,102
58,5	1,889	0,057
58,6	1,869	0,044
58,7	1,883	0,072
58,8	1,934	0,132
58,9	2,016	0,219
59,0	2,121	0,323
59,1	2,232	0,432
59,2	2,346	0,548
59,3	2,447	0,642
59,4	2,520	0,711
59,5	2,571	0,752
59,6	2,586	0,755
59,7	2,558	0,723
59,8	2,496	0,656
59,9	2,412	0,566
60,0	2,306	0,456
