t / s	U_A1 / V	U_B1 / V
14,2	1,953	0,464
14,3	1,965	0,555
14,4	2,001	0,632
14,5	2,061	0,686
14,6	2,142	0,708
14,7	2,229	0,705
14,8	2,310	0,666
14,9	2,385	0,608
15,0	2,438	0,530
15,1	2,466	0,444
15,2	2,466	0,363
15,3	2,427	0,294
15,4	2,363	0,242
15,5	2,277	0,212
15,6	2,184	0,213
15,7	2,087	0,237
15,8	1,997	0,285
15,9	1,928	0,345
16,0	1,889	0,416
16,1	1,881	0,483
16,2	1,913	0,543
16,3	1,973	0,587
16,4	2,060	0,615
16,5	2,162	0,623
16,6	2,274	0,609
16,7	2,376	0,576
16,8	2,460	0,531
16,9	2,510	0,480
17,0	2,529	0,426
17,1	2,505	0,374
17,2	2,450	0,338
17,3	2,361	0,314
17,4	2,255	0,305
17,5	2,133	0,315
17,6	2,021	0,339
17,7	1,928	0,366
17,8	1,860	0,404
17,9	1,830	0,440
18,0	1,842	0,476
18,1	1,890	0,501
18,2	1,976	0,516
18,3	2,084	0,524
18,4	2,208	0,519
18,5	2,327	0,501
18,6	2,430	0,488
18,7	2,513	0,470
18,8	2,556	0,446
18,9	2,556	0,431
19,0	2,514	0,422
19,1	2,439	0,416
19,2	2,330	0,414
19,3	2,211	0,417
19,4	2,088	0,425
19,5	1,973	0,432
19,6	1,887	0,438
19,7	1,833	0,438
19,8	1,817	0,441
19,9	1,845	0,435
20,0	1,914	0,429
20,1	2,015	0,422
20,2	2,132	0,413
20,3	2,256	0,407
20,4	2,370	0,408
20,5	2,466	0,414
20,6	2,531	0,425
20,7	2,561	0,443
20,8	2,544	0,464
20,9	2,489	0,485
21,0	2,396	0,506
21,1	2,289	0,521
21,2	2,166	0,527
21,3	2,049	0,524
21,4	1,950	0,507
21,5	1,874	0,483
21,6	1,838	0,449
21,7	1,844	0,410
21,8	1,889	0,372
21,9	1,962	0,338
22,0	2,063	0,317
22,1	2,175	0,305
22,2	2,292	0,308
22,3	2,394	0,330
22,4	2,474	0,365
22,5	2,517	0,414
22,6	2,522	0,464
22,7	2,492	0,518
22,8	2,429	0,566
22,9	2,343	0,606
23,0	2,238	0,624
23,1	2,129	0,621
23,2	2,027	0,599
23,3	1,950	0,557
23,4	1,899	0,497
23,5	1,878	0,431
23,6	1,899	0,359
23,7	1,947	0,297
23,8	2,024	0,248
23,9	2,117	0,216
24,0	2,216	0,215
24,1	2,310	0,233
24,2	2,384	0,279
24,3	2,438	0,347
24,4	2,466	0,428
24,5	2,459	0,507
24,6	2,421	0,591
24,7	2,361	0,657
24,8	2,285	0,699
24,9	2,199	0,708
25,0	2,114	0,693
25,1	2,040	0,648
25,2	1,992	0,576
25,3	1,962	0,488
25,4	1,959	0,392
25,5	1,985	0,297
25,6	2,028	0,219
25,7	2,093	0,164
25,8	2,163	0,137
25,9	2,234	0,144
26,0	2,295	0,191
26,1	2,345	0,261
26,2	2,373	0,356
26,3	2,379	0,462
26,4	2,364	0,567
26,5	2,331	0,660
26,6	2,283	0,726
26,7	2,229	0,767
26,8	2,175	0,770
26,9	2,123	0,728
27,0	2,082	0,663
27,1	2,058	0,566
27,2	2,048	0,455
27,3	2,058	0,339
27,4	2,079	0,236
27,5	2,111	0,153
27,6	2,150	0,102
27,7	2,189	0,092
27,8	2,220	0,117
27,9	2,253	0,183
28,0	2,267	0,281
28,1	2,277	0,393
28,2	2,274	0,513
28,3	2,261	0,626
28,4	2,241	0,719
28,5	2,223	0,782
28,6	2,201	0,806
28,7	2,180	0,788
28,8	2,166	0,734
28,9	2,159	0,647
29,0	2,154	0,531
29,1	2,157	0,407
29,2	2,163	0,290
29,3	2,171	0,186
29,4	2,181	0,111
29,5	2,183	0,075
29,6	2,187	0,077
29,7	2,187	0,122
29,8	2,183	0,206
29,9	2,177	0,314
30,0	2,171	0,435
30,1	2,166	0,558
30,2	2,163	0,669
30,3	2,171	0,752
30,4	2,181	0,798
30,5	2,198	0,804
30,6	2,213	0,773
30,7	2,231	0,701
30,8	2,250	0,602
30,9	2,261	0,482
31,0	2,265	0,360
31,1	2,261	0,251
31,2	2,247	0,164
31,3	2,225	0,107
31,4	2,193	0,087
31,5	2,157	0,108
31,6	2,124	0,165
31,7	2,093	0,255
31,8	2,070	0,365
31,9	2,063	0,480
32,0	2,066	0,591
32,1	2,087	0,683
32,2	2,126	0,747
32,3	2,171	0,774
32,4	2,222	0,767
32,5	2,274	0,722
32,6	2,316	0,645
32,7	2,351	0,546
32,8	2,370	0,443
32,9	2,364	0,336
33,0	2,342	0,242
33,1	2,298	0,176
33,2	2,240	0,140
33,3	2,175	0,138
33,4	2,109	0,170
33,5	2,048	0,236
33,6	2,001	0,317
33,7	1,973	0,414
33,8	1,970	0,512
33,9	1,994	0,599
34,0	2,037	0,666
34,1	2,106	0,711
34,2	2,183	0,717
34,3	2,259	0,698
34,4	2,337	0,648
34,5	2,402	0,578
34,6	2,441	0,494
34,7	2,453	0,407
34,8	2,436	0,324
34,9	2,391	0,261
35,0	2,321	0,218
35,1	2,228	0,203
35,2	2,135	0,212
35,3	2,042	0,252
35,4	1,967	0,309
35,5	1,914	0,375
35,6	1,890	0,449
35,7	1,904	0,518
35,8	1,947	0,576
35,9	2,022	0,615
36,0	2,114	0,636
36,1	2,217	0,633
36,2	2,319	0,608
36,3	2,411	0,569
36,4	2,480	0,515
36,5	2,513	0,458
36,6	2,513	0,398
36,7	2,477	0,351
36,8	2,406	0,318
36,9	2,310	0,296
37,0	2,196	0,296
37,1	2,079	0,312
37,2	1,979	0,342
37,3	1,901	0,381
37,4	1,851	0,419
37,5	1,842	0,458
37,6	1,871	0,494
37,7	1,934	0,519
37,8	2,031	0,534
37,9	2,139	0,536
38,0	2,261	0,525
38,1	2,370	0,509
38,2	2,468	0,488
38,3	2,532	0,461
38,4	2,556	0,440
38,5	2,535	0,422
38,6	2,478	0,410
38,7	2,388	0,399
38,8	2,273	0,399
38,9	2,150	0,405
39,0	2,030	0,414
39,1	1,931	0,425
39,2	1,856	0,432
39,3	1,824	0,441
39,4	1,832	0,441
39,5	1,881	0,444
39,6	1,964	0,440
39,7	2,070	0,434
39,8	2,192	0,429
39,9	2,313	0,423
40,0	2,420	0,423
40,1	2,505	0,425
40,2	2,550	0,434
40,3	2,553	0,452
40,4	2,519	0,467
40,5	2,448	0,485
40,6	2,349	0,501
40,7	2,231	0,512
40,8	2,108	0,510
40,9	1,998	0,507
41,0	1,908	0,485
41,1	1,856	0,462
41,2	1,835	0,437
41,3	1,857	0,401
41,4	1,920	0,365
41,5	2,007	0,342
41,6	2,120	0,327
41,7	2,234	0,324
41,8	2,345	0,332
41,9	2,436	0,357
42,0	2,498	0,393
42,1	2,523	0,440
42,2	2,517	0,489
42,3	2,472	0,536
42,4	2,396	0,578
42,5	2,295	0,603
42,6	2,183	0,611
42,7	2,079	0,602
42,8	1,986	0,572
42,9	1,919	0,524
43,0	1,884	0,461
43,1	1,883	0,399
43,2	1,914	0,336
43,3	1,977	0,284
43,4	2,063	0,246
43,5	2,163	0,228
43,6	2,262	0,236
43,7	2,352	0,267
43,8	2,420	0,324
43,9	2,462	0,393
44,0	2,471	0,471
44,1	2,448	0,548
44,2	2,397	0,617
44,3	2,327	0,671
44,4	2,241	0,696
44,5	2,151	0,693
44,6	2,072	0,663
44,7	2,009	0,606
44,8	1,965	0,530
44,9	1,949	0,441
45,0	1,959	0,348
45,1	1,998	0,264
45,2	2,054	0,201
45,3	2,124	0,162
45,4	2,199	0,153
45,5	2,270	0,177
45,6	2,327	0,233
45,7	2,369	0,315
45,8	2,387	0,413
45,9	2,384	0,516
46,0	2,361	0,615
46,1	2,321	0,693
46,2	2,265	0,744
46,3	2,207	0,764
46,4	2,148	0,746
46,5	2,099	0,693
46,6	2,063	0,606
46,7	2,042	0,509
46,8	2,037	0,396
46,9	2,052	0,291
47,0	2,084	0,200
47,1	2,124	0,135
47,2	2,168	0,104
47,3	2,211	0,111
47,4	2,249	0,156
47,5	2,277	0,234
47,6	2,288	0,339
47,7	2,292	0,452
47,8	2,285	0,567
47,9	2,268	0,672
48,0	2,246	0,753
48,1	2,217	0,794
48,2	2,190	0,798
48,3	2,166	0,762
48,4	2,151	0,687
48,5	2,141	0,591
48,6	2,138	0,470
48,7	2,142	0,351
48,8	2,156	0,237
48,9	2,166	0,153
49,0	2,178	0,099
49,1	2,186	0,087
49,2	2,192	0,102
49,3	2,196	0,165
49,4	2,193	0,261
49,5	2,193	0,375
49,6	2,187	0,498
49,7	2,181	0,615
49,8	2,181	0,713
49,9	2,184	0,776
50,0	2,193	0,807
50,1	2,205	0,794
50,2	2,216	0,740
50,3	2,229	0,656
50,4	2,243	0,545
50,5	2,252	0,426
50,6	2,250	0,308
50,7	2,246	0,207
50,8	2,231	0,131
50,9	2,208	0,093
51,0	2,181	0,096
51,1	2,150	0,140
51,2	2,118	0,209
51,3	2,096	0,309
51,4	2,081	0,426
51,5	2,078	0,539
51,6	2,090	0,642
51,7	2,115	0,722
51,8	2,151	0,770
51,9	2,195	0,779
52,0	2,244	0,752
52,1	2,289	0,690
52,2	2,325	0,599
52,3	2,346	0,494
52,4	2,352	0,387
52,5	2,343	0,287
52,6	2,315	0,201
52,7	2,265	0,149
52,8	2,210	0,131
52,9	2,145	0,146
53,0	2,084	0,197
53,1	2,031	0,270
53,2	1,998	0,363
53,3	1,986	0,467
53,4	1,991	0,558
53,5	2,022	0,639
53,6	2,078	0,698
53,7	2,145	0,728
53,8	2,222	0,723
53,9	2,300	0,684
54,0	2,366	0,623
54,1	2,417	0,542
54,2	2,442	0,453
54,3	2,438	0,366
54,4	2,406	0,290
54,5	2,351	0,230
54,6	2,273	0,201
54,7	2,186	0,198
54,8	2,096	0,222
54,9	2,015	0,272
55,0	1,952	0,336
55,1	1,916	0,410
55,2	1,910	0,488
55,3	1,932	0,557
55,4	1,989	0,605
55,5	2,072	0,639
55,6	2,168	0,645
55,7	2,270	0,633
55,8	2,361	0,599
55,9	2,442	0,548
56,0	2,493	0,489
56,1	2,510	0,429
56,2	2,490	0,371
56,3	2,436	0,327
56,4	2,355	0,294
56,5	2,255	0,287
56,6	2,144	0,288
56,7	2,039	0,315
56,8	1,947	0,348
56,9	1,886	0,392
57,0	1,859	0,437
57,1	1,865	0,482
57,2	1,910	0,516
57,3	1,988	0,542
57,4	2,091	0,548
57,5	2,205	0,549
57,6	2,324	0,531
57,7	2,423	0,510
57,8	2,498	0,485
57,9	2,541	0,455
58,0	2,543	0,429
58,1	2,505	0,407
58,2	2,433	0,390
58,3	2,333	0,383
58,4	2,214	0,386
58,5	2,093	0,396
58,6	1,988	0,410
58,7	1,899	0,423
58,8	1,845	0,435
58,9	1,830	0,443
59,0	1,857	0,453
59,1	1,920	0,450
59,2	2,015	0,455
59,3	2,132	0,446
59,4	2,253	0,443
59,5	2,369	0,438
59,6	2,460	0,437
59,7	2,528	0,440
59,8	2,559	0,446
59,9	2,544	0,456
60,0	2,489	0,468
60,1	2,400	0,479
60,2	2,292	0,494
60,3	2,169	0,495
60,4	2,054	0,497
60,5	1,952	0,485
60,6	1,880	0,471
60,7	1,844	0,444
60,8	1,845	0,422
60,9	1,884	0,393
61,0	1,961	0,369
61,1	2,061	0,351
61,2	2,177	0,338
61,3	2,289	0,341
61,4	2,391	0,356
61,5	2,472	0,381
61,6	2,522	0,419
61,7	2,532	0,462
61,8	2,502	0,506
61,9	2,438	0,546
62,0	2,348	0,579
62,1	2,243	0,593
62,2	2,130	0,591
62,3	2,028	0,575
62,4	1,952	0,539
62,5	1,899	0,489
62,6	1,878	0,432
62,7	1,892	0,375
62,8	1,946	0,318
62,9	2,021	0,278
63,0	2,111	0,248
63,1	2,214	0,242
63,2	2,313	0,261
63,3	2,396	0,302
63,4	2,448	0,359
63,5	2,474	0,428
63,6	2,472	0,504
63,7	2,433	0,575
63,8	2,372	0,633
63,9	2,292	0,671
64,0	2,202	0,681
64,1	2,111	0,668
64,2	2,036	0,626
64,3	1,977	0,564
64,4	1,949	0,483
64,5	1,943	0,399
64,6	1,970	0,312
64,7	2,019	0,239
64,8	2,084	0,186
64,9	2,163	0,167
65,0	2,234	0,173
65,1	2,306	0,210
65,2	2,361	0,278
65,3	2,393	0,363
65,4	2,399	0,459
65,5	2,385	0,560
65,6	2,351	0,648
65,7	2,301	0,710
65,8	2,238	0,746
65,9	2,175	0,749
66,0	2,117	0,714
66,1	2,072	0,648
66,2	2,037	0,560
66,3	2,027	0,455
66,4	2,036	0,348
66,5	2,057	0,249
66,6	2,094	0,171
66,7	2,139	0,128
66,8	2,189	0,110
66,9	2,234	0,140
67,0	2,270	0,197
67,1	2,295	0,285
67,2	2,309	0,393
67,3	2,306	0,507
67,4	2,288	0,614
67,5	2,261	0,704
67,6	2,235	0,765
67,7	2,207	0,791
67,8	2,174	0,774
67,9	2,154	0,723
68,0	2,138	0,641
68,1	2,130	0,533
68,2	2,129	0,410
68,3	2,139	0,294
68,4	2,150	0,195
68,5	2,163	0,125
68,6	2,180	0,089
68,7	2,193	0,092
68,8	2,202	0,137
68,9	2,204	0,213
69,0	2,205	0,315
69,1	2,204	0,434
69,2	2,201	0,554
69,3	2,190	0,662
69,4	2,192	0,743
69,5	2,193	0,791
69,6	2,198	0,800
69,7	2,202	0,770
69,8	2,213	0,701
69,9	2,220	0,600
70,0	2,231	0,485
70,1	2,234	0,363
70,2	2,237	0,255
70,3	2,226	0,165
70,4	2,214	0,113
70,5	2,192	0,093
70,6	2,168	0,110
70,7	2,142	0,167
70,8	2,120	0,252
70,9	2,102	0,362
71,0	2,094	0,479
71,1	2,097	0,590
71,2	2,112	0,684
71,3	2,136	0,747
71,4	2,172	0,780
71,5	2,213	0,771
71,6	2,255	0,723
71,7	2,294	0,650
71,8	2,322	0,549
71,9	2,340	0,438
72,0	2,337	0,336
72,1	2,318	0,242
72,2	2,282	0,167
72,3	2,234	0,131
72,4	2,178	0,125
72,5	2,121	0,158
72,6	2,064	0,224
72,7	2,022	0,311
72,8	2,001	0,410
72,9	1,997	0,510
73,0	2,016	0,603
73,1	2,055	0,674
73,2	2,112	0,717
73,3	2,183	0,729
73,4	2,255	0,708
73,5	2,322	0,663
73,6	2,376	0,588
73,7	2,411	0,498
73,8	2,423	0,407
73,9	2,409	0,324
74,0	2,372	0,252
74,1	2,306	0,210
74,2	2,226	0,186
74,3	2,139	0,197
74,4	2,058	0,234
74,5	1,985	0,296
74,6	1,935	0,369
74,7	1,916	0,444
74,8	1,923	0,527
74,9	1,962	0,585
75,0	2,028	0,629
75,1	2,112	0,651
75,2	2,208	0,650
75,3	2,307	0,627
75,4	2,393	0,579
75,5	2,454	0,521
75,6	2,489	0,453
75,7	2,492	0,393
75,8	2,456	0,339
75,9	2,388	0,302
76,0	2,298	0,278
76,1	2,193	0,273
76,2	2,088	0,290
76,3	1,994	0,323
76,4	1,916	0,366
76,5	1,874	0,410
76,6	1,860	0,462
76,7	1,889	0,504
76,8	1,947	0,536
76,9	2,036	0,555
77,0	2,145	0,564
77,1	2,262	0,555
77,2	2,363	0,536
77,3	2,453	0,504
77,4	2,511	0,470
77,5	2,535	0,440
77,6	2,520	0,408
77,7	2,468	0,392
77,8	2,379	0,372
77,9	2,271	0,369
78,0	2,156	0,374
78,1	2,040	0,386
78,2	1,940	0,402
78,3	1,874	0,425
78,4	1,838	0,438
78,5	1,841	0,449
78,6	1,884	0,458
78,7	1,965	0,462
78,8	2,069	0,461
78,9	2,186	0,458
79,0	2,307	0,450
79,1	2,411	0,446
79,2	2,493	0,443
79,3	2,540	0,440
79,4	2,547	0,446
79,5	2,514	0,450
79,6	2,444	0,458
79,7	2,346	0,467
79,8	2,231	0,476
79,9	2,108	0,477
80,0	2,003	0,474
80,1	1,914	0,468
80,2	1,857	0,452
80,3	1,841	0,434
80,4	1,859	0,411
80,5	1,916	0,390
80,6	2,003	0,372
80,7	2,115	0,350
80,8	2,231	0,347
80,9	2,342	0,360
81,0	2,433	0,377
81,1	2,498	0,404
81,2	2,528	0,438
81,3	2,520	0,477
81,4	2,475	0,516
81,5	2,397	0,545
81,6	2,298	0,569
81,7	2,186	0,579
81,8	2,078	0,572
81,9	1,983	0,546
82,0	1,911	0,504
82,1	1,874	0,459
82,2	1,875	0,407
82,3	1,907	0,353
82,4	1,970	0,305
82,5	2,063	0,272
82,6	2,162	0,260
82,7	2,264	0,263
82,8	2,354	0,290
82,9	2,429	0,333
83,0	2,471	0,396
83,1	2,484	0,465
83,2	2,463	0,533
83,3	2,411	0,594
83,4	2,336	0,639
83,5	2,247	0,665
83,6	2,156	0,662
83,7	2,066	0,638
83,8	1,998	0,585
83,9	1,953	0,519
84,0	1,931	0,440
84,1	1,944	0,356
84,2	1,982	0,281
84,3	2,037	0,219
84,4	2,112	0,185
84,5	2,195	0,176
84,6	2,274	0,198
84,7	2,339	0,248
84,8	2,381	0,320
84,9	2,406	0,411
85,0	2,405	0,506
85,1	2,375	0,597
85,2	2,330	0,668
85,3	2,271	0,716
85,4	2,204	0,735
85,5	2,139	0,722
85,6	2,081	0,672
85,7	2,040	0,599
85,8	2,018	0,504
85,9	2,016	0,399
86,0	2,030	0,297
86,1	2,061	0,212
86,2	2,108	0,147
86,3	2,159	0,120
86,4	2,210	0,123
86,5	2,256	0,167
86,6	2,286	0,240
86,7	2,312	0,339
86,8	2,318	0,447
86,9	2,307	0,555
87,0	2,286	0,656
87,1	2,258	0,734
87,2	2,226	0,773
87,3	2,190	0,782
87,4	2,157	0,747
87,5	2,129	0,677
87,6	2,120	0,582
87,7	2,114	0,468
87,8	2,114	0,354
87,9	2,130	0,246
88,0	2,147	0,161
88,1	2,163	0,104
88,2	2,183	0,092
88,3	2,196	0,114
88,4	2,210	0,171
88,5	2,217	0,260
88,6	2,217	0,374
88,7	2,213	0,492
88,8	2,207	0,608
88,9	2,199	0,702
89,0	2,196	0,764
89,1	2,196	0,795
89,2	2,198	0,785
89,3	2,199	0,732
89,4	2,202	0,651
89,5	2,210	0,543
89,6	2,216	0,428
89,7	2,219	0,309
89,8	2,217	0,207
89,9	2,210	0,134
90,0	2,198	0,095
90,1	2,180	0,095
90,2	2,162	0,132
90,3	2,141	0,204
90,4	2,123	0,309
90,5	2,111	0,419
90,6	2,106	0,534
90,7	2,112	0,638
90,8	2,133	0,717
90,9	2,159	0,770
91,0	2,192	0,779
91,1	2,229	0,753
91,2	2,264	0,693
91,3	2,294	0,602
91,4	2,312	0,497
91,5	2,321	0,384
91,6	2,312	0,287
91,7	2,286	0,198
91,8	2,249	0,143
91,9	2,204	0,117
92,0	2,151	0,135
92,1	2,102	0,185
92,2	2,058	0,260
92,3	2,028	0,356
92,4	2,016	0,458
92,5	2,021	0,555
92,6	2,046	0,641
92,7	2,090	0,704
92,8	2,153	0,734
92,9	2,216	0,729
93,0	2,280	0,692
93,1	2,342	0,632
93,2	2,385	0,548
93,3	2,409	0,455
93,4	2,408	0,363
93,5	2,381	0,282
93,6	2,330	0,219
93,7	2,262	0,183
93,8	2,181	0,180
93,9	2,105	0,206
94,0	2,033	0,257
94,1	1,976	0,323
94,2	1,938	0,405
94,3	1,934	0,483
94,4	1,956	0,558
94,5	2,006	0,617
94,6	2,078	0,656
94,7	2,165	0,668
94,8	2,259	0,650
94,9	2,345	0,615
95,0	2,418	0,561
95,1	2,466	0,492
95,2	2,481	0,426
95,3	2,466	0,363
95,4	2,420	0,312
95,5	2,345	0,278
95,6	2,252	0,261
95,7	2,150	0,267
95,8	2,048	0,294
95,9	1,962	0,330
96,0	1,904	0,380
96,1	1,874	0,432
96,2	1,883	0,486
96,3	1,925	0,530
96,4	1,997	0,557
96,5	2,094	0,573
96,6	2,202	0,570
96,7	2,312	0,557
96,8	2,406	0,531
96,9	2,478	0,494
97,0	2,523	0,456
97,1	2,528	0,420
97,2	2,495	0,393
97,3	2,424	0,371
97,4	2,327	0,359
97,5	2,216	0,359
97,6	2,100	0,366
97,7	1,994	0,383
97,8	1,911	0,407
97,9	1,857	0,425
98,0	1,839	0,446
98,1	1,866	0,464
98,2	1,928	0,473
98,3	2,022	0,477
98,4	2,127	0,474
98,5	2,246	0,467
98,6	2,361	0,462
98,7	2,456	0,455
98,8	2,520	0,449
98,9	2,549	0,444
99,0	2,535	0,443
99,1	2,480	0,447
99,2	2,397	0,455
99,3	2,292	0,456
99,4	2,174	0,462
99,5	2,058	0,465
99,6	1,956	0,464
99,7	1,883	0,450
99,8	1,842	0,441
99,9	1,845	0,426
100,0	1,884	0,408
100,1	1,958	0,392
100,2	2,057	0,378
100,3	2,172	0,371
100,4	2,291	0,371
100,5	2,393	0,383
100,6	2,471	0,399
